Unnamed: 0,Pickup Point,Pickup Area
9741,"GOLPO FAST FOOD CHINESE,NIKUNJA 2",Nikunja
9783,"ROAD 4,BLOCK C,BASHUNDHARA R/A",Bashundhara R/A
9784,"SRABON CHOWDHURY HOME,BLOCK E, BASHUNDHARA R/A",Bashundhara R/A
9785,"H 69,RD 8,BLOCK B,BASHUNDHARA R/A",Bashundhara R/A
9790,"HOUSE 618,ROAD 9,BLOCK I,BASHUNDHARA R/A",Bashundhara R/A
9795,"TUINTAR LTD,SECTOR 4,UTTARA",Uttara
9797,"NORTHERN INTERNATIONAL MEDICAL COLLEGE HOSPITAL,WEST DHANMONDI",Dhanmondi
9799,"MATRIX ENGINEERS LIMITED,MIRPUR DOHS",Mirpur
9807,"SIGNORINA , MAATI PPROPERTY , BLOCK D, BASHUNDHARA R/A",Bashundhara R/A
9812,"INFO POWER LIMITED , GULSHAN 1 , GULSHAN",Gulshan
9815,"ORCHARD CONVENTION HALL,GREEN ROAD,DHANMONDI",Dhanmondi
9824,"SUNDHARBAN COYRIER SERVICE ( PVT ) LTD , 135 , ROAD 13E , BANANI",Banani
9825,"4 MITALI HOUSING SOCIETY,SOUTH KAFRUL",Kafrul
9837,"SS FASHION BD , SECTOR 6 , UTTARA",Uttara
9839,"SAMU TAILORS & FABRICS , DEWANPARA , UTTARA",Uttara
9841,"SMART RENT A CAR , SECTION 13 , MIRPUR",Mirpur
9843,"TRANSCENDENTAL MEDITATION BANGLADESH , ROAD 68/A , GULSHAN 2 , GULSHAN",Gulshan
9844,"H 535 , RANA AVE , BLOCK D , BASUNDHARA R/A",Bashundhara
9846,"ATHENA'S FURNITURE AND HOME DECOR , ROAD 24 , GULSHAN 1 , GULSHAN",Gulshan
9850,"STUDY LIGHTS , BLOCK H , BANANI",Banani
9853,"RD 4, SECTOR 4, UTTARA",Uttara
9854,"ROSE VILLA , HOUSE 14 , ROAD 6 , GULSHAN 1",Gulshan
9855,"KING'S RESTAURANT , AVENUE 1 , SECTION 2",Mirpur
9856,"30, ROAD 121 , GULSHAN 1 , GULSHAN",Gulshan
9860,"PUBLIC HEALTH INSTITUTES , SHAHID TAJUDDIN AHMED SARANI , MOHAKHALI",Mohakhali
9862,"DACCA OVERSEAS RANGS NAHARAZ TOWER , HOUSE 14 ,S ECTOR 4 , UTTARA",Uttara
9863,"AMIR ALI HOTEL AND FOODS CORNER,JOAR SAHARA,KURIL",Kuril
9878,"UTSHO REHAB , SECTOR 7 , UTTARA",Uttara
9879,"354, ROAD NO 13 , BASHUNDHARA R/A",Bashundhara R/A
9880,"HAIZUM AUTO , DIABARI , UTTARA",Uttara
9881,"BLISS GARDEN , SECTOR 4, UTTARA",Uttara
9882,"CID RESIDENTIAL COMPLEX , H 68 , SECTOR 8 , UTTARA",Uttara
9885,"PROSHANTI , 08 , ROAD 31 , GULSHAN 1 , GULSHAN",Gulshan
9886,"KHAN HELICONIA , PLOT 186, BLOCK C, ROAD 12 , BASHUNDHARA R/A",Bashundhara R/A
9888,"ASIAN TELECAST LTD , ROAD 1, NIKETON BLOCK A, NIKETON  HOUSING SOCIETY , GULSHAN",Gulshan
9889,"401 , ROAD NO 15 , BLOCK A , BASHUNDHARA R/A",Bashundhara R/A
9890,"SK VALLEY , H 390, SHAHID BAKI SARAK TALTOLA , KHILGAON",Khilgaon
9891,"GLOBAL DENTAL CENTER , H 1, RD 11 , BANANI",Banani
9905,"H 2/8C , RD 29 , GULSHAN 1",Gulshan
9906,"AL BAIK SWEETS & BAKERY ( FACTORY ) , EASTERN HOUSING , MIRPUR",Mirpur
9907,"ARUN HAIR DRESSER , CHOWDHURY PARA , KHILGAON",Khilgaon
9916,"INDIAN DOSA GHAR , JAMUNA FUTURE PARK , BASHUNDHARA R/A",Bashundhara R/A
9917,"PEARL GARDEN , SECTOR 9 , UTTARA",Uttara
9919,"RAOWA RESTAURANT , BIR UTTAM ZIAUR RAHMAN ROAD , MOHAKHALI",Mohakhali
9922,"AMBER BAKE & PASTRY , SECTOR 9 , UTTARA",Uttara
9925,"PASSPORT DELIVERY BUILDING , ADMINISTRATIVE AREA , AGARGAON",Agargaon
9926,"bartha money exchange , gulshan 2 , gulshan",Gulshan
9927,"UTTARA CITY COLLEGE , DHAKA -MYMENSINGH HWY , SECTOR 8 , UTTARA",Uttara
9928,"BAREK NIKETON , HOUSE 5 , ROAD 2 , SECTOR 6, UTTARA",Uttara
9929,"SMRITYCHINNO , BLOCK I , BASHUNDHARA R/A",Bashundhara R/A
9933,"H 44.RD 17 , NIKUNJA 2",Nikunja
9935,"ROAD 4, KOTBARI BAZAAR , UTTARA",Uttara
9936,"SHOHAG HOUSE , SECTOR 11 , UTTARA",Uttara
9938,"TITAS CORPORATION HQ , BLOCK A , NIKETON",Niketon
9939,"JARWA HOUSE , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
9977,"DHAKA BANK LIMITED , BEGUM ROKEYA AVENUE , TALTOLA , AGARGAON",Agargaon
9978,"Q7, ENTERPRISE , CENTRAL ROAD , DHANMONDI",Dhanmondi
9979,"RICKSHAW ROAD , GULSHAN 2 , GULSHAN",Gulshan
9983,"MSM VILLA , SECTOR 11 , UTTARA",Uttara
9985,"IMART , ROAD -84 , GULSHAN 2 , GULSHAN",Gulshan
9987,"MEENA SWEETS , SECTOR 14, UTTARA",Uttara
9988,"RAJARBAG POLICE LINE HOSPITAL , OUTER CIRCULAR ROAD , FAKIRAPOOL , PALTAN",Paltan
9989,"92, SARAK 14, KHILKHET , BASHUNDHARA R/A",Bashundhara R/A
9990,"MIDDLE BADDA OVERBRIDGE , GULSHAN",Gulshan
9991,"RD 7F , BANANI",Banani
9992,"PRIYO GENERAL STORE , H 13/1 , RD 5 , DHANMONDI",Dhanmondi
9993,"BLAZE MARK COMMUNICATION , BLOCK I , BANANI",Banani
9994,"ARABIKA COFFEE RUPAYAN SHOPPING SQUARE , BASUNDHARA R/A",Bashundhara
9995,"HOUSE 29 , ROAD 18 , BLOCK J , BANANI",Banani
9997,"STANDARD CHARTERED BANK ( SCB ) , 67 ,GULSHAN AVENUE , BANANI , GULSHAN",Gulshan
9998,"POLY DENTAL , GAREEB E NAWAZ AVENUE , SECTOR 11 , UTTARA",Uttara
10000,"NAVANA PARADISE , HOUSE 9 , ROAD 6 , SECTOR 7 , UTTARA",Uttara
10003,"IMPERIAL HEAVEN , CHHA 56/B , BADDA GIRLS SCHOOL ROSD , DAKKHIN BADDA ,GULSHAN",Gulshan
10009,"GLAMY GIRL,BANANI DOHS",Banani
10011,"OUTER CIRCULAR RD,SHANTIBAGH,MALIBAGH",Malibagh
10012,"ASHA MUSIC,SHYAMOLI,MOHAMMADPUR",Mohammadpur
10015,"M RAHMAN ELECTRIC,GULSHAN 2,GULSHAN",Gulshan
10016,"MIDLAND BANK LIMITED,SECTOR 3,UTTARA",Uttara
10019,"ADL SILHOUTEE,BLOCK J,BASHUNDHARA R/A",Bashundhara R/A
10021,"EASTERN MEDICINE,SECTOR 3,UTTARA",Uttara
10025,"CROWNE PLAZA DHAKA GULSHAN,AN IHG HOTEL,GULSHAN 2,GULSHAN",Gulshan
10026,"HAWKER SOPHIA BONDHU AT GULSHAN,DHAKA,BLOCK E,BANANI",Banani
10027,"H 259,H 260,RD 9,BLOCK C,BASHUNDHARA R/A",Bashundhara R/A
10028,"CHARUTA PLUS ARCHITECTURE & INTERIOR LTD,BLOCK J,BANANI",Banani
10029,"NIKUNJA CONVENTION HALL,NIKUNJA 2",Nikunja
10030,"95,ROADD 12,BASHUNDHARA R/A",Bashundhara R/A
10031,"H 283,H 292,RD 11,BLOCK A,BASHUNDHARA R/A",Bashundhara R/A
10032,"ROAD 3/A,BASHUNDHARA R/A",Bashundhara R/A
10033,"RD 5A,BLOCK C,BASHUNDHARA R/A",Bashundhara R/A
10034,"CAMERA WORLD,JAMUNA FUTURE PARK,BASHUNDHARA R/A",Bashundhara R/A
10036,"H 405,AFTAB UDDIN AHMED RD,BLOCK B,BASHUNDHARA R/A",Bashundhara R/A
10038,"COMMUNICATION ACCESS LIMITED,ROAD 23/A,GULSHAN 1,GULSHAN",Gulshan
10041,"MEENA KABBO,BLOCK F,BASHUNDHARA R/A",Bashundhara R/A
10043,"ADIB HASAN RENT A CAR,BLOCK C,BANANI",Banani
10044,"48,ROAD #2,BLOCK C,BASHUNDHARA R/A",Bashundhara R/A
10045,"KHABAR GHOR,BIR UTTAM CR DATTA ROAD,HATIRPOOL,WIRELESS,PALTAN",Paltan
10046,"CUSTOM MAC BD(JAMUNA FUTURE PARK) APPLE PREMIUM RESELLER,KURIL",Kuril
10047,"CHOWKBAZAR MODEL POLICE STATION,URDU RD,CHAWKBAZAR",Chawkbazar
10048,"H 104/4,CNETRAL RD,DHANMONDI",Dhanmondi
10051,"LAKEWOD RESIDENCE,GULSHAN 2,GULSHAN",Gulshan
10059,"URBAN GALAXY APARTMENT,RESIDENTIAL AREA,DHANMONDI",Dhanmondi
10060,"MERCHANT CAR HOUSE , BLOCK L , BANANI",Banani
10061,"GALLERY PARIS,CHOWDHURY PARA,KHILGAON",Khilgaon
10063,"ICDDR,B SHAHID TAJUDDIN AHMED SARANI,MOHAKHALI",Mohakhali
10067,"A PLUS BANGLADESH , SWIMMING POOL COMPANY , PALLABI , MIRPUR",Mirpur
10068,"H 383,RD 7,BLOCK F,BASHUNDHARA R/A",Bashundhara R/A
10070,"COSMETICS WORLD , GULSHAN 1, GULSHAN",Gulshan
10072,"CITY BANK ATM , NORTH SOUTH UNIVERSITY PARKING ROAD , KURIL",Kuril
10074,"ZARA ENTERPRISE , GULSHAN 1 , GULSHAN",Gulshan
10075,"SUNDARBAN COURIER SERVICE , BOSILA , MOHAMMADPUR",Mohammadpur
10083,"05, ROAD 5 , BLOCK C, BASHUNDHARA R/A",Bashundhara R/A
10084,"POPULAR DIAGNOSIS CENTRE AND CONSULTANCY ( BUILDING 6 , ), RESIDENTIAL AREA , DHANMONDI",Dhanmondi
10085,"NOOR VILLA , KHILBARIR TEK , SHAHJADPUR",Shahjadpur
10086,"MUTUAL TRUST BANK LTD , TEJGAON GULSHAN LINK RD , NIKETON",Niketon
10088,"UNIMART , GULSHAN 2 , GULSHAN",Gulshan
10093,"POPULAR DIAGONSTIC CENTRE LTD , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
10098,"H 141 , RD 6 , BLOCK C , BASUNDHARA R/A",Bashundhara
10100,"STCBL ( DLO ) OFFICE , ROAD 21 , GULSHAN 1 , GULSHAN",Gulshan
10102,"SOUTH POINT SCHOOL AND COLLEGE , BANANI BRANCH , RD 2 , MOHAKHALI",Mohakhali
10104,"IRIS APARTMENT , H 11, RD 10 , BANANI",Banani
10109,"PARAGON CONVENTION HALL , WEST , DHANMONDI",Dhanmondi
10111,"UNIMART , GULSHAN 2 , GULSHAN 
",Gulshan
10116,"H 62/A , BASIRUDDIN RD , KALABAGAN",Kalabagan
10117,"CAREER CURVE , BLOCK D, BANANI",Banani
10118,"H 998 , RD 17 , BAITUL AMAN HOUSING SOCIETY , MOHAMMADPUR",Mohammadpur
10119,"SARKARI SANGIT COLLEGE , SHER E BANGLA RD , AGARGAON",Agargaon
10120,"922, ROAD NO , 21 , BASHUNDHARA R/A",Bashundhara R/A
10122,"DUTCH BANGLA BANK LTD ATM , H 81 , SAYEM SOBHAN  TANVIR RD , BLOCK E , BASHUNDHARA R/A",Bashundhara R/A
10133,"ZASS GROUP , ROAD 26 , GULSHAN 1 , GULSHAN",Gulshan
10134,"DHAKA CNG & LPG , CHOWDHURY PARA , KHILGAON",Khilgaon
10136,"SHAHID SHAHBUDDIN RD , AGARGAON",Agargaon
10142,"JAMUNA BANK , PANTHAPATH",Panthapath
10143,"1/1 , BLOCK C , SHAJAHAN ROAD , MOHAMMADPUR",Mohammadpur
10145,"ARONI RAZZAQUE HOMES , HOUSE 12/B , RING ROAD , SHYAMOLI , MOHAMMADPUR",Mohammadpur
10149,"THE PARISIAN , H 23/C , RD 3 , DHANMONDI",Dhanmondi
10152,"GLORIA JEANS COFFEE , ROAD 71 , GULSHAN 2 , GULSHAN",Gulshan
10154,"HOUSE 7C, ROAD 13/A , SECTOR 3 , UTTARA",Uttara
10155,"AMARI DHAKA , ROAD 41 , GULSHAN 2 , GULSHAN",Gulshan
10156,"PROTTASHA , BLOCK D , BASHUNDHARA R/A",Bashundhara R/A
10161,"T69, SECTOR 9 , UTTARA",Uttara
10162,"SHERATON DHAKA , KEMAL ATATURK AVENUE , BANANI",Banani
10177,"RANCON DEVELOPMENTS LIMITED , GULSHAN 1 , GULSHAN",Gulshan
10179,"ROAD 14 , BARIDHARA , GULSHAN",Gulshan
10181,"SUMON TEA STORE , SHYAMOLI , MOHAMMADPUR",Mohammadpur
10193,"NRB GLOBAL BANK LIMITED , 94 , GULSHAN AVENUE , DAKKHIN BADDA , GULSHAN",Gulshan
10194,"298, I BLOCK ROAD 1 , BASUNDHARA R/A",Bashundhara
10197,"H 1/36 , BABAR RD , METROPOLITAN COOPERATIVE HOUSING SOCIETY , MOHAMMADPUR",Mohammadpur
10200,"HOUSE 34 , ROAD 114 , GULSHAN 2 , GULSHAN",Gulshan
10202,"DHAKA BANK , RD 27 , DHANMONDI",Dhanmondi
10206,"4/1, SATMASJID ROAD , MOHAMMADPUR",Mohammadpur
10208,"DREAM PALACE , SECTOR 15 , UTTARA",Uttara
10211,"MEDI FAIR GENERAL HOSPITAL , SHYAMOLI , MOHAMMADPUR",Mohammadpur
10215,"SONALI SHORGO , H 4 , FELANI RD , GULSHAN 1",Gulshan
10216,"H 257 , RD 10/A , WEST DHANMONDI",Dhanmondi
10219,"islami bank bangladesh limited atm, gulshan 1 , gulshan",Gulshan
10222,"KING'S CONFECTIONERY , RD 11 , BANANI",Banani
10224,"H 71 , RD 15 , BANANI",Banani
10232,"RAJBARI SWEETS , BLOCK H , MIRPUR 2",Mirpur
10233,"ASIF TAILORS,SECTOR 5,UTTARA",Uttara
10234,"RD 2C,SECTOR 4,UTTARA",Uttara
10235,"BEANS & AROMA COFFEES,ROAD 18,SECTOR 3,UTTARA",Uttara
10239,"REST ROOM,AIRPORT ROAD,NEW AIRPORT ROAD,KURMITOLA,SECTOR 2",Purbachal
10241,"SHAHID SHAHABUDDIN RD,AGARGAON",Agargaon
10242,"BASHIR ENTERPRISE,BIR UTTAM AK KHANDAKER ROAD,WIRELESS GATE,MOHAKHALI",Mohakhali
10245,"MOMOTAZ GARDEN,CHOWDHURY PARA,KHILGAON",Khilgaon
10248,"BERGER PAINTS DHAKA SALES NORTH , SECTOR 13 , UTTARA",Uttara
10249,"H 146, RD 3 , BLOCK A , BASUNDHARA R/A",Bashundhara
10250,"H 224 , ABDUR SADEK RD , BLOCK C , BASUNDHARA R/A",Bashundhara
10251,"SILICON JOPAZ,H 33/13,RD 10,JANATA HOUSING,MOHAMMADPUR",Mohammadpur
10253,"FREELANCING TRAINING INSTITUTE,KALLYANPUR,MIRPUR",Mirpur
10271,"NHA GARDEN CITY BUILDING 4,NHA GARDEN CITY MAIN ROAD,SHYAMOLI,MOHAMMADPUR",Mohammadpur
10272,"AB BANK , BIR UTTAM MIR SHAWKAT SARAK , GULSHAN 1",Gulshan
10273,"12/1,AVENUE 2,SECTION 2",Mirpur
10274,"MAHI FASHION,SONARGAON JANAPATH ROAD,SECTOR 9,UTTARA",Uttara
10275,"NANNA BIRIYANI , MIRPUR LINK RD , MATIKATA",Matikata
10281,"FIX & TOUCH,BLOCK H,BANANI",Banani
10282,"ENVOY TEXTILES LTD , PANTHAPATH",Panthapath
10284,"NAGAR DAISY GARDEN,ADABAR,MOHAMMADPUR",Mohammadpur
10285,"DHALIA,470,AHMED AKBAR SOBHAN AVENUE,BLOCK D, BASUNDHARA R/A",Bashundhara
10322,"CONCORD CENTER , ROAD 52 , GULSHAN NORTH AVENUE , GULSHAN 2 , GULSHAN",Gulshan
10324,"BHAI BHAI GENERAL STORE , KAZI OFFICE LANE , WIRELESS , PALTAN",Paltan
10325,"INTER AMERICAN UNIVERSITY,SECTOR 3,UTTARA",Uttara
10337,"OMG HANDCRAFTED ICE CREAM  , KEMAL ATATURK AVENUE , BANANI",Banani
10338,"MAYER DOA VARIETY STORE,H 226,RD 5,MOHAMMADI HOUSING SOCIETY,MOHAMMADPUR",Mohammadpur
10341,"LAKEVALLERY APARTMENTS,HOUSE 24,ROAD 15,RESIDENTIAL AREA,DHANMONDI",Dhanmondi
10342,"TENNIS COURT , ROAD 53 , GULSHAN 2 , GULSHAN",Gulshan
10343,"H 275,RD 8,BLOCK D,BASUNDHARA R/A",Bashundhara
10345,"HOUSE-19 , ROAD-19 , SECTOR-13 , UTTARA",Uttara
10348,"T H COMPUTER , JIGATOLA , DHANMONDI",Dhanmondi
10351,"ROAD NO 11, BLOCK A, BASHUNDHARA R/A",Bashundhara R/A
10353,"PIZZA IN LAW , SECTOR 13 , UTTARA",Uttara
10363,"DAIRY BANGLA FOODS LTD . ( HEAD OFFICE ) , SECTOR 7 , UTTARA",Uttara
10365,"CLASSIC TAILORS AND FABRICS , SECTOR 14 , UTTARA",Uttara
10366,"HOUSE 13/5C, ROAD 2, SHYAMOLI , MOHAMMADPUR",Mohammadpur
10375,"H 960 , RD 13 , BLOCK G , BASUNDHARA R/A",Bashundhara
10387,"BANANI  CATHOLIC CHURCH , RD 27 , BANANI",Banani
10391,"RD 6 B , BANANI DOHS",Banani
10392,"MARS TEXTILE LTD , SECTOR 4 , UTTARA",Uttara
10395,"PUBLIC , RD 13 , DHANMONDI",Dhanmondi
10397,"DONG BANG GROUP , SECTOR 4 , UTTARA",Uttara
10399,"NSU PLAYGROUND , NSU DRIVEWAY , BLOCK B , BASUNDHARA R/A",Bashundhara
10405,"TASTY TIBET , SECTOE 4 , UTTARA",Uttara
10406,"CARE PHARMA , BLOCK I , BASHUNDHARA R/A",Bashundhara R/A
10410,"46 , ROAD 9 , NIKUNJA 2",Nikunja
10411,"EICRA SOFT LIMITED , BLOCK I , BASHUNDHARA R/A",Bashundhara R/A
10412,"22 , ROAD 6 , SECTION 12",Mirpur
10419,"H 10 , RD 9 , MOHAMMADI HOUSING SOCIETY , MOHAMMADPUR",Mohammadpur
10420,"SUSHI OKI , BLOCK I , BASHUNDHARA R/A",Bashundhara R/A
10423,"UPPERCRUST BOULANGERIE & PATISSERIE,GULSHAN 2,GULSHAN",Gulshan
10430,"SENA KALYAN SANGSTHA SALSE PROMOTION OFFICE , IQBAL ROAD , MOHAMMADPUR",Mohammadpur
10433,"NDE INFRATECH LTD,GULSHAN 2,GULSHAN",Gulshan
10435,"MUNTAHA FOOD & PRODUCTS , BLOCK B , MOHAMMADPUR",Mohammadpur
10436,"KIDNEY FOUNDATION HOSPITAL AND RESEARCH INSTITUTE,MAIN RD,BLOCK I,MIRPUR 2",Mirpur
10438,"KOCHCHOP MONA , BLOCK H , BASHUNDHARA R/A",Bashundhara R/A
10440,"KACCHI BHAI , WEST , DHANMONDI",Dhanmondi
10446,"UNITED DENTAL SURGERY , SHYAMOLI , MOHAMMADPUR",Mohammadpur
10448,"H 772,RD 23,BLOCK G,BASUNDHARA R/A",Bashundhara
10453,"ROAD 6 , BANANI DOHS , BANANI",Banani
10463,"NANNA BIRANI , TOYENBEE CIRCULAR ROAD , MOTIJHEEL",Motijheel
10467,"H 342 , ALHAZ ABDUS SOBHAN RD , BLOCK B , BASUNDHARA R/A",Bashundhara
10470,"INTERNATIONAL CONVENTION CITY BASUNDHARA ,PURBACHAL EXPRESS HIGHWAY,DHAKA,BANGLADESH",Agargaon
10471,"NCC BANK LIMITED , ALAUL AVENUE , KOTBARI BAZAAR , UTTARA",Uttara
10473,"RUPAYAN SHOPPING SQUARE , RD 14 , BLOCK G , BASHUNDHARA R/A",Bashundhara R/A
10474,"TITAS GAS OFFICE,SECTION 7,MIRPUR",Mirpur
10475,"LAXMI HAIR CUTTING SALON , SECTOR 6 , UTTARA",Uttara
10476,"AAHELI KABAB AND CHINESE RESTAURANT , BLOCK E , BANANI",Banani
10477,"PSC CONVENTION HALL CAR PARKING,SECTION 13,MIRPUR",Mirpur
10482,"RAVEN , KEMAL ATATURK AVENUE , BANANI",Banani
10483,"ROAD 32,PALLABI 2ND PHASE(EASTERN HOUSING),MIRPUR",Mirpur
10484,"LUCKY ROWSHAN , ADABAR , MOHAMMADPUR",Mohammadpur
10486,"CHEESY SLICE,SULTAN MANSION,MIRPUR",Mirpur
10487,"JAMILA VILLA , H 121 , DIT RD , MALIBAGH 1ST LANE , MALIBAGH",Malibagh
10488,"JAPASTY ZABEL OZORA,BLOCK I,BASUNDHARA R/A",Bashundhara
10489,"TEESTA COURIER & PARCEL LIMITED , DHAKA UDDAN HOUSING , MOHAMMADPUR",Mohammadpur
10494,"LAKE WOOD , H 351 , SAYEM SOBHAN ANVIR RD , BLOCK E , BASUNDHARA R/A",Bashundhara
10498,"DAS AGRO HEALTH LTD , CHANDRIMA MODEL TOWN , MOHAMMADPUR",Mohammadpur
10502,"CLASS BRICKS & CERAMICS LIMITED , GULSHAN 2 , GULSHAN",Gulshan
10505,"SHAMOLY HOUSING ROAD NO 6 , SHAEKHERTEK , MOHAMMADPUR",Mohammadpur
10510,"CITY BANK LTD , GULSHAN AVE , GULSHAN 1",Gulshan
10511,"DIALYSIS CENTER , H 56/2, PANTHAPATH",Panthapath
10512,"NOORJAHAN HERITAGE,RUPNAGAR RESIDENTIAL AREA,MIRPUR",Mirpur
10530,"MULOVI SALEK LANE,WEST DHANMONDI",Dhanmondi
10536,"KOICA BANGLADESH OFFICE,ROAD 113,GULSHAN 2,GULSHAN",Gulshan
10539,"SHAKH VILLA,H 34/1,RD 1,PC CULTURE HOUSING SOCIETY,MOHAMMADPUR",Mohammadpur
10540,"BRAC,SECTOR 9,UTTARA",Uttara
10541,"CHAHIDA,XYZ,SECTOR 13,UTTARA",Uttara
10542,"AT GRADE INTERSECTION 4,BLOCK G, BASHUNDHARA R/A",Bashundhara R/A
10543,"41/3,JOHURI MOHOLLA,BLOCK F,MOHAMMADPUR",Mohammadpur
10544,"DR SHARIFS HOMEOPATHIC CENTER,SECTOR 13,UTTARA",Uttara
10545,"BDG MAGURA HOUSE,402,ROAD NO 10,11,12,BLOCK A,BASHUNDHARA R/A",Bashundhara R/A
10546,"JUDGE HAMID FOUNDATION,ADABAR,MOHAMMADPUR",Mohammadpur
10547,"KOSAI BARI RAIL CROSSING,SECTOR 2,UTTARA",Uttara
10548,"HOUSE 10,ROAD 12,SECTOR 13,UTTARA",Uttara
10550,"KREATIVDEV,ROAD 5,SECTOR 11,UTTARA",Uttara
10551,"ROAD 16,SECTOR 13",Uttara
10553,"SETU AD,RABINDRA SARANI,SECTOR 7,UTTARA",Uttara
10554,"HOUSE 26,ROAD 9,SECTOR 11,UTTARA",Uttara
10555,"RIMA VILLA,110,D BLOCK 6 NO ROAD,BLOCK D, BASUNDHARA R/A",Bashundhara
10557,"SEA OF JUICE,BASUNDHARA R/A",Bashundhara
10558,"PALLI,BOUNDARY ROAD,SENPARA PARBATA,SECTION 2",Mirpur
10559,"MAA DEPARTMENT STORE,SECTOR 13,UTTARA",Uttara
10560,"BAYS PROJECT OFFICE,ROAD 113,GULSHAN 1,GULSHAN",Gulshan
10561,"598,BLOCK F,ROAD 18,BASUNDHARA R/A",Bashundhara
10566,"JAHAN ARA CLINIC LTD,SECTOR 1,UTTARA",Uttara
10567,"SM SOURCING,RESIDENTIAL AREA,DHANMONDI",Dhanmondi
10580,"578,ROAD NO 9, BASUNDHARA R/A",Bashundhara
10583,"NORTH END COFFEE ROASTERS EVERCARE HOSPITAL,BLOCK E,BASUNDHARA R/A",Bashundhara
10586,"RFL & UNILIVER PRODUCTS,MIRPUR ROAD,DHANMONDI",Dhanmondi
10587,"TIME ATTENDANCE AND ACCESS CONTROL BANGLADESH,SECTOR 6,UTTARA",Uttara
10588,"PROFESSOR DR SMG KIBRIA,GULSHAN 2,GULSHAN",Gulshan
10591,"KOHLIL GOST BITAN,SHAHJAHANPUR,MOTIJHEEL",Motijheel
10594,"BOISHAKHI BUILDING,RAYER BAZAR,MOHAMMADPUR",Mohammadpur
10595,"RD 12,BLOCK G, BASUNDHARA R/A",Bashundhara
10597,"BANGLADESH SPECIALIZED HOSPITAL,SHYAMOLI,MOHAMMADPUR",Mohammadpur
10599,"MITHAI MIRPUR,WEST KAFRUL,AGARGAON",Agargaon
10600,"MBL CENTER , WEST DHANMONDI",Dhanmondi
10604,"LETS GO TRAVELS,BLOCK A,BANANI",Banani
10605,"BRAC BANK,H 57/E,PANTHAPATH",Panthapath
10610,"GRAMEENPHONE CENTER HANGOUT,BLOCK A, BASUNDHARA R/A",Bashundhara
10611,"MADISON , 27 , ROAD 18 , BANANI",Banani
10612,"M/S BISMILLAH GENERAL STORE,KATASUR,MOHAMMADPUR",Mohammadpur
10616,"JAFRABAD GOVT. PRIMARY SCHOOL , SHER E BANGLA RD , MOHAMMADPUR",Mohammadpur
10624,"NAHAR ACADEMY HIGH SCHOOL,BEGUM ROKEYA SHARANI,SECTION 12",Mirpur
10625,"UNITED COMMERCIAL BANK LTD,RD 34,GULSHAN 1",Gulshan
10627,"FOOD PARADISE,WEST DHANMONDI",Dhanmondi
10628,"NASIB GALLERY , ROAD 20 , SECTOR 03 , JASHIM UDDIN AVENUE , UTTARA",Uttara
10629,"107,D BLOCK 6 NO ROAD,BLOCK D,BASUNDHARA R/A",Bashundhara
10632,"NATUNRASTA , SIPAHIBAG , KHILGAON",Khilgaon
10634,"MURSHAD FURNITURE , H 8 , LAKE CIRCUS , KALABAGAN",Kalabagan
10638,"VISION EYE HOSPITAL , GREEN ROAD ,  DHANMONDI",Dhanmondi
10644,"SOLSTICE (BD), GULSHAN 1",Gulshan
10645,"AMIGO INFORMATICS , ROAD 3C, SECTOR 9 , UTTARA",Uttara
10646,"CITY BANK PLC, GULSHAN 1 , GULSHAN",Gulshan
10647,"SELF-SUPERVISED LAB , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
10651,"H 41/22/A , BASHBARI RD , MOHAMMADPUR",Mohammadpur
10653,"HERFY , 52, ROAD 11, BANANI",Banani
10657,"ROSHER MISTY , RD 12A, SECTOR 10 , UTTARA",Uttara
10658,"HOUSE 4 , ROAD 18 , BLOCK A, BANANI",Banani
10664,"5/1, PROSHANTI HOSPITAL ROAD , SHANTIBAGH , MALIBAGH",Malibagh
10665,"M/S MUNSI ENTERPRISE , K 41 , PURBACHAL EXPRESS HIGHWAY , KURIL",Kuril
10666,"AEROLEX AVIATION LIMITED , ALAUDDIN TOWER ROAD 113/A, GULSHAN 2, GULSHAN",Gulshan
10673,"BTCL WASTE TRANSFER STATION , RD 3 , BANANI",Banani
10678,"MODHUR TONG JUICE BAR AND PITHA HOUSE , RANAVOLA AVENUE , SECTOR 10 , UTTARA",Uttara
10683,"INCOME TAX OFFICE TAX ZONE-9 DHAKA , SECTOR 13 , UTTARA",Uttara
10689,"NUTRITIONIST SHAMSUN NAHAR SMRITY , SECTOR 7 , UTTARA",Uttara
10690,"DHAKA BANK LTD , H 5 , BIR UTTAM MIR SHAWKAT SARAK , GULSHAN 1",Gulshan
10691,"CDEF , ROAD 104 , GULSHAN 2 , GULSHAN",Gulshan
10694,"HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , TERMINAL 2 AIRPORT ROAD , NEW AIRPORT ROAD, KURMITOLA SECTOR 2",Dhaka Cantonment
10696,"DHANMONDI 9/A HOUSE 55 , WEST , DHANMONDI",Dhanmondi
10699,"SALAM TEA STORE , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
10702,"crystal martin international limited gulshan north avenue , gulshan 2 , gulshan",Gulshan
10705,"chef's table, gulsahn 2, gulshan",Gulshan
