Unnamed: 0,Pickup Point,Pickup Area
13589,"ELOMELO INTERIOR,SECTOR 13,UTTARA",Uttara
13590,"SHINE PALACE LIMITED ( CORPORATE OFFICE ) , WEST , DHANMONDI",Dhanmondi
13591,"SOHEL BHAIER DOKAN,MIRPUR DOHS",Mirpur
13596,"19,ROAD 18,SECTION 12",Mirpur
13599,"RUPAYAN IMAM LAKE ORCHARD , EVERCARE HOSPITAL ROAD , BLOCK E , BASHUNDHARA R/A",Bashundhara R/A
13600,"14,ROAD 6,SECTION 12",Mirpur
13603,"H 470,RD 5,BLOCK G,BASUNDHARA R/A",Bashundhara
13607,"HAQ VILLA , RAYER BAZZAR , MOHAMMADPUR",Mohammadpur
13609,"SHWAPNO NIR , H 123/A , OHOM JATRA ST , MOHAMMADPUR",Mohammadpur
13614,"SAKIB PALACE , H 605 , RD 19 , BLOCK F , BASUNDHARA R/A",Bashundhara
13622,"EXECUTIVE MACHINES LIMITED - APPLE AUTHORISED SERVICE PROVIDER IN BANGLADESH , ROAD  18 , BLOCK B , BANANI",Banani
13624,"UR BAZAAR , SECTOR 7 , UTTARA",Uttara
13625,"H KHA 32/5A , BIR UTTAM RAFIQUL ISLAM AVE , SHAHJADPUR",Shahjadpur
13635,"HOUSE 272, SAYEM SOBHAN ANVIR ROAD , BLOCK C, BASHUNDHARA R/A",Bashundhara R/A
13637,"IDEAL HOME , CEN ( B) , 15B , ROAD 99 , GULSHAN 2 , GULSHAN",Gulshan
13638,"BABU TEASTALL , BOROBAG , MIRPUR 2",Mirpur
13640,"GRAND REZDALE , H 224 , RD 6 , BLOCK B , BASUNDHARA R/A",Bashundhara
13647,"32, SECTION 2",Mirpur
13650,"WHITE ROSE SUITES LTD , SECTOR 9 , UTTARA",Uttara
13654,"STEADFAST COURIER, SECTOR 9 , UTTARA",Uttara
13656,"ALLAH- SHAFI HOMEO HALL , SECTION 7 , MIRPUR",Mirpur
13657,"ME AND MIRROR BEAUTY PARLOR , SECTOR 6 , UTTARA",Uttara
13658,"BOSILA WEST DHANMONDI JAME MASJID , MOHAMMADPUR",Mohammadpur
13671,"JENNYS , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
13676,"EXPRESSIONS LTD , BLOCK A , BANANI",Banani
13677,"C 91 , ROAD 6 , MOHANAGAR HOUSING PROJECT , NIKETON",Niketon
13678,"DHAKA AIRPORT GARDEN , NEW AIRPORT RD",Biman Bandar
13685,"LANI MANSION , SECTOR 14 , UTTARA",Uttara
13687,"ORIENT CAMERAS & PHOTOS , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
13688,"URBAN AMIRAS NILOY , SECTOR 1, UTTARA",Uttara
13691,"SOLID GROUP ( CORPORATE OFFICE ) , ROAD 2, SECTOR 3 , UTTARA",Uttara
13694,"TWELVE30 CAFE , SECTOR 3 , UTTARA",Uttara
13709,"ROSE VILLA , H 23/6 , TAJMAHAL RD , MOHAMMADPUR",Mohammadpur
13710,"PEARL HOTEL , BLOCK K , BANANI",Banani
13721,"UNITIK IT , SECTOR 9 , UTTARA",Uttara
13725,"AL AMIN RD , DHANMONDI",Dhanmondi
13731,"189 , ROAD 10 , SECTION 12",Mirpur
13732,"FOUR STAR , 27 , ROAD 10 , SECTION 2",Mirpur
13734,"FARHANA YASMIN , HOUSE 12 , ROAD 127 , GULSHAN 1",Gulshan
13737,"POLICE FARI , SECTION 14 , MIRPUR",Mirpur
13738,"JAPAN GARDEN CITY , JAPAN GARDEN CITY RD , JAPAN GARDEN CITY , MOHAMMADPUR",Mohammadpur
13739,"SUNNY MART , DHAKA UDDAN , MOHAMMADPUR",Mohammadpur
13740,"BFCC , SECTOR 2",Purbachal
13743,"H /19, BLOCK E , ZAKIR HOSSAIN ROAD , MOHAMMADPUR",Mohammadpur
13748,"ROWSON ARA TOWER,H 755,RD 12/A,DHANMONDI",Dhanmondi
13752,"GREEN LINE BUS COUNTER,OUTER CIRCULAR RD,RAJARBAG,SHANTIBAGH,MALIBAGH",Malibagh
13754,"PARJATAN BHABAN,AGARGAON,MIRPUR",Mirpur
13755,"ADVANCED DENTAL AND SMILE DESIGN CENTER BY DR MARZUK SABIR,RAJABAZAR,
PANTHAPATH",Panthapath
13757,"SHUVO RAHMAN,BLOCK F,BANANI",Banani
13758,"ROAD 5,BANANI DOHS,BANANI",Banani
13760,"NAZOS HOUSE,BLOCK F,BANANI",Banani
13765,"RADIO SHADHIN,92.4 FM,BLOCK H,BANANI",Banani
13766,"COVER BOUTIQUE,ROAD 2/2,BLOCK L,BANANI",Banani
13768,"RD 139,GULSHAN 1",Gulshan
13769,"STAR KEBAB,ROAD 17,BANANI",Banani
13770,"ROAD 4,DHANMONDI",Dhanmondi
13771,"HAPPY CART,KATASHUR,MOHAMMADPUR",Mohammadpur
13772,"MIR TARUN NIKUNJA,BLOCK G,BANANI",Banani
13773,"SULTANS DINE GULSHAN BRANCH,GULSHAN 2,GULSHAN",Gulshan
13775,"ONE BANK LIMITED ATM,SECTOR 11,UTTARA",Uttara
13776,"AT GRADE INTERSECTION 4,BLOCK G,BASUNDHARA R/A",Bashundhara
13780,"H 150/1,WIRELESS RD,MOHAKHALI",Mohakhali
13782,"ZAMAN TEA STALL,WEST DHANMONDI",Dhanmondi
13783,"BAAH,GULSHAN 1",Gulshan
13784,"F1,BLOCK D,NIKETON",Niketon
13786,"ZERR , SECTOR 10 , UTTARA",Uttara
13789,"42, SARAK , 10 1, BASHUNDHARA R/A",Bashundhara R/A
13790,"PARK PALACE,H 1/18,HUMAYUN ROAD,MOHAMMADPUR",Mohammadpur
13791,"MAHMUDAS DREAM HOUSE,ADABAR,MOHAMMADPUR",Mohammadpur
13796,"H 259.RD 9,KHILGAON",Khilgaon
13798,"SENBAG HOUSE,H 54/4,RD 4,PC CULTURE HOUSING SOCIETY,MOHAMMADPUR",Mohammadpur
13801,"LIMA THAI SPA MASSAGE , GULSHAN 2 , GULSHAN",Gulshan
13806,"RD 10A,SECTOR 11,UTTARA",Uttara
13810,"BABAR BARI,ROAD 11,MOHAMMADIA HOUSING SOCIETY,MOHAMMADPUR",Mohammadpur
13811,"HOUSE BUILDING BUS STOP,SECTOR 6,UTTARA",Uttara
13813,"SAKINA'S KITCHENETTE , BLOCK F , BASHUNDHARA R/A",Bashundhara R/A
13815,"ARTISAN [PEARL , SECTOR 1, UTTARA",Uttara
13816,"HOUSE 22/1,ROAD 1,BLOCK D, BASUNDHARA R/A",Bashundhara
13821,"MIRPUR DOHS CENTRAL MASJID,MIRPUR DOHS MAIN RD,MIRPUR DOHS",Mirpur
13822,"HOUSE 8 , ROAD 6 , SECTOR 3, UTTARA",Uttara
13828,"289, ROAD 1 , BLOCK D , BASHUNDHARA R/A",Bashundhara R/A
13829,"NEW SHAJADA HARDWARE , KAMALAPUR RD , MOTIJHEEL",Motijheel
13830,"JAMUNA BANK LIMITED ATM,RAJABAZAR,PANTHAPATH",Panthapath
13833,"UPOHARBOX , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
13836,"JOLY'S NOKSHI ROJ , 243 , OUTER CIRCULAR ROAD , MALIBAGH SHAHI MOSHJID , MALIBAGH",Malibagh
13837,"KRISHI MARKET RD,MOHAMMADPUR",Mohammadpur
13838,"SHANKAR BUS TSAND , DHANMONDI",Dhanmondi
13840,"GREEN LIFE MEDICAL COLLEGE,GREEN ROAD,DHANMONDI",Dhanmondi
13843,"POPULAR COMMUNICATION , BLOCK F, MIRPUR 2",Mirpur
13880,"PLANET FREIGHT SERVICES LTD , GULSHAN 2 , GULSHAN",Gulshan
13883,"BUSINESS POINT , BLOCK I , BASHUNDHARA R/A",Bashundhara R/A
13884,"CSD , RD 2, BANANI DOHS",Banani
13887,"TRANS ASIA INTEGRATE SERVICES LTD , MADANI AVENUE , BASHUNDHARA R/A",Bashundhara R/A
13888,"MAK 84 , BLOCK D, BANANI",Banani
13890,"DIVINE RESTORA & MINI CHINESE , LAKE CIRCUS ROAD , KALABAGAN",Kalabagan
13891,"HARUN'S K 26 , SHAHID ABDUL AZIZ RD , BLOCK A, BASHUNDHARA R/A",Bashundhara R/A
13896,"SHYAMOLI SQUARE SHOPPING MALL , MOHAMMADPUR",Mohammadpur
13897,"H 213 , RD 7 , KHILGAON",Khilgaon
13900,"ZAM ZAM RESTAURANT , H 5 , RD 13 , SECTOR 4 , UTTARA",Uttara
13901,"CONCORD MANOR , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
13906,"COATEX CHEMICELS , HOUSE 10 . ROAD 2, SECTOR 9 , UTTARA",Uttara
13912,"MEENA SWEETS ,SECTOR 14, UTTARA",Uttara
13919,"CHINA GARDEN RESTAURANT LIMITED , ROAD 101 , GULSHAN 2 , GULSHAN",Gulshan
13927,"SWARGASAYA GROUP , BLOCK G , BASHUNDHARA R/A",Bashundhara R/A
13929,"PRESIDENT'S GLORY ARCADIA , GREEN ROAD , DHANMONDI",Dhanmondi
13930,"MADOBILOTA , H 164 , RD 3 , MOHAMMADI HOUSING LTD , MOHAMMADPUR",Mohammadpur
13933,"KABIR TAILORS AND EMBROIDERY , LALMATIA , MOHAMMADPUR",Mohammadpur
13939,"JAQ & HI LTD , ROAD -24, GULSHAN 1, GULSHAN",Gulshan
13941,"ETCSOURCINGBD , SECTOR 3, UTTARA",Uttara
13942,"SAMRAT ELECTRONICS , SECTOR 10 , UTTARA",Uttara
13944,"READI- RESEARCH EVALUATION AND DEVELOPMENT INITIATIVE , ROAD 7/C , SECTOR 9 , UTTARA",Uttara
13948,"H 155, KHILJI RD , MOHAMMADPUR",Mohammadpur
13950,"DURANTA SPORTS GALLERY , DAKKHIN KHAN , GAWAIR , DAKKHINKHAN , UTTARA",Uttara
13951,"EASTERN BANK LIMITED ATM , ADMINISTRATIVE AREA , AGARGAON",Agargaon
13958,"KALABAGNA BUS STOP , MIRPUR RD , DHANMONDI",Dhanmondi
13959,"CONFUCIUS INSTITUTE AT NORTH SOUTH UNIVERSITY , BLOCK B ,BASHUNDHARA R/A",Bashundhara R/A
13960,"REZA AUTO DRY CLEANERS , H 26/1 , TAJMAHAL RD , MOHAMMADPUR",Mohammadpur
13962,"GULSHAN POLICE CHECKPOST , ROAD 92, GULSHAN 2 , GULSHAN",Gulshan
13965,"THE PREMIER BANK LIMITED , LALMATIA , MOHAMMADPUR",Mohammadpur
13967,"HELP LINE TRAVELS & TOURS , PANTHAPATH",Panthapath
13968,"NAVANA SOMEREST , 14/4, 45 , CHAMILIBAGH , DOKKHIN SHAHJAHANPUR , PALTAN",Paltan
13970,"DAO XIANG CUN , 32 ROAD 100 , GULSHAN 2, GULSHAN",Gulshan
13974,"H 93 , RD 3 ,BLOCK C , BASUNDHARA R/A",Bashundhara
13985,"SANTI KUNJO , 2 1 , AVENUE 2 , SECTION 2",Mirpur
13988,"ARSHEE , HOUSE 183 , ROAD 8 , BLOCK C , BASHUNDHARA R/A , DHAKA 1229",Khilkhet
13989,"DC BUILDING , ,AOLANA BHASANI ROAD , FAKIRAPOOL , PALTAN",Paltan
13990,"KOREAN THAI SPA GULSHAN , GULSHAN 2 ,  GULSHAN",Gulshan
13993,"552 , I BLOCK ROAD 2 , BASUNDHARA R/A",Bashundhara
13998,"BAITUL AMAN JAME MASJID , H 2 , RD 5 , PALLABI",Pallabi
14000,"RUPAYAN GOLDEN AGE , 99 , GULSHAN AVENUE , GULSHAN 2 , GULSHAN",Gulshan
14004,"ARIYAN'S FRAME  , CHANDMIYA , HOUSING , MOHAMMADPUR",Mohammadpur
14006,"RD 1A , BLOCK K , UTTARA",Uttara
14007,"KHANAS , JIGATOLA , DHANMONDI",Dhanmondi
14008,"PURBASHA PARIBAHAN , SECTOR  9 , UTTARA",Uttara
14013,"609,ROAD NO 7, BASUNDHARA R/A",Bashundhara
14016,"RD 18,BLOCK E,BASUNDHARA R/A",Bashundhara
14020,"GADGET MONKEY BD,PANTHAPATH",Panthapath
14021,"DOSA GARDEN,AGARGAON,MIRPUR",Mirpur
14029,"PLOT 134,RD 12,BLOCK G,BASUNDHARA R/A",Bashundhara
14032,"BABYLONIA,116,KAZI OFFICE LANE,WIRELESS,PALTAN",Paltan
14036,"ROAD 4/6,SECTION 12",Mirpur
14037,"51/G,  ROAD 4,  BLOCK D,  BASHUNDHARA R/A",Bashundhara R/A
14038,"H 43/A,  AHMED AKBAR SOBHAN AVE,  BLOCK D,  BASHUNDHARA R/A",Bashundhara R/A
14039,"REMIX COLLECTIONS LIMITED,  GAREEB E NAWAZ AVENUE,  SECTOR 13,  UTTARA",Uttara
14042,"KHILGAON CITY CORPORATION BUILDING,RD 9,KHILGAON",Khilgaon
14045,"XAVERIAN HOUSE,H 24/B,ASAD AVE,MOHAMMADPUR",Mohammadpur
14046,"PROF DR ATAHAR ALI CARDIOLOGIST ELECTROPHYSIOLOGIST AND HEART FAILURE SPECIALIST,BLOCK E,BASUNDHARA R/A",Bashundhara
14049,"A K UDAYAN,HOUSE 17,ROAD 5,BLOCK C,MIRPUR 2",Mirpur
14051,"IMCD BANGLADESH PRIVATE LIMITED,SECTOR 6,UTTARA",Uttara
14054,"FOOD YARD,H 62,GAREEB E NEWAZ AVE,SECTOR 11,UTTARA",Uttara
14058,"BANDBOX,PANTHAPATH",Panthapath
14067,"37/A,ROAD 3,BLOCK D, BASUNDHARA R/A",Bashundhara
14072,"SHAHID SOHRAWARDI MEDICAL COLLEGE,MIRPUR RD,MOHAMMADPUR",Mohammadpur
14073,"RD 10 , SECTOR 3 , UTTARA",Uttara
14076,"HOUSE 600 , BLOCK G , BASHUNDHARA R/A",Bashundhara R/A
14078,"NOBILITY , SECTOR 10 , UTTARA",Uttara
14081,"METRO SHOPPING MALL,MIRPUR RD,DHANMONDI",Dhanmondi
14082,"JASIMUDDIN BUS STOP , DHAKA MYMENSINGH HIGHWAY , SECTOR 3 , UTTARA",Uttara
14083,"461,I BLOCK ROAD 1,BASUNDHARA R/A",Bashundhara
14085,"HOUSE 1, ROAD 10 , SECTOR 3, UTTARA",Uttara
14091,"KALAM TEA STORE , MIDDLE AJAMPUR , UTTARA",Uttara
14093,"HOUSE 43 , ROAD 07 , SECTOR 04 , UTTARA",Uttara
14101,"INTERNATIONAL SCHOOL DHAKA SAYEM SOBHAN ANVIR ROAD,BLOCL D,BASUNDHARA R/A",Bashundhara
14102,"TASTY TREAT , NAYA PALTAN, MOTIJHEEL",Motijheel
14106,"ROAD 6 , SECTION 2",Mirpur
14108,"SHANTIDHARA  CHAYANIR GUEST HOUSE FOR APOLLO PATIENT , BLOCK E , BASHUNDHARA R/A",Bashundhara R/A
14111,"ANISHA-AMBULANCE SERVICE 24 HOURS , KALLYANPUR , MIRPUR",Mirpur
14114,"MIM PLANNING VIEW , ZAFRABAD ,  MOHAMMADPUR",Mohammadpur
14115,"CIATLE SUITES & RESORT DHAKA , GULSHAN 1",Gulshan
14118,"HOSSAIN HOUSING SOCIETY , SHYAMOLI , MOHAMMADPUR",Mohammadpur
14121,"LAKE VIEW CLINIC , ROAD 79 , GULSHAN 2 , GULSHAN",Gulshan
14130,"NEW BISMILLAH BATTERY & TYRE , WEST DHOLAIPAR",Dholairpar
14131,"HAZRAT SHAHJALAL INTERNATIONAL  AIRPORT, TERMINAL 1, AIRPORT ROAD , NEW AIRPORT ROAD , KURMITOLA , SECTOR 2",Purbachal
14132,"HAIRBAR MOHAKHALI , HOUSE 162 , ROAD 3 , MOHAKHALI DOHS , MOHAKHALI",Mohakhali
14134,"H 25/2 , HASSAIN SAHEB LN , JAFRABAD , MOHAMMADPUR",Mohammadpur
14145,"SHOPNO NIBASH , 12 /A , ROAD NO . 17 , BASUNDHARA R/A",Bashundhara
14149,"CHA-DARBAR , DIYABARI , UTTARA",Uttara
14152,"CODECRAFTER INTERNATIONAL , H 17/C , PANTHAPATH",Panthapath
14154,"TAXTEAM_BD , DOHS , MIRPUR",Mirpur
14155,"KURMITOLA , SECTOR 2",Purbachal
14157,"BISMILLAH TELECOM CENTER , EAST NURERCHALA , SHAHJADPUR",Shahjadpur
14160,"NEEDLE CAFE , 115 , ROAD 3 , SECTION 12",Mirpur
14164,"K.R VILLA , HOUSE 305 , ROAD NO.12 , BLOCK C , BASUNDHARA R/A",Bashundhara
14166,"REPRESENTATION OF LIBERLAND IN BANGLADESH , GULSHAN 2 , GULSHAN",Gulshan
14167,"ZAM ZAM TOWER , SECTOR 13 , UTTARA",Uttara
14170,"2 , KOBI FARUK SHARANI , NIKUNJA 2",Nikunja
14171,"MOSHARRAF TEA STALL , TURAG  TIR , UTTARA",Uttara
14172,"PALLABI R/A RD , BLOCK A , PALLABI",Pallabi
14183,"AIUB STUDENT LOUNGE , SAYEM SOBHAN ANVIR ROAD , BASHUNDHARA R/A",Bashundhara R/A
14187,"SHAMS TOWER , 2/6 , BLOCK C , SHAJAHAN ROAD , MOHAMMADPUR",Mohammadpur
14188,"BAR B Q TONIGHT , ROAD 16 ( NEW ) , DHANMONDI",Dhanmondi
14190,"MOHI  AN , 11/6, SIDDESWARI LANE  WIRELESS , PALTAN",Paltan
14192,"SHARIN COMPLEX , H 11/A, RD 14C, SECTOR 4, UTTARA",Uttara
14195,"SHIMANTO CONVENTION CENTER , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
14202,"IBAD MEDICAL LAB , H 2/18 , BABAR RD , MOHAMMADPUR",Mohammadpur
14203,"ARISTOCRACY , 396,        ROAD NO 15 , BLOCK A , BASHUNDHARA R/A",Bashundhara R/A
14204,"KIRON PHARMACY , WEST , DHANMONDI",Dhanmondi
14207,"NANDAN DEWAN PARK , SECTOR 4, UTTARA",Uttara
14211,"62, ROAD 7 , SECTION 12",Mirpur
14214,"PIZZA TIZZA , SECTOR 7 , UTTARA",Uttara
14215,"BISMILLAH VARIETY STORE , H 58/1 , PANTHAPATH",Panthapath
14217,"SAIMUN JUICE & COFFEE HOUSE , RING ROAD , MOHAMMADPUR",Mohammadpur
14221,"S. RAHMAN DENTAL CARE , SECTOR 14 ,UTTARA",Uttara
14224,"CIVIL AIATION OFFICERS QUARTER , BLOCK K , BANANI",Banani
14225,"YOUNIC HOME , SECTOR 5, UTTARA",Uttara
14230,"APU PHARMACY , SECTOR 9 , UTTARA",Uttara
14233,"JAMUNA BANK  LIMITED ATM , SECTOR 7 , UTTARA",Uttara
14234,"FAIR BOND LTD , RD 27 , DHANMONDI",Dhanmondi
14235,"SUNDORA BEAUTY VENTURA , BLOCK E, BANANI",Banani
14239,"PROJAPOTI TOWER,EASTERN HOUSING,MIRPUR",Mirpur
14242,"LORDS AND ENGLISH MEDIUM SCHOOL,HOUSE 24,ROAD 28,SECTOR 7,UTTARA",Uttara
14243,"BASUNDHARA I BLOCK HELIPAD,BLOCK I,BASUNDHARA R/A",Bashundhara
14249,"DECATHLON,DHAKA(PRODUCTION OFFICE),
SECTOR 7,UTTARA",Uttara
14253,"HOUSE 55,ROAD 3,SECTOR 13,UTTARA",Uttara
14254,"APU PHARMACY,SECTOR 9,UTTARA",Uttara
14255,"TASTEBUD,ROAD 12A,BLOCK H,BANANI",Banani
14257,"TOUCH STONE,H 411,AFTAB UDDIN AHMED RD,BLOCK B,BASUNDHARA R/A",Bashundhara
14258,"ANGAN FLORELLA,SECTOR 4,UTTARA",Uttara
14259,"KOLOROB,BLOCK K,BASUNDHARA R/A",Bashundhara
14260,"RD 6,BLOCK G,BASUNDHARA R/A",Bashundhara
14261,"SEA SHELL HOTEL AND RESTAURANT,SECTOR 4,UTTARA",Uttara
14267,"HOUSE 3,ROAD 14,CHANDRIMA MODEL TOWN,MOHAMMADPUR",Mohammadpur
14270,"CLASSIC TAILORS AND FABRICS,SECTOR 14,UTTARA",Uttara
14274,"21/9,BLOCK B,KHILJI ROAD,MOHAMMADPUR",Mohammadpur
14275,"EGROCERY BY RADS,SECTOR 4,UTTARA",Uttara
14280,"STORM IN A CUP,ROAD 2,DHANMONDI",Dhanmondi
14281,"TOWN HALL (OLINDA CORPORATION),
SALIMULLAH ROAD,MOHAMMADPUR",Mohammadpur
14282,"HOME TRUST LIVING LTD,ROAD 14/C,SECTOR 4,UTTARA",Uttara
14285,"STAR BAKERY & KABAB,S J JAHANARA IMAM SHARANI,DHANMONDI",Dhanmondi
14287,"GREEN RD PRIVATE PRIMARY SCHOOL , KALABAGAN 1ST LANE , KALABAGAN",Kalabagan
14288,"BASHBARI JAME MASJID,CHAN MIA HOUSING,BASHBARI RD,MOHAMMADPUR",Mohammadpur
14292,"SONY LADIES TAILOR,WEST DHANMONDI",Dhanmondi
14295,"RYPAYAN SHOPPING SQUARE,RD 14,BLOCK G, BASUNDHARA R/A",Bashundhara
14296,"HAFIZ OPTICAL CENTRE,RABINDRA SARANI,SECTOR 7,UTTARA",Uttara
14297,"ABDULLAHPUR BUS STOP , UTTARA",Uttara
14300,"THAILAND SPA AND MASSAGE,TB GATE,MOHAKHALI",Mohakhali
14302,"ROAD-14, SECTOR 6 , UTTARA",Uttara
14304,"CAFE RUNWAY,JASHIMUDDIN RD,SECTOR 17,UTTARA",Uttara
14306,"OPTIMAL IT LIMITED,SHYAMOLI,MOHAMMADPUR",Mohammadpur
14312,"KAMAL CAR AND AC CENTER , ROAD 35 , SECTOR 7 , UTTARA",Uttara
14313,"TANZIMUL UMMAH HIFZ MADRASAH , MOHAMMADPUR BRANCH , GIRLS ' & PRE-HIFZ SECTION , TB HOSPITAL , MOHAKHALI",Mohakhali
14327,"MAATI , 35 , ROAD 4 , BLOCK D , BASUNDHARA R/A",Bashundhara
14329,"210, KATHAL BAGAN BAZAR ROAD , DHANMONDI",Dhanmondi
14330,"RANGS WATERFRONT , GULSHAN 1, GULSHAN",Gulshan
14336,"SHOWOFF BY TAWHID AFRIDI , ROAD 11 , BLOCK C, BANANI",Banani
14337,"SEA SHELL RESTAURANT & PARTY PALACE , SECTOR 4 , UTTARA",Uttara
14341,"HOUS E7 , ROAD 29 , SECTOR 7 , UTTARA",Uttara
14352,"HOUSE  15 , ROAD 8 , SECTOR 9 , UTTARA",Uttara
14355,"TRANSCOM , H 28/B , RD 27 , DHANMONDI",Dhanmondi
14357,"DISCOVERY , GULSHAN 1",Gulshan
14359,"CASTELIA , HOUSE 838 , ROAD 19 , BLOCK K , BASHUNDHARA R/A",Bashundhara R/A
14360,"A-S-S AUTOMATIC SEWING SYSTEMS BANGLADESH LTD , SECTOR 9 , UTTARA",Uttara
14361,"RD 2 , BLOCK C , BASUNDHARA R/A",Bashundhara
14362,"FUTURE TOUR AND TRAVELS , GREEN ROAD , PANTHAPATH",Panthapath
14369,"M/S SHAMS TRADE INTERNATIONAL , ROAD 7 , SECTOR 4 , UTTARA",Uttara
14371,"BASHIR UDDIN RD , KALABAGAN",Kalabagan
14373,"PRAEDA VILLA , 777 , ROAD NO.21 , BASUNDHARA R/A",Bashundhara
14374,"RADDA MCH -EP CENTRE , BLOCK B , SECTION 10 , MIRPUR",Mirpur
14377,"161 , SARAK 6 1 , BASUNDHARA R/A",Bashundhara
14379,"SHEIKH JAMAL DHANMONDI CLUB LTD , RD 8 , DHANMONDI",Dhanmondi
14381,"MODINA HARDWARE , H 13 , SHEKHERTEK MAIN ES , MOHAMMADPUR",Mohammadpur
14382,"ASSISTANCE FOR BLIND CHILDREN , WEST RAJABAZAR INDIRA ROAD , PANTHAPATH",Panthapath
14383,"DOM-INNO PIOGGIA , MALIBAGH RAIL GATE , MALIBAGH",Malibagh
14384,"BIAM FOUNDATION & AUDITORIUM , BIAM ROAD , WIRELESS , PALTAN",Paltan
14391,"KHILKHET TRAFFIC , POLICE BOX , NIKUNJA 2",Nikunja
14396,"MUKTI GATE , MUKTI HOUSING ROAD , DAKSHIN PIRERBAGH , MIRPUR",Mirpur
14397,"YOGA BLISS , BLOCK E , BANANI",Banani
14399,"ELEGANT HOME , BLOCK D , BASHUNDHARA R/A",Bashundhara R/A
14400,"RASEL BARISAILLA AUTO ELECTRIC , BISHAW ROAD , KURIL",Kuril
14404,"STANDARD CHARTERED BANK , MOTIJHEEL  COMMERCIAL AREA  , MOTIJHEEL",Motijheel
14414,"RIVER AND RAIN LTD , BANANI DOHS",Banani
14416,"OPEDIA TECHNOLOGIES LIMITED SHAYMOLI , MOHAMMADPUR",Mohammadpur
14423,"DELIFRANCE , BLOCK F , BANANI",Banani
14426,"TAMIM DOOR AND FURNITURE , EASTERN HOUSING , MIRPUR",Mirpur
14431,"H 24 , RD 5 , PC CULTURE HOUSING SOCIETY , MOHAMMADPUR",Mohammadpur
14434,"KAKOLI , 23 , SIDDESHWARI , ROAD WIRELESS , PALTAN",Paltan
14435,"UTTARA PREPARATORY SCHOOL , ROAD 18 , SECTOR 4 , UTTARA",Uttara
14436,"SQUARE HOSPITALS LTD , PANTHAPATH RD  , KALABAGAN",Kalabagan
14445,"H 14/A , RD 2 , DHANMONDI",Dhanmondi
14446,"TITAS GAS PREPAID POS , SHAYESTA KHAN AVENUE , SECTOR 4 , UTTARA",Uttara
14448,"MOVENPICK & CAFE SUISSE , HOUSE 14 , LAKE DR ROAD , SECTOR 7 , UTTARA",Uttara
14450,"HOUSE 46 , ROAD 14 , BLOCK F , BASHUNDHARA R/A",Bashundhara R/A
14453,"DARUL GAFFAR , ABASHIK ALAKA , DHANMONDI",Dhanmondi
14454,"ZAKI MUSHARRAF SKYLINE , H 2 , RD 104, GULSHAN 1",Gulshan
14455,"HOUSE CLEANING ZONE IN BD , BLOCK E , BANANI",Banani
14460,"DESHKAL POTRIKA , IQBAL ROAD , MOHAMMADPUR",Mohammadpur
14464,"HOLLY ROSE , 2/8 , ROAD 1 , LALMATIA , MOHAMMADPUR",Mohammadpur
14466,"AKFC 20NO BUILDING , GREEN ROAD , DHANMONDI",Dhanmondi
14469,"H-153 R-5 BLOCK-C , BLOCK C , BASHUNDHARA R/A",Bashundhara R/A
14473,"HOUSE 97,ROAD 13,SECTOR 10,UTTARA",Uttara
14474,"DHAKA VILLAGE,ROAD1,DHAKA UDDAN HOUSING,MOHAMMADPUR",Mohammadpur
14479,"H KA 25,SHAHID ABDUL AZIZ RD,BLOCK A, BASUNDHARA R/A",Bashundhara
14484,"GOKO LIMITED,NALBHOG,UTTARA",Uttara
14487,"KHANS RESIDENCE,BLOCK E, BASUNDHARA R/A",Bashundhara
14490,"TOP TEN MART LTD, AL HAJ ABDUS SOBHAN RD,BLOCK A,BASUNDHARA R/A",Bashundhara
14491,"H 53,RD 5,BLOCK F,BASUNDHARA R/A",Bashundhara
14492,"AB BANK LIMITED ATM,SECTOR 7,UTTARA",Uttara
14494,"H 299,RD 7/A,BLOCK E,BASUNDHARA R/A",Bashundhara
14496,"REALIANCE BUILDING,H 146,RD 8,BLOCK D, BASUNDHARA R/A",Bashundhara
14500,"ROAD NO 18,BLOCK A,BASUNDHARA R/A",Bashundhara
14519,"HOUSE 33,ROAD 13,SECTOR 12,UTTARA",Uttara
14529,"RAJUK TRADE CENTER,NIKUNJA 2",Nikunja
14530,"LAILA & SUGARS HOME.BLOCK C,
BASUNDHARA R/A",Bashundhara
14531,"ANWAR KHAN MODERN MEDICAL COLLEGE,HOUSE NO 14,BLOCK B,DHANMONDI",Dhanmondi
14532,"SHAH ALI BAG RD,SHAH ALI BAG,MIRPUR",Mirpur
14534,"INVESTIGATION AGENCY INTERNATIONAL CRIMES TRIBUNAL,ROAD 11A,RESIDENTIAL AREA,DHANMONDI",Dhanmondi
14535,"388,ROAD 7,BASUNDHARA R/A",Bashundhara
14537,"RANGS GARDEN SQUARE SECTOR 10,UTTARA",Uttara
14546,"SULTAN BHOJ,SECTOR 3,UTTARA",Uttara
14585,"100,ROAD 3,BLOCK C, BASUNDHARA R/A",Bashundhara
14586,"JATRA BIROTI,HOUSE 63,ROAD 17/A,BLOCK E,BANANI",Banani
