"","location"
"19756","HOUSE 60,ROAD 2,BLOCK C,BASUNDHARA R/A"
"19757","HAZRAT SHAH JALAL INTERNATIONAL AIRPORT"
"19758","175,ROAD 6,BLOCK C,BASUNDHARA R/A"
"19759","KONAPARA MINI COXS BAZAR,DEMRA,JATRABARI"
"19760","FOOD PANDA HEAD OFFICE FLOOR 8 NAVANA PRISTINE PAVILLION 128 GULSHAN  AVENUE , DHAKA 1212 ( GULSHAN 2 )"
"19761","12/2 , AVENUE 2 , SECTION 2"
"19762","GULBAG WATER PUMP , ATOR BIBIR LN , PABNA COLONY ROAD , MALIBAGH"
"19763","SECURE KUNJOBON , GULSHAN 1"
"19764","OHONA FASHION BD , SECTOR 3 , UTTARA"
"19765","KHANA KHAZANA , ROAD 61 , GULSHAN 2 , GULSHAN"
"19766","GREEN CORNER JAME MASJID , NORTH RD , DHANMONDI"
"19767","CHEVRON BANGLADESH HQ , GULSHAN 2 , GULSHAN"
"19768","M MEDICINE CORNER , RD7 , RUPNAGAR , MIRPUR 2"
"19769","GOVERNMENT COLLEGE OF APPLIED HUMAN SCIENCE,AZIMPUR,LALBAGH"
"19770","RAJLAXMI COMPLEX , RD 2 , SECTOR 3 , UTTARA"
"19771","BUTTER COMMUNICATION , NIKETON GULSHAN 1"
"19772","JAPAN GARDEN CITY,BUILDING 19,FLAT 701, MOHAMMADPUR"
"19773","SKS TOWER,MOHAKHALI"
"19774","BASILA BUS STOP , MOHAMMADPUR"
"19775","RAUF MANZIL, H 359, FREE SACHOOL ST , HATIRPOOL"
"19776","GENTLE PARK , JAMUNA FUTURE PARK , BASHUNDHARA R/A"
"19777","SENA KALYAN SANGSTHA SALSE PROMOTION OFFICE , IQBAL ROAD , MOHAMMADPUR"
"19778","32,ROAD 5,DHANMONDI R/A"
"19779","EASTERN PEACE , FALE 2/904 , 30 , SHANTINAGAR PEER SAHEBER GOLI"
"19780","SONARGAON MUSEUM.SONARGAON,NARAYANGANJ 1"
"19781","BOUDDHO MONDIR BUS STOPAGE , AUTISH DIPANKAR ROAD , MODDHO BASHABO , KOMLAPUR"
"19782","WALTON SERVICE POINT , ASHULIA HIGHWAY , RUSTAMPUR , ASHULIA , 1341"
"19783","93, GATE NO. 3 ROAD , KHAMAR BARI"
"19784","FOOD PALACE , ROAD 1 , GULSHAN"
"19785","HAJI DECORATION,34,MIRPUR ROAD,DHANMONDI"
"19786","KAMALAPUR RAIL STATION , KAMALAPUR"
"19787","OYSTER,BAF SHAHEEN COLLEGE,JAHANGIR GATE"
"19788","WEAVERS FURNISHING LTD , ROAD - 01 , SECTOR-01 , UTTARA"
"19789","SHANTOS HQ"
"19790","TRITECH BUILDING SERVICES LTD,BLOCK I,,BASUNDHARA R/A"
"19791","PLOT 53/E , RD 16 , BLOCK G , BASUNDHARA R/A"
"19792","SUTRAPUR THANA , WALTAN RD , SUTRAPUR"
"19793","CRISTAL DREAM,ADARHSA NAGAR,BADDA"
"19794","ORBA BANGLADESH,PAGAR,TONGI"
"19795","DENTAL HOME , H 29/1, RD 10/A, DHANMONDI"
"19796","AARIZ ABODE , 190 , ROAD NO. 5 , BLOCK D , BASUNDHARA R/A"
"19797","CRYSTAL CASTLE , H 3/9 , ASAD AVE , MOHAMMADPUR"
"19798","BASHUNDHARA EYE HOSPITAL & RESEARCH INSTITUTE,BLOCK D,BASHUNDHARA R/A"
"19799","NCC BANK LIMITED , GULSHAN AVENUE , GULSHAN 1 , GULSHAN"
"19800","H N351, H 352, RD 10 , BLOCK C, BAHSUNDHARA R/A"
"19801","ANWARA NURSING HOME,H 18,PALLABI R/A,EASTERN PALLABI,PALLABI"
"19802","SHINEPUKUR MANOSHI LAKEVIEW APPARTMENTS , SHINEPUKUR RD , SHINEPUKUR , MIRPUR 2"
"19803","492,SHAPLA SHARANI,MUKTI HOUSING,PASHCHIM KAFRUL"
"19804","MINISTRY OF FINANCE , SECRETARIAT RD , RAMNA"
"19805","TUKU VILA, 1ST COLONY , MAZAR ROAD , MIRPUR 1"
"19806","JAMILA VILLA , H 121 , DIT RD , MALIBAGH 1ST LANE , MALIBAGH"
"19807","WORLDBRIGE SCHOOL,H 62,JIGATALA MAIN RD,JIGATALA"
"19808","MD SAIFUL ALOM,H 5,RD 2,GULSHAN 1"
"19809","TURAG (11A,11B)SECTOR 18,UTTARA"
"19810","RD 5 , DIT PROJECT , MERUL BADDA"
"19811","BRITISH HIGH COMMISSION CLUB , EMBASSY RD , BARIDHARA"
"19812","AREEPUR  JAME MASJID , SREEPUR KASHIMPUR ROAD ,  BAIPAY"
"19813","LG BUTTERFLY SERVICE CENTER,SECTION 7,MIRPUR"
"19814","SHOILO , SHIMANTO SQUARE , LEVEL 1 , SHOP 132 , DHANMONDI ROAD 2 , DHANMONDI R/A"
"19815","JATRABARI BUS STOP FOLER DOKAN , WEST JATRABARI"
"19816","HOSSAIN VILLA COMPLEX"
"19817","GULSHAN ROSE SPA AND HEALTH CLUB , GULSHAN 2 , GULSHAN"
"19818","1/X,ROAD NO 9,BASUNDHARA R/A"
"19819","embassy of the federal republic of germany park road madani avenue gulshan 2"
"19820","20 STORIED BUILDING BHABAN NO 2 , AGB COLONY , MOTIJHEEL"
"19821","MIZAN'S HOME , HOUSE 589 , ROAD 09 , AVENUE 04 , MIRPUR DOHS"
"19822","MAA, H 195/2/G , SHANTIBAG RD , SHANTIBAG"
"19823","NODI LATEST FASHION HOUSE IN DHAKA , NILKHET , NEW MARKET"
"19824","PAKULLA"
"19825","NIJORA , H 59 , RD 4, DARUS SALAM"
"19826","NASU FARUK BAKORKHANI , MIRPUR 7"
"19827","SANTINIBAS BAF OFFICERS' QUARTER INTERNAL RD , ELENBARI , TEJGAON"
"19828","KURATOLI BAZAAR,KURIL FLYOVER,KURIL"
"19829","HOUSE 1 , ROAD 7/1, BLOCK B , SECTION 12 , PALLABI , MIRPUR , DHAKA -1216, MIRPUR 12"
"19830","IRGO ACADEMIC CUSING , BLOCK C, MIRPUR 10"
"19831","IMAGINE EASTWOOD , BLOCK B , BASHUNDHARA R/A"
"19832","MUKTI NILOY , H 323, RD 5 , BARIDHARA DOHS"
"19833","INTERCONTINENTAL DHAKA,1 MINTO ROAD,WIRELESS,PALTAN"
"19834","MOHAMMADPUR BUS STAND  , BERIBADH RD"
"19835","bepari bari , jame masjid , bepari bari rd , vatara"
"19836","RD 8 , SECTOR 13 , UTTARA"
"19837","ROAD 7 BLOCK G BANANI"
"19838","SALBALI'S DENTAL CARE , ROAD 35 , SECTOR 7, UTTARA"
"19839","ANONDO BHABAN , H 55 , NAYA PALTAN , PALTAN"
"19840","AMIN VILA , 45/1-GA /A, DHALKA NAGAR LANE , GANDARIA , 1000"
"19841","HOUSE 34 , ROAD 114 , GULSHAN 2 , GULSHAN"
"19842","RUPALI, LAKE CITY , KHILKHET"
"19843","M/S, JALAL  ELECTIC STORE , EAST RAMPURA"
"19844","GAZIRCHAT AM HIGH SCHOOL & COLLEGE , ASHULIA HIGHWAY , RUSTAMPUR , ASHULIA , 1341"
"19845","SAMORITA PVT HOSPITAL , PANTHAPATH"
"19846","LATIF TOWER,KAWRAN BAZAR,TEJGAON"
"19847","SALIM TRADING COMPANY,VADAIL RD.HOUSE OF JAHANGIR ALAM,KASHIMPUR,1349"
"19848","RD 3 , ADABOR"
"19849","MUNSHIGANJ SADAR,MUNSHIGONJ,DHAKA"
"19850","UNITED HOSPITAL , ROAD 71 , GULSHAN 2 , GULSHAN"
"19851","ANWAR PHARMA & GENERAL STORE RD 2 BLOCK E BANASREE"
"19852","ASSURE WOOD ROSE , PANTHAPATH"
"19853","MIRPUR RUPNOGOR,RUPNAGAR,RESIDENTIAL AREA"
"19854","RED CHICK'N OUTLET 2"
"19855","HOUSE 10 , ROAD 8 , GULSHAN 1 , GULSHAN"
"19856","KHILKHET BAZAR,KHILKHET BAZAR RD,KHILKHET"
"19857","H 4 W,RD 7,BLOCK G,BASUNDHARA R/A"
"19858","sadeeq agro , road 52, gulshan 2"
"19859","ROAD 138, DAKKHIN BADDA , GULSHAN"
"19860","SAMYCON ORCHID , H 11 , RD 5 , BLOCK B , BANASHREE"
"19861","MAHINDRA SERVICE CENTER , SHAHID TAZUDDIN AHMED AVE , TEJGAON INDUSTRIAL AREA"
"19862","AKIJ CERAMICS LIMITED,INDUSTRIAL AREA,TEJGAON"
"19863","BUSINESS CLUB,EAST MADARTEK,BASABO"
"19864","SAC,NSU RD,BLOCK B,BASHUNDHARA R/A"
"19865","HOTHAT MARKET,DHAKA CITY BYPASS,RAYEDIA,RUPGANJ,NARAYANGANJ"
"19866","WAHAB FATIMA FORTUNE APARTMENT , BLOCK C , BANANI"
"19867","LANE NUMBER 19 , MOHAMMADPUR"
"19868","AFTABNAGAR WASA PUMP,MERUL BADDA"
"19869","h 42/ka , mahmudul hasan rd , west tejturipara"
"19870","XPRESS CAFE , H 623, LN 6 , SHAHEENBAG"
"19871","IMBD AGENCY  , BANANI  DOHS"
"19872","HOLY FAMILY RED CRESCENT MEDICAL COLLEGE HOSPIATL , H 1, ESKATON GARDEN RD , OLD ESKATON"
"19873","SIR SALIMULLAH MEDICAL COLLEGE AND HOSPITAL , MITFORD RD , MITFORD"
"19874","A. AZIZ PHARMA, SECTOR 6 , UTTARA"
"19875","93, SARAK 12 1, BASHUDNHARA R/A"
"19876","HAJJCAMP,HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,DHAKA,HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,KURMITOLA"
"19877","HOTEL ISTANA LTD,HOUSE 46,ROAD 10,SECTOR 6,UTTARA"
"19878","UTTARA BANK BRANCH 26,BEGUM ROKEYA SHARANI ,SECTION 11"
"19879","POLICE CANTEEN,NEW AIRPORT RD,KURMITOLA"
"19880","HOUSE 44,ROAD 18,BLOCK J,BANANI,DHAKA"
"19881","WHITE  DENTAL CARE , 3 , RD 10 , MOFIZBAGH HOUSING , ADABAR"
"19882","JUDGE HAMID FOUNDATION , ADABAR ,MOHAMMADPUR"
"19883","NIJORA H 59 RD 4 KOLLYANPUR DARUS SALAM"
"19884","RD 6,SHEKHERTEK,MOHAMMADPUR"
"19885","UNITED INTERNATIONAL UNIVERSITY,MAIN CAMPUS PLAYGROUND,UNITED CITY,MADANI AVENUE,BADDA"
"19886","KHILGAON COMMUNITY CENTER , ATISH DIPANKAR RD , MALIBAG , KHILGAON"
"19887","29/1 C , 60 FEET , MUKTI HOUSING, DOKKHIN MONIPUR"
"19888","VATARA BRIDGE"
"19889","ICOMBD, H 498/1, OLD SHEWRAPARA RD , AGARGAON"
"19890","CITY BANK ATM , JONSON ROAD BRANCH , RAY SHAHEB BAZAR , KOTOWALI"
"19891","BAY CDC, NEW POLICE STATION HAZARIBAGH, JIGATOLA , DHANMONDI"
"19892","PIONEER DENTAL COLEGE AND HOSPITAL LICHU BAGAN RD , JOAR SHAHARA"
"19893","LAB AID SPECIALIZED HOSPITAL , H 6 , RD 4 , DHANMONDI"
"19894","RELIANCE PRIMROSE,PLOT 193,BLOCK C,ROAD 12,BASUNDHARA R/A"
"19895","BLOCK C,MIRPUR 13"
"19896","IBRAHIM CADRIAC HOSPITAL AND RESEARCH INSTITUTE,FOOTOVER BRIDGE,SHAHBAG"
"19897","TANZIMUL UMMAH ALIM MADRASAH, IBTIDAYEE BRANCH , SECTOR 10, UTTARA"
"19898","FAIR MATCHING 2 H 5 , RANKING ST , WARI"
"19899","STANDAD CHARTERRED BANK , GULSHAN 1 , GULSHAN"
"19900","IBN SINA DIAGNOSTIC & CONSULTATION CENTRE, GAREEB E NAWAZ AVENUE , SECTOR 13, UTTARA"
"19901","BOARD BAZAR BUS STOP , DHAKA MYMENSINGH HIGHWAY , 1711"
"19902","TAAGAMAN,INDUSTRIAL AREA,TEJGAON"
"19903","PARAGON MART , BLOCK F , BANASREE"
"19904","SHAIKH BURHANUDDIN SUB POST OFFICE , SAAT RAWZA , CHANKHAR POOL"
"19905","FOOD SATISFACTION , PROGOTI SHORONI ROAD , SHAHJADPUR"
"19906","MUSTAKIM VARITIES KEBAB & SOUP,GAJANABI RD,MOHAMMADPUR"
"19907","KAMALAPUR RAILWAY SATTION , KAMALAPUR"
"19908","15,MITFORD ROAD,ISLAMPUR,KERANIGANK SUBDISTRICT"
"19909","NIPUN ENTERPRISE , BTCL RD , 1702"
"19910","BATTALION BOU BAZAR RD , MIRPUR 14"
"19911","SOMMONA TOWER ( SOUTH BANASHREE )"
"19912","RAJDARSHAN : HALL-3 (ICCB) , INTERNATIONAL CONVENTION HCITY BASHUDNHARA 300 FEET"
"19913","SHANTIDHARA CHAYANIR GUEST HOUSE FOR APOLLO PATIENT,BLOCK E, BASUNDHARA R/A"
"19914","IBRAHIMPUR CENTRAL JAME MASJID , PRIMARY SCHOOL RD , NORTH IBRAHIMPUR"
"19915","MOMTAZ BEGUM,167/2/B,ROAD 4,JANATA HOUSING SENPARA PARBATA,JANATA HOUSING"
"19916","ARISTOCRACY , 396,        ROAD NO 15 , BLOCK A , BASHUNDHARA R/A"
"19917","BABU BAZAR BRIDGE , BADAMTALI , KOTWALI"
"19918","HOUSE 86, ROAD 13 A, BLOCK C, BANANI DHAKA"
"19919","WISTERIA,13,ROAD 1,BLOCK D,BASHUNDHARA R/A"
"19920","DEEPSIGHT AI , ROAD 36 , GULSHAN 2 , GULSHAN"
"19921","HERFY BANGLADESH,GULSHAN 1.,GULSHAN"
"19922","GAZIPUR CHOWRASTA BUS STAND , DHAKA MYMENSINGH GAZIPUR"
"19923","SHWAPNO EXPRESS,AUCHPARA,TONGI"
"19924","BANGLADESH NAVY HEADQUARTER, RD 65 , DHAKA CANTONMENT"
"19925","NASAN GENERAL STORFE , AHMED NAGAR , MIRPUR 1"
"19926","MAJHAR MISTANNO BHANDAR , H 77 , NORTH SOUTH RD , ALU BAZAR , BANGLADESH"
"19927","TRAVEL EAST , BLOCK B , BANANI"
"19928","AHAD AMBULANCE SERVICE , ESKATON GARDEN ROAD , RAMNA"
"19929","NANDAN SELIM , 8/F , ROAD NO . 2 , BLOCK D , BASUNDHARA R/A"
"19930","INSAF BARAKAH KINDEY & GENERAL HOSPITAL , SHAHID TAZUDDIN AHMED AVE , MOGHBAZAR"
"19931","SRL DIAGONISTIC CENTER,H 38,GREEN RD"
"19932","DOMESTIC TERMINAL (DAC) , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT"
"19933","POLOK  FOOD& GENERAL STORE , SECTOR 6 , UTTARA"
"19934","BLOCK F BASHUNDHARA R/A"
"19935","BD FOREX ACADEMY,BORO MOGHBAZAR"
"19936","GULSHAN BADDA LINK RD,MIDDLE BADDA"
"19937","SHWAPNO,H 35,KAMAL ATATURK AVE,BANANI"
"19938","BAITUS SALAH JAME MASJID , RAYERBAG , SHONIR AKHRA"
"19939","ULAIL BUS STOP,DHAKA ARICHA HIGHWAY,NOBINAGAR 1345"
"19940","BUILD RAW,RESIDENTIAL AREA,DHANMONDI"
"19941","
 s six fashion (pvt) limited , sm maleh rd , tanbazar , naryanganj sadar , naryanganj , 1400
"
"19942","KACCHI BHOJ  . SATMASJID ROAD , DHANMONDI"
"19943","DAILY JAYJAYDIN , SHAHID TAZUDDIN AHMED AVE , TEJGAON INDUSTRIAL AREA"
"19944","11/7B , MIRBAGH RAMPURA DIT LINK RD , WIRELESS , MOGBAZAR"
"19945","KURIL KAZI BARI MASJID , KURIL"
"19946","RATRI NISHI BELT HOUSE , CHITTA RANJAN AVE , SADARGHAT"
"19947","MEDICAL MARKET BANGLADESH,GULSHAN 2,GULSHAN"
"19948","THE CITY BANK LTD AMEX LOUNGE DOMESTIC TERMINAL HSIA , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT"
"19949","SHINEPUKUR MANOSHI LAKEVIEW APPARTMENTS , SHINEPUKUR , MIRPUR 2"
"19950","DHANMONDI 32 HOUSE NO 21 HOUSE NAME SYVANDALE SONNET FLAT NO A2"
"19951","VUQUARUNNISA NOON SCHOOL AND COLLEGE , VIQUARUNNISA RD , BLOCK F , BASUNDHARA R/ A"
"19952","SECTOR 10 ROAD 3 HOUSE 39 UTTARA"
"19953","CHARUKOLA , BAKULTOLA , DHAKA UNIVERSITY , SHAHBAGH"
"19954","PALLABI TALIMUL KURAN MADRASA , 2C/ 10 , RAOD 1 , SECTION 7"
"19955","ADESH,ANANDAPUR CITY RD,1340"
"19956","ARMA KHAWAJA GARDEN , HOUSE 24/ 26 , ROAD 7 , BLOCK E , BANASREE"
"19957","MOSTOFAGONJ MADRASA MASJID,BETKA SHIPAIPARA RD,SIRAJDIKHAN,1542"
"19958","MIME INTERNET , KEMAL ATATURK AVENUE , BANANI"
"19959","BISMILLAH GENERAL STORE -1, MATUAIL JATRA"
"19960","HOUSE 316 , ROAD NO. 12 , BLOCK C , BASUNDHARA R/A"
"19961","MASJID E MODINA BURIGANGA 1ST BRIDGE , SHYAMPUR"
"19962","89,KAMAL ATATURK AVENUE,BANANI"
"19963","HOUSE -59/A, ROAD -5 , BANANI DOHS"
"19964","357/3 , OLD ELEPHANT ROAD , WIRELESS , MOGBAZAR"
"19965","POPULAR  HOSPITAL , DHANMONDI ROAD 2, DHANMONDI R/A"
"19966","bikrampur plaza postogola railgate"
"19967","SAJNA RESTAURANT , ROAD 11, HOUSE 14 , BLOCK D , BANANI"
"19968","KALIGANJ , KALIGANJ, GAZIPUR"
"19969","INTERCONTINENTAL DHAKA,1,MINTO ROAD,WIRELESS,PALTAN"
"19970","ASIA LING APPARELS (BD) LTD , SECTOR 7, UTTARA"
"19971","APEX GALLERY , BLOCK C , BANASREE"
"19972","RD 4 , MIRPUR 2"
"19973","BIBIR BAGICHA 2 NO GATE , NORTH JATRABARI"
"19974","BENGAL MEAT , GREEN MAJEDA PARK , SHANTINAGAR"
"19975","BIBEK ASHROM , SOSTAPUR , FATULLAH"
"19976","ABESH HOTEL AND RESTAURANT ( BRANCH -02 ) , BLOCK A, MIRPUR 12"
"19977","1350/2/A, RUNWAY ROAD , WEST KAFRUL PURBA KAZIPARA"
"19978","SHAWON GENERAL STORE , MATIKATA , MIRPUR ECB"
"19979","SHYAMOLI NR TRAVELS TECHNICAL MOR COUNTER , GOIDARTEK , DARUSSALAM"
"19980","SIGNATURE LIFESTYLE,SECTOR 3,UTTARA"
"19981","INDULGE,GULSHAN 2,GULSHAN"
"19982","BIKRAM PUR GARDEN CITY , KOTOWALI THANA ISLAMPUR"
"19983","EMERGENCY DEPARTMENT ( NITOR ) , SAYERD MAHBUB MORSHED ROAD , SHER-E-BANGLA-NAGAR"
"19984","nawabganj , dhaka"
"19985","NILU SQUARE , WEST , DHANMONDI"
"19986","MAATI PROPERTY,BLOCK F, BASUNDHARA R/A"
"19987","MATLAB , HOUSE 301 , NSU DRIVEWAY , BLOCK B , BASUNDHARA R/A"
"19988","ZOBAIDA SUPER MARKET,LAKE CIRCUS ROAD,KALABAGAN"
"19989","BATTERY LOW INTERACTIVE LIMITED , BARIDHARA J BLOCK , NOTUN BAZAR"
"19990","H 10/13, TAJMAHAL RD , MOHAMMADPUR"
"19991","NUR A MADINA , CHAD UDDAN HOUSING , MOHAMMADPUR"
"19992","JANNAT TELECOM , HATIRJHEEL LINK RD , NIKETON"
"19993","DHANMONDI ORO DENTAL SURGERY,H 35,RD 1,NEW MARKET"
"19994","IBN SINA DIAGONISTIC AND IMAGING CENTRE,46,DHANMONDI 9/A,DHAMONDI R/A"
"19995","WEATHER COOL REFRIGERATION,MIRPUR DOHS"
"19996","1278/2,BEGUM ROKEYA SHARANI,WEST KAFRUL,PURBA KAZIPARA"
"19997","DUTCH BANGLA BANK (DBBL) , DARUS SALAM ROAD , SOUTH BISHIL , MIRPUR"
"19998","FATEMA ENTERPRISE , ZAFRABAD , MOHAMMADPUR"
"19999","COMPUTER SCIENCE AND ENGINEERING BUILDING,BANGABANDHU HALL BACK SIDE ROAD,SAVAR"
"20000","NOOR MOHAL,AZAMPUR KACHAA BAZAR,UTTARA,EAST AZAMPUR,DAKKHINKHAN,UTTARA"
"20001","S . NAHAR  , H 34 32 , RD 2 , AFTAB NAGAR PROJECT , BADDA"
"20002","JONY ELECTRONICS,SECTOR 9,UTTARA"
"20003","HOUSE 251 , AFROZA BEGUM ROAD , BASUNDHARA R/A , DHAKA"
"20004","ABC TWILIGHT,SECTOR 4,UTTARA"
"20005","KFC , GULSHAN 1, GULSHAN"
"20006","AL AMIN RD , DHANMONDI"
"20007","KOLPOCHIYA,H 35,36,36/1,RAMNA CENTURY AVE,SIDDHESWARI"
"20008","PLOT 330,RD 14,BLOCK A,BASUNDHARA R/A"
"20009","SUMONA TRADE CENTER,PANTHA PATH,DHANMONDI"
"20010","MUNSHI BARI,H 156,ATISH DIPANKAR RD,BASABO"
"20011","337/1/A,ALI AHMED ROAD,UTTAR KAFRUL,PURBA KAZIPARA"
"20012","STUDY LIGHTS , BLOCK H , BANANI"
"20013","1/X ROAD NO 9,BASHUNDHARA R/A"
"20014","RD 27 , SECTOR 7 , UTTARA"
"20015","GLOBAL SURVEY CONSULTANTS (GSC),H 545,RD 11,MOFIZBAGH HOUSING,ADABAR"
"20016","COOPER'S , 116, ROAD 11 , BANANI"
"20017","MOON ISLAND, HOUSE 34-36, ROAD 8 , BLOCK E , NIKETON"
"20018","RUMA STORE , DONIYA , JATRABARI"
"20019","independent university bangladesh (iub) bashundhara r/a"
"20020","H 339,MOLLAPARA RD,MIDDLE BADDA"
"20021","BARIDHARA DOHS MASJID,BARIDHARA DOHS MAIN RD,BARIDHARA DOHS"
"20022","MEHEDI MART,BLOCK D,BASUNDHARA R/A"
"20023","BASHYNDHARA D BLOCK , SERVICE ROAD , BLOCK D , BASUNDHARA R/A"
"20024","MIRPUR GENERAL HOSPITAL ( KALSHI BRANCH ), BLOCK B , MIRPUR 12"
"20025","MIRBAG MOR, BORO MOGBAZAR"
"20026","HOPE STREET MARKET , SECTION 10 ,BLOCK  B , MIRPUR"
"20027","THE CITY BANK LTD AMEX LOUNGE DOMESTIC TERMINAL HSIA , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , KURMITOLA"
"20028","BANGLADESH LASER DENTAL , H 67, PANTHAPATH"
"20029","DOCTOR GOLI , MALIBAGH"
"20030","NOOR VILLA , 31 32 , SECTION 6"
"20031","ELEC,LAKE CIRCUS ROAD,KOLABAGAN"
"20032","NAM VILLA, GULSHAN 1, GULSHAN"
"20033","HAMZA RESTAURANT , SONARGAON JANAPATH ROAD , SRCTOR 11 , UTTARA"
"20034","CORONET MORTADA , H 40, NURERCHALA RD , NOTUN BAZAR , BADDA"
"20035","HOUSE 1/F,SHAFIAT ROAD(END OF ROAD 2),BLOCK C,BASUNDHARA R/A"
"20036","MUKHOROCHOK RESTAURANT , H 120/B , DILKUSHA RD , DILKUSHA"
"20037","PLOT 127 , RD 6 BLOCK B , BASHUNDHARA R/A"
"20038","HOUSE - 66, ROAD - 13 , SECTOR 13 UTTARA"
"20039","UTTARA SECTOR -5, WELFARE SOCIETY"
"20040","AUROA SPECIALIZED HOSPITAL LTD"
"20041","PARK VIEW , H 336 , AFROZA BEGUM RD , BLOCK F , BASUNDHARA R/A"
"20042","I BLOCK ROAD 3,BASUNDHARA R/A"
"20043","COMPUTER RESOURCE , TPYENMBEE CIRCULAR RD , FAKIRAPOOL"
"20044","SHAHERA KUNJA 74/3 , AHMED NAGAR , JONAKI ROAD , SENPARA PARBATA , APSCHIM MONIPUR"
"20045","KHAN APARRTMENTS , 13, ROAD 28 (NEW 15) , DHANMONDI R/A"
"20046","golden hut block h bashundhara r/a"
"20047","DHAKA AIRPORT RAILWAY STATION , DHAKA MYMENSINGHJ HIGHWAY , KURMITOLA"
"20048","SHANTA BUS STOP , INDUSTRIAL AREA , TEJGAON"
"20049","BADDA POLICE STATION , ROAD 17 , DAKKHIN BADDA , GULSHAN"
"20050","PROJECT BTRC COMPLEX , SHYAMOLI RD , AGARGAON"
"20051","HOUSE 32, ROAD 7/C, SECTOR 9 , UTTARA DHAKA"
"20052","KHILGAON CITY CORPORATION SUPER MARKET , SHAHID BAKI RD TALTOLA , KHILGAON"
"20053","SAIMON CENTRE,HOUSE 4,ROAD 22,GULSHAN 1,GULSHAN"
"20054","NANDAN VIEW , 1/6 MIRPUR ROAD , DHANMONDI R/A, SHYAMOLI"
"20055","H 383
, RD 6 ADABOR "
"20056","INDEPENDENT UNIVERSITY,PLOT 16,AFTAB UDDIN AHMED RD,BLOCK B,BASHUNDHARA R/A"
"20057","SHINEPUKUR,MANOSHI LAKEVIEW APARTMENTS,SHINEPUKUR RD,MIRPUR 2"
"20058","COSMO SCHOOL AND COLLEGE,RD 1,BLOCK B,MIRPUR 12"
"20059","SECTOR 13 ROAD 03 HOUSE 07"
"20060","AHMED SHARIF , EAST JURAIN , KADAMTALI"
"20061","NIKETON PARK,GULSHAN 1,GULSHAN"
"20062","RD 18 , BLOCK A , BANANI"
"20063","H 763, RD 23 , BLOCK F , BASHUDNHARA R/A"
"20064","SHREE SHREE DURGA MANDIR,JAFRABAD RAYER BAZAR"
"20065","HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , AIRPORT ROAD , NEW AIRPORT ROAD , KURMITOLA ,SECTOR 2"
"20066","93 , SARAK 12 1 , BASUNDHARA R/A"
"20067","GLOBNIBAS RAJARBAG 1 H 370 371 PARTY HOSUE RD RAJARBAG , MALIBAGH"
"20068","POLICE BOX,MANIK MIA AVE,DHANMONDI"
"20069","KAMALAPUR RAILWAY STATION,KAMALAPUR"
"20070","PARTEX GOLI,MONIPURIPARA,TEJGAON"
"20071","radiant college of medical technology , 71, shaheed tajuddin ahmed avenue , shahid tajuddin ahmed avenue , mohakhali"
"20072","HOUSE 618 , ROAD 9 , BLOCK I , BASHUNDHARA R/A"
"20073","USHA KIRAN SHANTIBAGH MALIBAGH"
"20074","JABBAR TOWER , H 42 , RD 135 , GULSHAN 1"
"20075","NSU ADMIN BUILDING , NSU DRIVEWAY , BLOCK B , BASUNDHARA R/A"
"20076","MANDA GREEN MODEL TOWN BRIDGE,MANDA MAIN RD,MUGDA"
"20077","S. R TRAVEL (PVT) LTD, KALLYANPUR, DHAKA , MIRPUR"
"20078","NISARGA , 805, ROAD 24 , BLOCK F, BASHUNDHARA R/A , 1229"
"20079","UNITED INTERNATIONAL UNIVERSITY"
"20080","JAGANNATH UNIVERSITY,H 10,HIMDU TEMPLE RD,SHAKHARI BAZAR"
"20081","FIT ELEGANCE,BLOCK B,MIRPUR 6"
"20082","BANGABAZAR MOR PHONIX ROAD FAKIRAP[OOL GULISTAN"
"20083","PWD COMMUNITY HALL , INDDUSTRIAL AREA , TEJGAON"
"20084","RD 2,MOHAMMADIA HOUSING SOCIETY,MOHAMMADPUR"
"20085","TERRACOTA TALES , INDUSTRIAL AREA , TEJGAON"
"20086","JAMIYA ISLAMIYA DARUL ULUM MADANIYA 312,JATRABARI"
"20087","SAVAR MINI ZOO"
"20088","GREEN EYE HOSPITAL LTD , GREEN ROAD , DHANMONDI"
"20089","SUMON PLAZA , SENPARA BPARBATA , MIRPUR 10"
"20090","SALINA HIT'S , 39/3 , ROAD 2 , SECTION 12"
"20091","H 505/A,ADHARSHA MOHOLLA RD,MIRPUR 14"
"20092","PET HEAVEN VETERINARY CLINIC , MONIPUR , MIRPUR 2"
"20093","SHOHAG PARIBAGH PVT . LTD , CHOWDHURYPARA , MALIBAGH B"
"20094","SONALI BANK OFFICERS QUARTERS , SECTOR 8 , UTTARA  , DHAKA"
"20095","MIM STATIONERY,71,ROAD 5,SECTION 1"
"20096","DHAKA CENTRAL JAIL , DHAKA MAWA HIGHWAY , KERANIGANJ"
"20097","BETTER LIFE HOSPITAL"
"20098","ALL MOON , HATIRPOOL , KALABAGAN"
