"","location"
"1939","ZUNIZAY , HOUSE 304/7, NSU DRIVEWAY , BLOCK B , BASHUDNHARA R/A"
"1944","D BLOCK 6 NO ROAD,BLOCK D,BASUNDHARA R/A"
"1945","BIRULIA BRIDGE , DEUNI"
"1957","JAPASTY SAKURA HEIGHTS"
"1959","HAZRAT SHAHJALAL INTERNATIONAL AIRPRT"
"1971","MISSION JANNAT , 376 , D BLOCK 9 NO ROAD , BLOCK D , BASUNDHARA R/A"
"1973","ROAD 5 BLOCK B , NIKETON HOUSING SOCIETY , NIKETON"
"1984","SHEWAPARA BUS STAND"
"2004","SHAHID MINAR ROAD , SIDDIKBAZAR"
"2006","RD 12,BLOCK F, BASUNDHARA R/A"
"2010","AHMED AKBAR SOBHAN AVE,BLOCK F,BASUNDHARA R/A"
"2017","42, ROAD 15A , DHANMONDI R/A"
"2022","H 59, KALALBAGAN 1ST LN ,. KALABAGAN"
"2024","HAUQUE SHAZEDA VILLA , 190/1, SHYAMOLI ROAD NO. 2 MUKTI HOUSING , UTTAR SHYAMOLI, PASCHIM AGRARGAON"
"2045","PLOT 302 , NSU RD , BLOCK B , BASUNDHARA R/A"
"2046","BTI CHESTNUT,BLOCK B,BASUNDHARA R/A"
"2063","BIMAN HOLIDAY- PREMIUM LOUNGE , HAZRAT SHHAJALAL INTERRNATIONAL AIRPORT KURMITOLA"
"2067","H 961 , RD 13 , BLOCK G , BASUNDHARA R/A"
"2072","D BLOCK 7 NO ROAD , BLOCK D , BASUNDHARA R/A"
"2074","42 , ROAD NO 1 , BLOCK A , BASUNDHARA R/A"
"2075","UMAR IBN KHATTAB MASJID , DHAKA CHITTAGONG HIGHWAY SIGN BOARD , JATRABARI, NARYANGANJ , NARYANGANJ"
"2077","RD 3 A,NIKETON"
"2086","CENTRE FOR ADVANCED RESERARCH NIN ARTS AND SOCIAL SCIENCES (CARASS) , SHAHID MINAR ROAD , JAGANNATH HALL , DU , SIDDIKBAZAR"
"2087","CRYSTAL PALACE , SOUTH MOLLARTEK , DAKKHINKHAN"
"2093","11/F , ROAD NO . 17 , BASUNDHARA R/A"
"2098","BRTC BUS COUNTER FULBARIA BUS COUNTER"
"2102","MAMUDPUR BUS STOP , DHAKA NARYANGANJ RD , SIGN BOARD , SIDDHIRGANJ , NARYANGANJ"
"2116","REBU VILLA,KHILBARIR TEK,SHAJADPUR"
"2122","CONFIDENCE SHOPPING MALL , PROGATI SARANI , SHSHJADPUR"
"2143","DHANMONDI GREEN,69,ROAD 12A,DHANMONDI R/A"
"2149","SHARA FAST - FOOD CAFE , TONGI PAURASHAVA"
"2153","FARHA AMIN , MOHAKHALI DIHS"
"2154","ZIHAN BHABAN , BLOCK E , NIKETON"
"2156","SAKIB PALACE , H 605 , RD 19 , BLOCK F , BASUNDHARA R/A"
"2157","RUPKATHA , HOUSE 22, ROAD 9 , BLOCK G BANANI"
"2165","FORTRESS LIGHTHOUSE,BLOCK L,BASUNDHARA R/A"
"2166","সততা রেন্ট-এ কার, আজিমপুর , লালবাগ 
"
"2178","H 21 , RD 6 , SOUTH BANASHREE PROJECT"
"2185","NEW DHANSIRI RESTAURANT - GULSHAN 2, ROAD 46 , GULSHAN 2 , GHULSHAN"
"2186","59/1/C, PANTHA PATH , DHNAMONDI"
"2189","BANGLADESH GRAMMAR SCHOOL AND COLLEGE , H 169 , RD 4 , BLOCK B , BASUNDHARA R/A"
"2190","552 , I BLOCK ROAD 2 , BASUNDHARA R/A"
"2213","H 1112/A RD 1/A ADABOR"
"2219","MIM PHARMACY , H 5 , BOSILA RD , CHAD UDDAN"
"2231","STAR KABAB DHANMONDI 12/A"
"2235","H 297, RD 9 , BLOCK D , BASUNDHARA R/A"
"2248","KAZI TRADERS , INDUSTRIAL AREA , TYEJGAON"
"2264","BATA , ROAD 27 (NEW 16), DHANMONDI R/A"
"2273","CHEESE PLEASE"
"2275","669,ROAD NO 5,BASUNDHARA R/A"
"2276","SUMON SANITARY,ATISH DEPANKAR ROAD,MODDHO BASHABO,SHHJAHANPUR"
"2297","PLOT 81 , BLOCK D , ROAD 5 , BASUNDHARA R/A"
"2300","GSM TECHNOLOGY BANASREE BLOCK C BANASREE"
"2315","TAMANNA PHARMACY SAYEM SOBHAN ANVIR ROAD BLOCK D BASHUNDHARA R/A"
"2318","HOME STEAD  , 408 , D BLOCK 8 NO ROAD , BLCOK D , BAHSUDNHARA R/A"
"2319","RD 3/B , MOHAMMADI HOUSING LTD , MOHAMMADPUR"
"2320","sohel ladies tailors h 77 green rd"
"2321","BAITUL AMAN HOUSING SOCIETY , ADABAR MOHAMMADPUR"
"2322","COMILLA CHOTPOTI HOUSE,SOUTH KURIL"
"2323","ASHIQ BIN HABIB,BLOCK A,BANASREE"
"2324","F.M.N STORE , GREEN ROAD , DHANMONDI"
"2325","GOLAP SHAH MAZAR , GULISTAN"
"2326","SHOPNONAGAR RESIDENTIAL AREA,SHAGUFTA HOUSING SOCIETY,MIRPUR DOHS"
"2327","BAGAN BARI GOLI , RAYER BAZAR"
"2328","SADIYA ELECTRONICS & FURNITURE , VATULIYA"
"2329","SELIM KABAB GHAR , SALIMULLAH ROAD , MOHAMMADPUR"
"2330","CASH AND ACRRY PHARMACY , MOTIJHEEL RD , MOTIJHEEL"
"2331","NOWABGANJ -2, GENERAL STORE , P C CULTURE HOUSING SOCIETY , DABOR"
"2332","BANANI RESTORA , BANANI DOHS"
"2333","WALTON GROUP LIMITED , 728 , I BLOCK ROAD 10 , BLOCK D, BASHUNDHARA R/A"
"2334","H 380/18/A KUNJOBON RD EAST RAMPURA"
"2335","BANANI SUPER MARKET , KEMAL ATATURK AVENUE"
"2336","CATHAY PACIFIC,DOREEN TOWER,DIT II CIR,GULSHAN 2,GULSHAN"
"2337","NEEHARIKA ORCHARD , BLOCK J , BASHUNDHARA R/A"
"2338","ADVANCED TECHNOLOGY AND TRAINING CENTRE(ATTC),NARINDA,WARI"
"2339","WHITE SMILE DENISTRY,GULSHAN 1,GULSHAN"
"2340","RENAISSANCE HOSPITAL & RESEARCJ INSTITUTE LTD,WEST DHANMONDI"
"2341","AZAD STORE , INDUSTRIAL AREA , TEJGAON"
"2342","BORO BARI  DOT COM DEPARTMENTAL STORE 15 , SUDHI SOMAJ LANE , WIRELESS , PALTAN"
"2343","HOUSE 11, ROAD 11 , SECTOR 6 , UTTARA"
"2344","JOYNAGAR GOVT OFFICERS APARTMENT COMPLEX,MIRPUR 13"
"2345","37, ROAD 35 , GULSHAN 2, GULSHAN"
"2346","NATIONAL BOARD OF REVENUE,AGARGAON,MIRPUR"
"2347","GREEN LIFE MEDICAL COLLEGE  & HOSPITAL , KM SHAFIULLAH SARAK , DHANMONDI"
"2348","GORAN CHAPRA MASJID , KHILGAON"
"2349","PROTTASHA SUPER SHOP,SECTOR 11,UTTARA"
"2350","ROAD 7,BLOCK H"
"2351","IBN SINA DIAGONSTIC AND IMAGING CENTRE 46 , DHANMONDI 9/A ,"
"2352","MEGHNA GROUP OF INDUSTRY,ROAD 34,GULSHAN 1,GULSHAN"
"2353","SUZENA'S CLOSET , GULSHAN 1, GULSHAN"
"2354","GARDEN TOWER , H 20 , ESKATON GARDEN RD , OLD ESKATON"
"2355","ROBI MOTORS , SYADABAD BUS STAND"
"2356","ASSET DEVELOPMENTS , DREAMSCAPE , GULSHAN 2"
"2357","JAPAN GARDEN CITY ,  JAPAN GARDEN CITY RD ,  JAPAN GARDEN CITY, MOHAMMADPUR"
"2358","SOLID GROUP (CORPORATE OFFICE ), ROAD 2, SECTOR 3, UTTARA"
"2359","RICKY PHOTOGRAPHY,HOUSE 364,ROAD 12,BLOCK J,BASHUNDHARA R/A"
"2360","QUANTUM MAPLE GARDEN , SECTOR 11, UTTARA"
"2361","ALINAGAR CHAPULIA MASJID, SHIMULTOLY RD,  1702"
"2362","H 18, RD 3 , PC CULTURE HOUSING SOCIETY , MOHAMMADPUR"
"2363","G E ARMY NORTH,SHAHID RAMIZ UDDIN CANTONMENT COLLEGE,MES"
"2364","BOITHOK , ROAD 04, BLOCK F, BANANI"
"2365","AWAKE CAFE & BISTRO,DHALI FITNESS CENTER,BASUNDHARA R/A"
"2366","SAFURA TOWER,ROAD 17,BANANI"
"2367","GONOPURTO BHABAN , MOULANA BHASANI ROAD , RAMNA , 1000"
"2368","BANK ALFALAH LIMITED MIRPUR , HOUSE 1 , KALSI ROAD , BLOCK D , SECTION 11 , MIRPUR , DHAKA 1216"
"2369","WOORI BANK BANGLADESH ATM , GULSHAN AVENUE , GULSHAN 1 , GULSHAN"
"2370","CRICBDDIRECT,ROAD 8,BLOCK F,BANANI"
"2371","TRUST BANK LIMITED ATM , SHAHEED MOSTAFA KAMAL LANE , DHAKA CANTYONMENT"
"2372","WOMENS GALLERY BEAUTY PARLOUR , CHAD UDDAN HOUSING , MOHAMMADPUR"
"2373","AIRPORT ROAD, NEW AIRPORT ROAD, KURMITOLA , SECTOR2"
"2374","NILA MARKET , PURBACHAL EXPRESS HIGHWAY , TAHORDIA , NARAYANGANL"
"2375","DHANMONDI 10,RESIDENTIAL AREA"
"2376","SIZA COURT , H 152, GATE 2 RD, MONIPURIPARA"
"2377","SATKHIRASHOP.COM , MONIPUR , MIRPUR 2"
"2378","APPLE WHITE , H 27 , RD 4 , SOUTH BANASREE PROJECT , RAMPURA"
"2379","FIRSTTRIP LIMITED , KAMAL ATATURK AVENUE , BLOCK K , BANANI"
"2380","CHANDRA MOR,DHAKA TANGAIL HIGHWAY,CHANDRA"
"2381","BANGLADESH KRISHI BANK STAFF COLLEGE , MIRPUR 13"
"2382","ARCH SELL,CIRCULAR ROAD,GREEN ROAD"
"2383","BOTTOLA , BLOCK G , AFTABNAGAR"
"2384","DEFENCE DENTAL SURGERY AND ORTHODONTICS,BLOCK B,MIRPUR 12"
"2385","PIASH MOTORS , 34 , MAIN ROAD , SECTION 6"
"2386","RABINDRA SHAROBOR , DHANMONDI"
"2387","LAB AID CARDIAC HOSPITAL , H 1 , RD 4 , DHANMONDI"
"2388","RD 4/2,BLOCK B,MIRPUR 12"
"2389","NEW LIGHT CORPORATION , BIR UTTARM AK KHANDAKAR RD , GUL;SHAN 1"
"2390","HOUSE 16 , ROAD 7 , SECTOR 5 , UTTARA"
"2391","RANGS NILIMA , HOUSE 46 , ROAD 13 , SECTOR 3 , UTTARA"
"2392","FERDAUSI FASHION , SECTOR 9, UTTARA"
"2393","GULSHAN CENTRAL MASJID ( AZAD MASJID ), 3 , ROAD 36 , GULSHAN 2 , GULSHAN"
"2394","DNCC GULSHAN 2 MARKET,GULSHAN"
"2395","KURATOLI PANIR PUMP , RD 5A , BLOCK C , BASUNDHARA R/A"
"2396","BAQNGLADESH TRAVEL AND TOURS (BTT) , SECTOR 11, UTTARA"
"2397","ALLIANCE RESIDENCE , BLOCK L , BASHUNDHARA R/A"
"2398","597, BLOCK F, ROAD 18, BASHUNDHARA R/A"
"2399","CHEFS CUISINE,RD 11,BANANI"
"2400","JAMUNA FUTURE PARK ENTRY WAY, PROGATI SARANI, BASHUNDHARA"
"2401","FASHION TAILORS , 294/A , AHMMED NAGAR PAIKPARA , SENPARA PARBATA , AHMED NAGAR"
"2402","H KA 72 , RD 13 , KALACHANDPUR"
"2403","ABUL VEGETABLE STORE,TUMULIA"
"2404","KAZI FARMA KITCHEN, H8, SOUTH BANASREE MAIN RD, SOUTH BANASREE PROJECT, RAMPURA"
"2405","SHIMANTO SQUARE RD 2, DHANMONDI"
"2406","HOUSE 10 , ROAD 7 , BLOCK E , MIRPUR 12"
"2407","ORIENTLE CASTLE , 38, RD 5 , DHANMONDI"
"2408","G. A. FOUNDATION LTD , PALLABI , MIRPUR"
"2409","AMERICA , BANK COLONY"
"2410","BELLA ITALIA,GULSHAN 1,GULSHAN"
"2411","BEST ELECTRIC & HARDWARE , TALTOLA KHILGAON"
"2412","SONARGON HOTEL"
"2413","RD 104, GULSHAN 2"
"2414","BITSPEARHEAD LIMITED,ROAD 128,GULSHAN 1,GULSHAN"
"2415","WAPDA COLONY SIDDHIRGANJ HOUSING RD,SIDDHIRGANJ ,NARAYANGANJ,1361"
"2416","HAZERIN FASHION TAILORS , MOHAMMADIA HOUSING SOCIETY , MOHAMMADPUR"
"2417","ALOKI , TEJGAON LINK ROAD , NIKETON GULSHAN"
"2418","11/B/3, MIRBAGH RAMPURA DIT LINK ROAD , WIRELESS , MOGBAZAR"
"2419","ISLAMI BANK BANGLADESH LIMITED DHAKA MAWA HIGHWAY GOPIBAG, JATRABARI"
"2420","IBN SINA HOSPITAL & CARDIAC , H  68 , RD 15/A , DHANMONDI"
"2421","NAZRUL PHARMACY & DEPARTMENTAL STORE , SOUTH PAIK PARA MAIN RD , MIRPUR 1"
"2422","HOUSE 38,ROAD 10,SECTOR 11,UTTARA"
"2423","PAKIZA KNIT COMPOSITE LIMITED , DHAKA ARICHA HIGHWAY , NOBINAGAR , 1345"
"2424","UNIVERSITY OF LIBERAL ARTS BANGLADESH ( ULAB ) , MOHAMMADPUR"
"2425","MIRPUR GOVERNMENT HOUSING AREA, RUPNAGAR RESIDENTIAL AREA"
"2426","H 331,RD 3,ADABAR"
"2427","ELEFENT ROAD"
"2428","PURBACHAL,RUPGANJ,SECTOR 04,PURBACHAL"
"2429","JAMUNA BANK LTD , HEAD OFFICE , 2 , DILKUSHA RD , DILKUSHA"
"2430","PARAGON MOMO BANASREE B BLOCK INSIDE SHWAPNO,BLOCK B,BANASREE"
"2431","BACC WOMENS & CHILDREN HOSPITAL,PANTHAPATH"
"2432","HOUSE KA 13,ROAD 12,BLOCK K,BARIDHARA"
"2433","ALORIKA , H 743, RD 8 , ADABOR"
"2434","DHAKA COLLEGE,MIRPUR RD,NEW MARKET"
"2435","DHAKA ANTARJATIK BANIJJO MELA , SECTOR 4 , PUR"
"2436","AMADER MASHIK BAZAR , SECTION 6 , MIRPUR"
"2437","BANGLADESH COMMERCE BANK LIMITED , DHOLAYKHAL ROAD , GOAL GHAT ROAD , DHOLAIKHAL"
"2438","ALIF/15,BLOC E,ZAKIR HOSSAIN ROAD,MOHAMMADPUR"
"2439","JAMILA TOWER , 93/1, INMDIRA ROAD , TOLLABAGH DHAAL"
"2440","SHYAMOLI BUS STOP,MIRPUR RD,SHYAMOLI"
"2441","CIVIL AVIATION SCHOOL , NEW AIRPORT RD , KURMITOLA"
"2442","aftab nagar main rd"
"2443","BANIJJO MELASECTOR 4,PURBACHAL"
"2444","MOLLA GENERAL STORE , BOCHILA RD, MOHAMMADPUR"
"2445","ECB CHOTTOR BUS STOPAGE , MIRPUR DOHS LINK , MATIKATA , MIRPUR 12"
"2446","INTERNATIONAL AIRPORT,
HAZRAT SHAHJALAL INTERNATIONAL AIRPORT"
"2447","D BLOCK , AFTABNAGAR DHAKA , BANGALDERSH"
"2448","H 373, DILU RD , NEW ESKATON"
"2449","COMILLA HOTEL AND RESTAURANT,MALIBAGH COLLEGE RD,MALIBAGH BAZAR ROAD,MALIBAGH"
"2450","CITY HOSPITAL LIMITED,LALMATIA BLOCK E,LALMATIA"
"2451","JG HEALTHCARE LTD(SPECIALIST DOCTORS CHAMBER & DIAGONISTIC CENTER) MATIKATA,MIRPUR ECN"
"2452","DHAKA COMMUNITY MEDICAL COLLEGE HOSPITAL,HASNABAD COLONY RD,MOGBAZAR"
"2453","FOUNTAIN , BLOCK B , BASUNDHARA R/A"
"2454","JAMUNA FUTURE PARK ENTRY WAY , PROGATI SARANI , BASHUDNHARA"
"2455","fakirapool kazi office , h 1 toyenbee circular rd , fakirapool"
"2456","SALIMUDDIN MARKET RD , AHMED NAGAR MIRPUR1"
"2457","5,MITALI HOUSING SOCIETY,SOUTH KAFRUL"
"2458","CITY CENTRE , MOTIJHEEL"
"2459","HIZBULLAH PHARMACY , BORKOT SHORONI RD 1702"
"2460","hoque villa h 9 , notunbag khilgaon rd , goran"
"2461","SHANTA , H 19 , RD 8 , GULSHAN 1"
"2462","KICHUKHON,SHYAMOLI,MOHAMMADPUR"
"2463","PROMINENT HOUSING , ROAD NO 3 , SHEKER TEK"
"2464","METRO SHOPPING MALL , RESIDENTIAL AREA  , DHANMONDI"
"2465","118 D BLOCK 7 NO ROAD , BLOCK D , BASHUNDHARA R/A"
"2466","AUTISM WELFARE FOUNDATION , H 38 , RD 4, PC CULTURE HOUSING SOCIETY , MOHAMMADPUR"
"2467","LETS EAT , BASUNDHARA R/ A"
"2468","GIANT BUSINESS TOWER,SECTOR 3,UTTARA"
"2469","DUTCH BANGLA BANK LIMITED ATM,GULSHAN 2"
"2470","MONOWARA VILLA H 18 RD 7 MERUL BADDA"
"2471","PDB OFFICERS QUATERS , ROAD 52 , BANANI , GULSHAN"
"2472","H 25/1,NIMTOLI RD,MERUL BADDA"
"2473","ARIF CHA GHOR , SECTOR 6 , UTTARA"
"2474","NOTUN BAZAR BUS STOP,VATARA RD,NOTUN BAZAR,VATARA"
"2475","NAVISION NAVI WORLD LIMITED , BLOCK G , BANANI"
"2476","170 TEJKUNIPARA , TEJGAON"
"2477","RIBANA , BLOCK A , LALMATIA"
"2478","ASSET DEVELOPMENT & HOLDING LIMITED  HOUSE 08 ROAD 137 , GULSHAN 1"
"2479","EASTERN ULANIA,H 2,SEGUNBAGICHA RD,SEGUNBAGICHA"
"2480","NAYEEM RAIYAN HASAN , RANAVOLA , UTTARA"
"2481","RD 39 RUPNAGAR R/A PALLABI"
"2482","CK MARITIME LTD , PLOT 836, ROAD 12 , AVENUE 3, MIRPUR DOHS"
"2483","MALIBAGH BUS STOP,MALIBAGH MOR,MALIBAGH"
"2484","SAAD RESTORA AND KABAB HOUSE , BLOCK L , SOUTH BANASREE"
"2485","JAHANARA GARDEN , SECTOR 4, UTTARA"
"2486","VISTAARA ARCHITECTS PRIVATE LIMITED , GULSHAN 1 , GULSHAN"
"2487","BROTEHRS MARKET , COLLEGE RD , GOLACHIPA, GOLACHIPA , NARYANGANJ SADAR , NARYANGANJ 1400"
"2488","EAST WEST UNIVERSITY , A/2 , JAHURUL ISLAM AVENUE , GULSHAN"
"2489","LUNA SPLENDIDA H 591, RD 18 , BLOCK F , BASHUNDHARA R/A"
"2490","DRAIN , SECTION 12"
"2491","KAVAZO,ROAD 11,BLOCK H,BANANI"
"2492","H 146, RD 3 , BLOCK A , BASUNDHARA R/A"
"2493","GARMENTS GOLI MUGDA"
"2494","BONOLOTA SHOP,BLOCK A,MIRPUR 12"
"2495","DIN APPARELS,H 74,AMTOLA,KAZIPARA"
"2496","BFC 25 ROAD 11, BANANI"
"2497","DHAKESHARI TEMPLE , DHAKESWARI RD , PALASHI , LALBAG"
"2498","CHILLOX,GREEN ROAD,PANTHAPATH"
"2499","ROADSIDE KITCHEN KHILGAON & COUNTRYSIDE KHILGAON , CHOWDHURY PARA , MALIBAGH"
"2500","NASIB GALLERY , ROAD 20 , SECTOR 03 , JASHIM UDDIN AVENUE , UTTARA"
"2501","ANSAR AND VDP HEAD QUATER , KHILGAON"
"2502","BLOCK B,ROAD NO 8,BLOCK B,BASUNDHARA R/A"
"2503","100 FEET GORU CHAGOLER HATT , MADANI AVENUE , 100 FEET"
"2504","WAFEE'S DREAM , 211/A , ROAD 7 , BLOCK A , BASUNDHARA R/A , 1229"
"2505","NATIONAL YOUTH TRAINING ACADEMY , TONGI PAURASHAVA"
"2506","STATE UNIVERSITY OF BANGLADESH , ZAFRABAD, MOHAMMADPUR"
"2507","HERFY BANGLADESH , GULSHAN 1"
"2508","H 22 , MIRPUR RD 14 , BLOCK C , MIRPUR 10"
"2509","H 91, 91/A, NEW ESKATON RD , NEW ESKATON"
"2510","FATEMA PHARMACY , C /34, RD 7 , ABDUL RAFIQ HOUSING  , ADABOR"
"2511","SHANTIR NIR , SIPAHIBAGH , KHILGAON"
"2512","ROAD , 41 HOUSE 47 GULSHAN 2, AMARI HOTEL DHAKA 1212"
"2513","PAYMENTBD .COM, BLOCK C, BANASREE"
"2514","D- WATER TECH , BLOCK K BARIDHARA DOHS"
"2515","SIGNBOARD BUS STOP,DHAKA CHITTAGONG HIGHWAY,SIDDHIRGANJ,NARAYANGANJ"
"2516","SUBASTU HASNA HENA, H 20/B,RD 8,GULSHAN 1"
"2517","WOKING STREET,ZAFRABAD,MOHAMMADPUR"
"2518","BEST FAST FOOD IN BAUNIA BAZAR,UTTARA"
"2519","RESET SKY GARDEN , H-83 , ASHKONA MEDICAL , DAKSHIN KHAN , DHAKA -1230
"
"2520","YATIM KHANAR MOR,ANSAR CAMP RD,AHMEDNAGAR,PAIKPARA"
"2521","8 , AVENUE 4 ,SECTION 11"
"2522","APOLLO HOSPITAL,APOLLO HOSPITAL RDD,BASUNDHARA,,BASUNDHARA R/A"
"2523","TAIYEBA MASJID,KALSHI RD,MIRPUR 11"
"2524","SHELTECH PACIFIC , 62/A , ROAD NO 1, BLOCK A , BASHUNDHARA R/A"
"2525","AL BARAKAH GENERAL HOSPITAL , OUTER CIRCULAR RD , RAJARBAG , SHANTIBAGH , MALIBAGH"
"2526","CONTINENTAL WORLD WIDE COURIER,20/1,INDIRA ROAD,TEJGAON"
"2527","RAJUK UTTARA APARTMENT PROJECT,17C 701,UTTARA 18,SECTOR 18"
"2528","MAIN ROAD , SECTION 6"
"2529","319 sarak 3 bashundhara r/a"
"2530","RAJARBAG POLICE LINES,RAJARBAG,MALIBAGH"
"2531","THE SLOW STUDIO,HOISE 2198,ROAD 20,BLOCK L,BASUNDHARA R/A"
"2532","MIRPUR 1 , FOOTOVER BRIDGE , SENPARA PARBATA , BLOCK D"
"2533","344/1,SHANTOPATH SOCIETY,MUKTI HOUSING,DOKKHIN PAIKPARA"
"2534","AMERICAN INTERNTAIONAL UNIVERSITY BANGLADESH 408/1 (OLD KA 66/1) KURATOLO ROAD KURIL DHAKA 1229"
"2535","MY HOME,BLOCK D,BASUNDHARA R/A"
"2536","KAMALAPUR RAILWAY STATIO"
"2537","PLATINUM GRAND BLOCK F BANANI"
"2538","SIX SEASON HOTEL , GULSHAN 2 , GULSHAN"
"2539","HOTEL ASHRAFEE AND RESTAURANT , 12, OUTER CIRCULAR RD , SHANTIBAGH ,MALIBAGH"
"2540","WARD NO 47,DHANMONDI,DHAKA"
"2541","CANTONMENT BOARD STAFF QUARTER , DAMALKOT , BHASHANTEK"
"2542","WALTON CORPORATE OFFICE"
"2543","AMLIGOLA PANIR PUMP , JN SAHA RD"
"2544","ECO BANGLA JUTE LIMITED,MATIKATA,MIRPUR ECB"
"2545","LILY,H 398,NEW EASKATON RD,NEW ESKATON"
"2546","FERNS WOOD , 41 , RAJA BAZAR INDIRA ROAD , DHANMONDI"
"2547","117,108/5,NORTH PEERBUG,MUKTI HOUSING,PASCHIM SHEWRAPARA"
"2548","BANANI GRABEYARD,RD 27,BANANI"
"2549","DARUL ULLOM ISLAMIA MADRASAH , SAYED NAGAR , NOTUN BAZAR"
"2550","86 , SARAK 12 1 , BASUNDHARA R/A"
"2551","KFC BANANI"
"2552","MOTIJHEEL AGB COLONY KACHA BAZAR"
"2553","HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,AIRPORT ROAD,AIRPORT U TURN,CAAB COLONY,SECTOR 2"
"2554","ROAD 10 NIKUNJA 2"
"2555","286,D BLOCK 9 NO ROAD ,BLOCK D,BASUNDHARA R/A"
"2556","HOUSE 80, ROAD 23 , DAKKHIN BADDA , GULSHAN"
"2557","JUGINAGAR RD , WARI"
"2558","DHCL PROFESSIONAL NURSING & HOME CARE SERVICES FOR ELDERLY &  PATIESNTS IN DHAKA ESKATON GARDEN ROAD , RAMNA"
"2559","EMBASSY OG JAPAN , EMBASSY RD , BARIDHARA"
"2560","DAILY SHOPPING , BLOCK C , ROAD 17 BANASREE"
"2561","NILU SQUARE,WEST,DHANMONDI"
"2562","AMAN KHAN , COCA -COLA ROAD , VATARA"
"2563","VASHANTEK BAZAR JAME MASJID , BAZAR RD , VASHANTEK"
"2564","CLOWEE ( DINGI, DHANMONDI 8NO), RESIDENTIAL AREA"
"2565","H 1469,SHAHID BAKI SARAK,TALTOLA KHILGAON"
"2566","HSBC BANK ATM , WEST , DHANMONDI"
"2567","ADD HARMONY,137,ROAD 13,BANANI"
"2568","PALLI,BOUNDARY ROAD,SENPARA PARBATA,SECTION 2"
"2569","TALTOLA MARKET, TALTOLA MARKET RD , TALTOLA , KHILGAON"
"2570","MOINUL ROAD,DHAKA BANGLADESH"
"2571","ALICE'S VISA AND IMMIGRATION SERVICE , MOHAKHALI DOHA"
"2572","CITY CONSULTANCY LTD , H 13 /A/1, PANTHAPATH"
"2573","better life hospital , east rampura"
"2574","JHRPUL BUS STOP,DHAKA ARICHA HIGHWAY,1347"
"2575","JAHANGIRNAGAR UNIVERSITY , DHAKA ARICHA HIGHWAY SAVAR DHAKA"
"2576","TASHPIA KAZI TOWER,ROAD 9,BLOCK M,BANASREE"
"2577","DARUL ISLAM TRUST MASJID,KHAPARA RD,RUSTAMPUR"
"2578","IBN SINA DIAGONISTIC AND CONSULTATION CENTRE LALBAGH LTD,DHAKESHWARI ROAD"
"2579","396/2, SENPARA ROAD , SENPARA PARBATA , PURBA KAZIPARA"
"2580","MITALI LANE ,. EAST RAYER BAZAR"
"2581","SAYEM SOBHANBAG DRIVING SCHOOL , KAMALAPUR , SHAHJAHANPUR"
"2582","NETSOUL TECHNOLOGIES , DOHS , MIRPUR"
"2583","chowdhury palace , 07, pllabi mirpur 12"
"2584","BANGLADESH MARTIAL ART SCHOOL,GULSHAN 1,GULSHAN"
"2585","DIT PLOT JAME MASJID,BAGHBARI LN,GANDARIA"
"2586","H 37,RD 17,NIKUNJA 2"
"2587","LUTFUNNESA , 1, RTOAD 8 , BOSOTY HOUSING , SENPARA PARBATA , BASATI HOUSING"
"2588","NANDAN GLORY,65,ROAD NO 1,BLOCK A,BASUNDHARA R/A"
"2589","EBENEZER INTERNATIONAL SCHOOL , ROAD NO. 2 1, BASUNDHARA R/A"
"2590","RD 12 , SECTOR 3 , UTTARA"
"2591","NARAYANGANJ GOVT GIRLS HIGH SCHOOL,SHER E BANGLA RD,MASDAIR,NARAYANGANJ.1400"
"2592","RD 10 , BLOCK C, BASHUDNHARA"
"2593","27/6,BLOCK C,TAJMAHAL ROAD,MOHAMMADPUR"
"2594","MIRPUR 1 FOOTOVER BRIDGE , SHAH ALI BAG , MIRPUR 1"
"2595","KFC,RESIDENTIAL AREA,DHANMONDI"
"2596","GOLDEN BIRIYANI , RD 2, SECTOR6 , UITTARA"
"2597","PEARL HOTEL ,  BLOCK K , BANANI"
"2598","DBBL FAST TRACK , ROAD 11 , DAKKHIN BADDA , GULSHAN"
"2599","TEJGAON CIRCLE , SOMAJSHEBA KARJALOY , POSCHIM NA"
"2600","BLOCK G,BASUNDHARA R/A"
"2601","BTI CALESTIAL HEIGHTS , GULSHAN 1, GULSHAN"
"2602","H 683/A,SIPAHIBAG RD,KHILGAON"
"2603","NATIONAL ELECTIONS, LAKE CIRCUS ROAD , KALABAGAN"
"2604","HUMAYAN ROAD , MOHAMMADPUR"
"2605","SAPTA DINGA , 20/3 , PANTHA PATH, DHANMONDI"
"2606","HOUSE 15, ROAD 19 , SECTOR 14, UTTARA"
"2607","6,4/D,SECTION 11"
"2608","INDEPENDENT UNIVERSITY BANGLADESH ( IUB ), BASUNDHARA R/A"
"2609","ROAD 5 , DHANMONDI"
"2610","MOHAMMADI HOMES 01 , H 273/A , RD 5 , MOHAMMADI HOUSING SOCIETY , MOHAMMADPUR"
"2611","CHOCOLATE 7 FOOD FAIR , CHAMELIBAGH , SHANTINAGAR"
"2612","ABOUT US ERESI SOLAR , SECTOR 4 , UTTARA"
"2613","CHANDRIMA MODEL TOWN,MOHAMMADPUR"
