"","location"
"3294","KFC BALUR M,ATH , CHASHARA"
"3295","BANASREE CENTRAL JAME MASJID , BLOCK D"
"3296","BTI , WWODLANDS , HPUSE 57 59 , ROAD 3 , SECTOR 13, UTTARA , DHAKA"
"3297","PERSONA ADAMS,DHANMONDI MENZ OUTLET,RESIDENTIAL AREA"
"3298","6 ROAD 4 NIKUNJA 2"
"3299","RD 11 , HOUSE 76 , NEW ARONG , BANANI , DHAKA"
"3300","ISPAHANI ISLAMIA EYE INSTITUTE AND HOSPITAL , KHAMARBARI RD, FARMGATE"
"3301","29,ROAD 2,SECTION 1"
"3302","SOBHANBAG JAME MASJID,MIRPUR RD,SOBHANBAG,DHANMONDI"
"3303","UTTARA SECTOR 11 WELFARE ASSOCIATION"
"3304","I BLOCK 5,BASUNDHARA R/A"
"3305","RENAISSANCE JUNIOR HIGH SCHOOL , H 1/ AB , RD 9 , BLOCK C , MIRPUR 12"
"3306","NAZIM HOUSE , ADARSHA NAGAR , BADDA"
"3307","MENA BAZAR , SECTOR 4 , UTTARA"
"3308","CMS BUS STOP,KURMITOLA ROAD,UTTOR KAFRUL,PURBA KAZIPARA"
"3309","NORTH END COFEE ROASTERS,H 53,GULSHAN AVE,GULSHAN 1"
"3310","PAYRA MODEL SCHOOL , 1 , SECTION 2"
"3311","LALBAG KELLA MOR , LALBAG"
"3312","PLOT 81 , BLOCK D , ROAD 5 , BARIDHARA"
"3313","ece building buet"
"3314","GREEN LINE PARIBAHAN COUNTER NO. 01, ARAMBAGH , MOTIJHEEL"
"3315","RAJARBAG POLICE LINE HOSPITAL , H 69/1, NAYA PALTAN RD, NAYA PALTAN"
"3316","SALINA HITS,39/3,ROAD 2,SECTION 12"
"3317","NRB BANK , ROAD 27 (NEW 16 ) , DHANMONDI R/A"
"3318","KASHIPUR KHIL MARKET , S GOALBANDH MOSQUE , KASHIPUR , NARAYANGANJ , 1400"
"3319","RD 18, SACTOR 7 , UTTARA"
"3320","EDGE AC, LTD , H 2 , GREEN RD"
"3321","HOUSE 38 , ROAD 2 , BLOCK E , SECTOR 1 , AFTABNAGAR"
"3322","SAWARI BD,BLOCK A,MIRPUR 2"
"3323","AMIR ALI HOTEL AND FOODS CORNER,JOAR SAHARA,KURIL"
"3324","HOTEL HOLIDAY INN,TO SATRASTA,WIRELESS,NIKETON"
"3325","UTTARA CITY COLLEGE , DHAKA -MYMENSINGH HWY , SECTOR 8 , UTTARA"
"3326","UNIQUE BUS COUNTER , TITI PARA , ATISH DIPONKOR RD , DHAKA"
"3327","KURIL KAZI BARU BUS STOP"
"3328","H 25,RD 5,BLOCK C,BANASHREE"
"3329","ICDDR , B , MOHAKHALI"
"3330","H 20 , RD 12 , SECTOR 1 , UTTARA"
"3331","AYUB BAG JAME MASJID  AND EYARUNNESA HAFIZIA MADRASA , EAST RAMPURA"
"3332","GULSHAN CLUB , RD 50 , GULSHAN 2"
"3333","EXIM BANK LIMITED,DANIA ROAD,NOYAPARA,SHANIR AKHRA"
"3334","HOUSE 51 , ROAD 6 , BLOCK C , BANANI , DHAKA"
"3335","MES CONVENTION HALL , SHADHINATA SARANI , KACHUKHET"
"3336","BIAM FOUNDATION & AUDITORIUM,BIAM ROAD,WIRELESS,PALTAN"
"3337","PRIMROSE PALACE,HOUSE 287,ROAD 6B,BLOCK B,BASUNDHARA R/A"
"3338","hazrat shahjalal  international airport"
"3339","SEVENTEEN7PHOTO,RUPNAGAR RESIDENTIAL AREA,MIRPUR"
"3340","PALASHI MOR,ZAHIR RAIHAN SARANI,BUET"
"3341","HEALTH CARE, GRE, DHANMONDI EN ROAD"
"3342","19/B/4/B, BLOCK F , BIZLY MOHOLLA ROAD , TIKAPARA , MOHAMMADPUR"
"3343","POPULAR MEDICAL COLLEGE , RD 2 , DHANMONDI"
"3344","PROTITI,ARCHITECTS & ENGINEERING LTD,DOHS,MIRPUR"
"3345","MAA O SHISHU CLINIC , EMBASSY RD , NOTUN BAZAR , BADDA"
"3346","LUPINE,PLOT 297/D,ROAD NO 12,BLOCK C,BASUNDHARA R/A"
"3347","PWD STOTRE,DIT AVE,AGB COLONY,MOTIJHEEL"
"3348","PEYALA CAFE,KEMAL ATATURK AVENUE,BANANI"
"3349","E,HUB,KAKRAIL,RAMNA"
"3350","LIVING RAHMAN , H 12 , RD 7 , GULSHAN 1"
"3351","IBRAHIMPUR BAZAR,KAMAL KHAN RD,IBRAHIMPUR"
"3352","PARK PANAROMA , 41 , ROAD 5 , DHANMONDI R/A"
"3353","ASBIRI,BANGA BANDHU AVENUE,FAKIRAPOOL,GULISTAN"
"3354","US BANGLA AIRLINES , SHAHID COLONEL GULZAR UDDIN RD , BARIDHARA"
"3355","104/1/KA , AKATA GOLI , MUKTI HOUSING , PASHCIM SHEWRAPARA"
"3356","JAMIYA SIDDIQIA MADRASA , MODHURCHAR RD , BILAMALIA , JADUR CHAR , 1347"
"3357","LOVEN VENUS , 64 , MASTER PARA ROAD , SENPARA PARBATA , MIRPUR -10, DHAKA-1216"
"3358","DMP HEADQUARTER , CAPTAIN MANSUR ALI SARANI , RAMNA"
"3359","ATN BANGLA,12,KAZI NAZRUL ISLAM AVENUE,PASCHIM NAKHALPARA,LALMATIA"
"3360","LAKE VISTA H 42, RD 1/A,BLOCK I,BANANI"
"3361","h 469, rd 8, baridhara dohs"
"3362","COSMOPOLITAN LABORATORY SCHOOL AND COLLEGE , DHUPKHOLA , GENDARIA"
"3363","RANGS ANAMIKA , GOPI KISHAN LN , WARI , BANAGRAM"
"3364","SKS TOWER MOHAKHALI"
"3365","VERVAIN BANANI,BLOCK G"
"3366","PRESIDENT'S GLORY ARCADIA , GREEN ROAD , DHANMONDI"
"3367","ZAM ZAM TOWER , SECTOR 13 , UTTARA"
"3368","FALGUNI RESTAURANT,HOUSE BUILDING,SECTOR 9,UTTARA"
"3369","GREENVIEWER BUS COUNTER,SAYEDBAD BUS STAND"
"3370","HODA VASI CHOWDHURY & CO, KAWRAN BAZAR FDC ROAD , WIRELESS, NIKETON"
"3371","CANADIAN INTERNATIONAL SCHOOL BANGLADESH , BLOCK A , BANANI"
"3372","JOYNAGAR GOVERMENT PROJECT , MIRPUR 15"
"3373","RUPNAGAR DENTAL CARE , RUPNAGAR RESIDENTIAL AREA MIRPUR"
"3374","CORNER FOR SENIOR CITIZENS & FREEDOM FIGHTER'S , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , KURMITOLA"
"3375","MEDRX LIFE SCIENCE LTD,RD 30,MIRPUR DOHS"
"3376","BPATC AUDITORIUM , DHAKA ARICHA HIGHWAY , NOBINAGAR , 1340"
"3377","MOHAKHALI BUS STAND"
"3378","JAHAJ BUILDING,SHAHJAHANPUR,NORTH SHAHJAHANPUR"
"3379","BANGLADESH SPECIALIZED HOSPITAL,MIRPUR RD,SHYAMOLI"
"3380","RAJUK UTTARA APARTEMENT PROJECT, AVE SECTOR 18 , UTTARA"
"3381","EVERCARE HOS[ITAL DHAKA"
"3382","NAYEEM MEDIA HOUSE , KAWRAN BAZAR , TEJGAON"
"3383","58/B/6, BLOCK D, RAZIA SULTANA ROAD, MOHAMMADPUR"
"3384","SHOBUJ MUCHI SHOE REPAIR , AGARGAON MIRPUR"
"3385","KHONDOKAR VILLA,25,MITALI HOUSING SOCIETY,SOUTH KAFRUL"
"3386","TABAQ COFFEE,ROAD 2,DHANMONDI"
"3387","UNITED CONVENTION CENTRE,HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,KURMITOLA"
"3388","ASSORT,H 55,RD 9,BLOCK B,BASUNDHARA R/A"
"3389","CAFE SAO PAULO,WEST DHANMONDI"
"3390","DHAKA AIRPORT RAILWAY STATION,
DHAKA MYMENSINGH HIHGWAY,KURMITOLA"
"3391","STAFF QUARTER , SERULIA DEMRA"
"3392","CAMERICH , KAMAL ATATRUK AVENUE, GULSHAN 2, GULSHAN"
"3393","VISION TRADE INTERNATIONAL , SECTOR 9 , UTTARA"
"3394","NOOR COMPUTER , RESIDENTIAL AREA , DHANMONDI"
"3395","RD 4 , PALLABI EXRENSION , PALLABI"
"3396","GREEN HOUSE GUEST HOUSE,RD 63,GULSHAN 2"
"3397","BIJOY NAGAR WATER TANK,SAYED NAZRUL ISLAM SHARANI,FAKIRAPOOL,PALTAN"
"3398","MOEZ DIGITAL TEA STALL,P C CULTURE HOUSING SOCIETY,SHEKHERTEK"
"3399","ANGAN , H 27 , 29 , RD 13 , NIKUNJA 2"
"3400","MONOWARA HOSPITAL PRIVATE LTD,H 54,VIQARUNNISA RD,SIDDHESHWARI"
"3401","36, KESHAB BENARJEE ROAD , FARASHGANJ , KERANIGANJ  SUBDISTRICT"
"3402","WESTIN, ROAD 45 , GULSHAN 2 , GULSHAN"
"3403","BAITUL NOOR JAME MASJID , DHAKA CITY BYPASS , RAYERDIA , RUPGANJ, NARAYANGANJ 
"
"3404","SP TOWER , HOUS NO . 1039 , ROAD NO . 14/A , BAITUL AMAN HOUSING , ADABOR , MOHAMMADPUR , DHAKA 1207"
"3405","PLATINUM GRANDE,52,ROAD 11,BANANI"
"3406","SHAMEEM REFRIGERATION WORKS LTD,GULSHAN 1,GULSHAN"
"3407","SHAHABUDDIN MANSION,DEWANPARA,UTTARA"
"3408","XINXIAN , H 7 , RD 8 , DHANMONDI"
"3409","H 277/A , RD 10 , BLOCK A , BASUNDHARA R/A"
"3410","FARDAR EXPRESS WORLDWIDE COURIER SERVICE , WIRELESS GATE , MOHAKHALI"
"3411","BICC PARKING,BANGABANDHU INTERNATIONAL CONFERENCE CENTER(BICC),SHER E BANGLA NAGAR"
"3412","KOLLANPUR 12NO ROAD"
"3413","IBN SINA DIAGONISTIC & IMAGING CENTER,H 48,RD 9A,DHANMONDI"
"3414","FAR HOMES , H 357, FREE SCHOOL ST , HATIRPOOL"
"3415","PARJATAN BHABAN AGARGAON MIRPUR"
"3416","HOTEL BENGAL BLUEBERRY , ROAD 90 , GULSHAN 2"
"3417","AXIS , 6 , MIRPUR ROAD , DHANMONDI"
"3418","IMRAN'S RESIDENCE, HOUSE 301/B , AI HAJ ABDUS SOBHAN ROAD, BLOCK A, BASHUNDHARA R/A"
"3419","ABEDB MANZIL , H 115, CRESCENT RD, KALABAGAN"
"3420","SECTOR 4 , UTTARA , DHAKA , BANGLADESH"
"3421","MADARTEK AHLE HADIS JAME MASJID,EAST MADARTEK PROJECT MOR,SABUJBAG"
"3422","SHAMIBAG ASHROM ISKCON , SWAMIBAG RD , SWAMIBAG"
"3423","FARAZY HOSPITAL , MAIN RD , BANASREE"
"3424","ROAD NO 1 , BLOCK A, BASHUNDHARA R/A"
"3425","DHAKA COMMERCE COLLEGE,COMMERCE COLLEGE RD,MIRPUR 2"
"3426","LILY HOUSE , H 697 , RD 3 , BLOCK H , BASUNDHARA R/A"
"3427","LAKE CITY CONCORD,KHILKHET"
"3428","BANGABANDHU MILITARY MUSEUM,BIJOY SARANI,DHAKA"
"3429","BANGLADESH SPECIALIZES HOSPITAL, SHYAMOLI , MOHAMMADPUR"
"3430","KALLYANPUR HOUSING JAME MASJID , DAR US SALAM ROAD , ABDUL RAFIQ HOUSING , SHAH ALI BAGH"
"3431","THE CAR TRADE,ROAD 2/2,BLOCK I,BANANI"
"3432","BONOFUL H 133, OUTER CIRCULAR RD , MOGHBAZAR"
"3433","CONCORD WHITE HOUSE , RD 5 , BARIDHARA"
"3434","BANDBOX LAUNDRY AND DRYCLEANING , 44/11 , PANTHA PATH , DHANMONDI"
"3435","ENAM MEDICAL COLLEGE ANDD HOSPITAL,THANA RD,1340"
"3436","HORIZON GROUP,DHAKA MYMENSING HIGHWAY,MAONA 1702"
"3437","MOMOTA ENTERPRISE,BLOCK F,BANANI"
"3438","ROAD NO 18,BLOCK A,BASUNDHARA R/A"
"3439","TONY HOMEO HALL , H 22/2, RD 20 , TILAPARA , KHILGAON"
"3440","TUINTAR LTD , SECTOR 4 , UTTARA"
"3441","UTTOR BADDA ABDULLABAG"
"3442","DUIP RESIDENTIAL AREA , BLOCK B , MIRPUR 2"
"3443","LAKEWOD RESIDENCE,GULSHAN 2,GULSHAN"
"3444","ABDUL KADER , BLOCK M , BANASREE"
"3445","CHOWDHURY VILLA,24,SECTION 2"
"3446","POSCHIM MADARTEK ROAD , PURBO NONDIPARA , SHAHJAHANPUR"
"3447","GLORIA JEANS COFFEES,HOUSE NO 2B,BLOCK B,ROAD 71,GULSHAN 2,GULSHAN"
"3448","DUTCH BANGLA BANK FAST TRACK,HIGH COURT AREA,SHAHBAG"
"3449","KHAN ENTERPRISE , SOUTH BANASREE"
"3450","SHAHID SHEIKH RASEL GOVERNMENT HIGH SCHOOL,HAZARIBAGH,GABTOLI HIGH WAY"
"3451","LABAID CARDIAC CENTRE , GREEN ROAD, DHANMONDI"
"3452","HIGH PARK RESIDENCE , H 99, VIQARUNNISA RD , SHIDDESWARI"
"3453","HOUSE 2,ROAD 15,BLOCK D,BANANI,DHAKA"
"3454","KHAIRS DREAM,301, I BLOCK ROAD 6,BASUNDHARA R/A"
"3455","PADMA GENERAL HOSPITAL,GREEN ROAD,KATHALBAGAN"
"3456","LAKESHORE HOTEL GULSHAN , GULSHAN 2"
"3457","CAKE & PASTRY , RAJARBAGH , MALIBAGH"
"3458","TITI PARA MOR. MANIKNAGAR"
"3459","SONARGAON JANAPATH,SECTOR 13,UTTARA"
"3460","WHITE KITCHEN , JAMUNA FUTURE PARK , BASHUNDHARA R/A"
"3461","SHANTIR NIBASH,H 932,RD 15,BLOCK G,BASHUNDHARA R/A"
"3462","PURNIMA, H 55/3, SHANTIBAG MASJID RD , SHANTIBAGH , MALIBAGH"
"3463","ROAD 5 BLOCK B, NIKETON HOUSING SOCIETY, NIKETON"
"3464","SALIMULLAH ROAD PLAYGROUND, SALIMULLAH ROAD , MOHAMMADPUR"
"3465","SHANTO ELECTRIC & SANITARY,BLOCK C,BANASREE"
"3466","JOYNAL COFEE HOUSE,WEST SHEWRAPARA,MIRPUR"
"3467","FAKIRAPOOL BUS STAND , TOYEENBEE CIRCULAR RD , FAKIRAPOOL"
"3468","DOMESTIC TERMINAL ( DAC ), HAZRAT SHAHJALAL INTERNATIONAL AIRPORT"
"3469","DELHI DARBAR  , ROAD 9/A , SAT MASJID ROAD , DHANMONDI"
"3470","INDEPENDENT UNIVERSITY BANGLADESH  ( IUB ) , BASUNDHARA R/A"
"3471","SONAL'S FOOD HUT , NABI NAGAR HOUSING , MOHAMMADPUR"
"3472","Z.M.ENTERPRISE , SOUTH KAMALAPUR"
"3473","RUAP MAIN PLAYGROUND,SECTOR 18,UTTARA"
"3474","SHAFIPUR CENTRAL MOSQUE , DHAKA TANGAIL HIGHWAY , MOUCHAK , 1751"
"3475","BANGLALINK TIGERS DEN,GULSHAN 1,GULSHAN"
"3476","H 44.RD 17 , NIKUNJA 2"
"3477","HOUSE 753, ROAD 33, BLOCK L , BASHUDNHARA R/A"
"3478","SILICON PLAZA , BLOCK A LALMATIA"
"3479","RD 2, SECTOR 6, UTTARA"
"3480","MAZUMDER CASTLE , H 656, 657, RD 20 , BLOCK F , BASHUNDHARA R/A"
"3481","GULF INTERNATIONAL ASSOCIATES LTD , GULSHAN 2"
"3482","h 53/a rd 9/a, dhanmondi"
"3483","BAILY RD , RAMNA"
"3484","LUCKY HOTEL ER GOLI , KATHAL BAGAN BAZAR RD"
"3485","ANWAR KHAN MODERN  COLLEGE , RD 7 , DHANMONDI"
"3486","BIRDEM HOSPITAL , SHAHBAG  CIRCLE"
"3487","MALIBAG RAILGATE BUS STOP MALIBAGH RAIL GATE MALIBAGH"
"3488","H 53  CHAN BAKERY GOLI , MOGHBAZAR"
"3489","NSU OPEN GALLERY , BLOCK B , BASHUNDHARA R/A"
"3490","58, ROAD 2A , DHANMONDI R/A"
"3491","RAJASHON PRIMARY SCHOOL,SAVAR UNION,RAJASON BIRULIA ROAD,SAVAR"
"3492","ANGAN APARTMENTS,RESIDENTIAL AREA,DHANMONDI"
"3493","APON COFFEE HOUSE , H 381 /B , SHAHID BAKI SARAK , TALTOLA KHILGAON"
"3494","MIRPUR GENERAL HOSPITAL  (KALSHI BRANCH ) , BLOCK B , MIRPUR 12"
"3495","MANIK EXPRESS,MIRPUR RD,DARUS SALAM"
"3496","ALU BAZAR BORO MASJID , SIDDIKBAZAR"
"3497","PROF. DR . MUNIRA FERDAUSI , SECTOR 7 , UTTARA"
"3498","DESH TRAVELS H 167 TOYENBEE CIRCULAR RD MOTIJHEEL"
"3499","PONGU HOSPITAL CANTEEN"
"3500","PUM ER GOLI , AHMADNAGAR , MIDDLE PAIKPARA"
"3501","H 104/3/A,SHER E BANGLA RD,MOHAMMADPUR"
"3502","RIFAT GENERAL STORE , SOUTH KAFRUL RD , SOUTH KAFRUL , KAFRUL"
"3503","POLOK FOOD & GENERAL STORE,SECTOR 6,UTTARA"
"3504","HOUSE 338 ROAD 5 AVENUE 3 MIRPUR DOHS"
"3505","BEAUTY HOME , 421 &422 ,ROAD NO. 14 , BASUNDHARA R/A"
"3506","PERSONA WARI,WARI,TIKATULI"
"3507","SHELTECH FALGUNI , BLOCK A , MIRPUR 11"
"3508","FORID TELECOM AND DRY  CLEANERS , CHERAG ALI , TONGI"
"3509","H KHA 3/1/C,KHILKHET BAZAR RD,KHILKHET"
"3510","AMARI DHAKA,ROAD 41,GULSHAN 2,GULSHAN"
"3511","BADAMTOLI FOL MARKET,ISLAMPUR,SADARGHAT"
"3512","house 44 , road 3 , block f, sector 1 , aftabnagar"
"3513","ALUBDI RICKSHAW STAND , EASTERN HOUSING  , MIRPUR"
"3514","RAMPURA KACHA BAZAR,WEST RAMPURA"
"3515","ABDULLAH BUS STOP , UTTARA"
"3516","B 4 BANANA ESTATE COMPLEX,124.BORO MOGBAZAR,DHAKA 1217"
"3517","IBN SINA SPECIALIZED HOSPITAL,RESIDENTIAL AREA,DHANMONDI"
"3518","HAZARIBAGH THANA , BANGLA TANNERY ROAD , GOJMOHOL , HAZARIBAGH"
"3519","RD 4 , ADARSHA NAGAR , MIRPUR 11"
"3520","H 1057/1/B , BINDU BRITTO GOLI , EAST SHEWRAPARA"
"3521","PREMIER SWEETS , SIDDHESWARI CIRCULAR ROAD, SHANTINAGAR"
"3522","nila store , serulia , demra"
"3523","PATWARI GOLAI , KADAMTALA , EAST BASABO"
"3524","EVEERCARE HOSPITAL"
"3525","665/2, 665/2 , IBRAHIMPUR ROAD , NEAR KOCHUKHET BAZAR , CANTONMENT"
"3526","SKY CAPITAL AIRLINES LIMITED , HAZRAT SHAHJALAL INTEDRNATIONAL AIRPORT , KURMITOLA"
"3527","TANKA TOWER , H 42/1/GA , SEGUNBAGICHA RD , SEGUNBAGICHA"
"3528","NATIONAL HEART FOUNDATION HOSPITAL & RESEARCH INSTITUTE,MIRPUR 2 MAIN RD"
"3529","CP FIVE STAR,BLOCK B,MIRPUR 6"
"3530","POPULAR DIAGONSTIC CENTRE DHANMONDI ROAD 2 , DHANMONDI R/A"
"3531","AL MANAR SPECIALIZED HOSPITAL,BLOCK F,LALMATIA"
"3532","ROYAL COACH BANASHREE COUNTER , BLOCK E , BANASREE"
"3533","A K M KNIW WEAR LTD,DHAKA ARICHA HIGHWAY,NOBINAGAR 1340"
"3534","FULKOLI,MATUAIL,JATRABARI"
"3535","KONAPARA BUS STOP DHAKA DEMRA HIGHWAY SHONIR AKHRA JATRABARI 1000"
"3536","TELETALK AIRPORT BOOTH CUSTOMER CARE CENTRE,HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,DHAKA,KURMITOLA"
"3537","MD AL-AMIN . SECTOR  , UTTARA"
"3538","EICRA SOFT LIMITED , BLOCK I , BASHUNDHARA R/A"
"3539","LINK ROAD BUS STATION GULSHAN,GULSHAN LINK ROAD,GULSHAN"
"3540","ROAD 13, DOKKHIN KHAN , SECTOR 3"
"3541","GRAMTECH KNIT DYEING FINISHING & GARMENTS IND. LTD . UNIT 1, BHULTA NABIBAGAR RADHIKA ROAD ,  DORGAON"
"3542","EAST RAMPURA KACHA BAZAR"
"3543","DR SIRAJUL ISLAM MEDICAL COLLEGE,OUTER CIRCULAR RD,DOCTOR GOLI,MALIBAGH"
"3544","ASHA DECORATOR,H 33,33/1,CRESCENT RD,KALABAGAN"
"3545","SA TV , RD 116 , GULSHAN 2"
"3546","HAQUE PLAZA,H 7,BIR UTTAM AK KHANDAKAR RD,GULSHAN 1"
"3547","MIRPUR ZOO , ZOO ROAD , PALLABI 2ND PHASE ( EASTERN HOUSING ) , BLOCK F"
"3548","BALAKA BIMAN BANGLADESH AIRLINES HQ , VVIP TERMINAL ENTRANCE , KURMITOLA , SECTOR 2"
"3549","IN WRAP , WEST DHANMONDI , SHANKAR"
"3550","42/6 , EAST AHMED NAGAR , DHANKHETER MOR , SECPARA PARBATA , AHMED NAGAR"
"3551","BHOLA NURSERY , MIRPUR BANGLA  COLLEGE, SECTION 2, MIRPUR 2"
"3552","CSD PHARMACY SHAHID SARANI DHAKA CANTONMENT"
"3553","SHION STORE , TONGI PAURASHAVA"
"3554","ALLIANCE HOSPITAL LIMITED,SHYAMOLI,MOHAMMADPUR"
"3555","KAMALAPUR RAILWAy station"
"3556","WORKSHOPBD, NORTH GORAN"
"3557","RD 6 , BLOCK C , MIRPUR 12"
"3558","TEJGAON COLLEGE , INDIRA RD , FARMGATE"
"3559","NOOR VILLA , DURAIPARA , MIRPUR 13"
"3560","SHAHABUDDIN MEDICAL COLLEGE HOSPITAL , HOUSE 12 , ROAD 113/A , GULSHAN 1"
"3561","H 185, KATHALBAGAN BAZAR RD , KATHALBAGAN"
"3562","SHAFIAT RD,BLOCK C,BASUNDHARA R/A"
"3563","GOLDEN SUN,ROAD 2,BLOCK L,BANANI"
"3564","APOLLO HOSPITAL,APOLLO HOSPITAL RD,BASHUNDHARA,BASHUNDHARA R/A"
"3565","PLATINUM GRAND , BLOCK F , BANANI"
"3566","SHAPTABORNA,H 60/1,GREEN RD"
"3567","EASTERN RAINBOW TOWER , H 41/3 4 , CULVERT RD , FAKIRAPOOL"
"3568","HOTEL PRIME INN MIRPUR 10 KACHA BAZAR MIRPUR 2"
"3569","ADABOR 10 NO BAZAR RD 10,BAITUL AMAN HOUSING,ADABOR"
"3570","EAST NAKHALPARA RD , EAST NAKHALPARA"
"3571","CHALAPS HEAVEN , ADABAR , MOHAMMADPUR"
"3572","MINISTER HI TECH PARK LTD , MIRPUR -01 , DHAKA 1216 , SOUTH BISHIL , MIRPURR 1"
"3573","CONCORD CASAMARIA,CEN (E) 3,ROAD 104,GULSHAN 2,GULSHAN"
"3574","RHYTHM , RD 9 , MIRPUR DOHS"
"3575","JANI VILLA,H 94,RD 23,BANANI"
"3576","SHAHJALAL MULTI STORIED CAR PARKING , NRE AIRPORT RD"
"3577","RD 5,BLOCK G,MIRPUR"
"3578","H 1/B, RD 18 , NIKUNJA 2"
"3579","DOMINOS PIZZA,DHANMONDI 4,DHANMONDI R/A"
"3580","H 480,SHAHID BAKI SARAK,TALTOLA,KHILGAON"
"3581","SINGAPORE INTERNATIONAL SCHOOL , SECTOR 11, UTTARA"
"3582","NIRIBILI HOUSING , NIRIBILI HOUSING , SHANKAR , WEST DHANMONDI"
"3583","RING TECH ( BANGLADESH ) LTD ."
"3584","U S DENTAL CLINIC,SECTOR 7,UTTARA"
"3585","ENAM MEDICAL COLLEGE AND HOSPITAL, THANA RD, 1340"
"3586","BALKAN HOUSE , SECTOR 13 , UTTARA"
"3587","POLWELL SHOPPING CENTER , DHAKA- MYMENSINGH HIGHWAY , SECTOR 9 , UTTARA , DHAKA BANGLADESH , UTTARA"
"3588","850,ROAD NO 20,BASUNDHARA R/A"
"3589","NURE MOHAMMADI JAME MASJID,SECTOR 14,UTTARA"
"3590","PROFFESOR DR. SHAIKH NURUL FATTAH RUMI , HEAD OF ENT AND HEAD NECK DEPT. DMC , GREEN ROAD , DHANMONDI"
"3591","AMRA AMRA SHILPO ELAKA , TEJGAON"
"3592","INFRASTRUSTURE DEVELOPMENT COMPANY LTD , H 147/1/1. RD 7 , MONIPURI PARA TEJGAON"
"3593","HASNA HENA , H 135, RD 3 , BLOCK A, BASHUNDHARA R/A"
"3594","WOOD VIEW  FURNITURE , BLOCK F , BANANI"
"3595","TILPARA MASJID,TILPAPARA RD,KHILGAON"
"3596","S.R TRAVELS ( PVT ) LTD. KALLYANPUR , DHAKA , MIRPUR"
"3597","CHAND COMMUNITY CENTER , ZAHIR RAIHAN SARANI , DHAKA MEDICAL COLLEGE"
"3598","KAZI FERMS KITCHEN , MAZAR RD , DARUS  SALAM"
"3599","SHARMANS CARPET , CENTRAL ROAD , DHANMONDI"
"3600","VISION EYE HOSPITAL , GREEN ROAD, DHANMONDI"
"3601","ALOM VARIETY CENTER,RD 6,SHEKHERTEK,MOHAMMADPUR"
"3602","BALAKA , BIMAN BANGLADESH AIRLINES HQ, VVIP TERMINAL ENTRANCE , KURMITOLA , SECTOR 2"
"3603","BISMILLAH MINI CHINESE AND FAST FOOD , AUCHPARA , TONGI"
"3604","H 356 , ULON RD , ULON"
"3605","OFFICER'S CLUB TENNIS COURT , MINTO ROAD , MONTRIPARA , RAMNA"
"3606","BANGLADESH MEDICAL COLLEGE HOSPITAL,RD 14.,SANKAR,DHANMONDI"
"3607","RANN AGHOR , ELEPHANT ROAD , NEW MARKET"
"3608","JAVINIA , 8 , ROAD 8 , KURMITOLA , SECVTOR 3"
"3609","KRISHI BANK RD , AMERUL BADDA"
"3610","EASTERN COMMERCIAL COMPLEX , KAKRAIL , RAMNA"
"3611","SHAMIBAGH ASHROM ISKCON,SWANIBAG RD,SWAMIBAG"
"3612","MIRPUR 1"
"3613","MUTUAL TRUST BANK LTD ATM , BEGUM ROKEYA SARANI , KAZIPARA"
"3614","BATA SIGNAL MOR,ELEPHAN RD"
"3615","IRAQI MATH, NATUN PALTAN LN , AZIMPUR"
"3616","MODONPUR BUS STOP, DHAKA CHITTAGONG HIGHWAY , BANDAR NARYANGANJ , 1361"
"3617","ARMED FORCES INSTITUTE OF PATHOLOGY , SHAHID SARANI , DHAKA CANTONMENT"
"3618","BHABER CHAR,GAZARIA,MUNSHIGANJ"
"3619","NAHEEBITES,BLOCK J , BASUNDHARA R/A"
"3620","STANDARD CHARTERED BANK LIMITED,GULSHAN AVENUE,GULSHAN 1,GULSHAN ,1000"
"3621","MA GENERAL STORE , BOSILA HOUSING , MOHAMMADPUR"
"3622","LALMATI TEMPO STAND,BAUNIABADH,MIRPUR 11"
"3623","TECHNICAL BUS STOP , MIRPUR  RD , DARUS SALAM"
"3624","UTTOR MADARTEK BAITULLAH JAME MASJID,POSCHIM MADARTEK"
"3625","DHANMONDI BUDDHI PROTIBONDHI BIDDALOY , 8/10 , BLOCK A, LALMATIA"
"3626","HOUSE 12,ROAD 4,SECTOR 3,UTTARA"
"3627","MONIPUR,MIRPUR 2"
"3628","RD 136,GULSHAN 1"
"3629","SONY CINEMA HALL CIRCLE,MAIN RD.MIRPUR 1"
"3630","PRIME UNIVERSITY , MAZAR RD , MIRPUR 1"
"3631","MIND FRESH SPA , GULSHAN 2"
"3632","UNICEF,KAZI NAZRUL ISLAM AVENUE,WIRELESS,PALTAN"
"3633","PINNACLE INN , RD , NIKETON"
"3634","GUDARAGHAT JHEELPAR,GULSHAN,GULSHAN 1,GULSHAN"
"3635","HOUSE 808 RADO 18 BLOCK K BASHUNDHARA R/A"
"3636","unimert , rd 90 , gulshan 2"
"3637","H 271/4 , FREE SCHOOL ST , KATHALBAGAN"
"3638","EASTERN PLUS SHOPPING COMPLEX,SHANTINAGAR RD"
"3639","URBAN ZARA . WEST , DHANMONDI"
"3640","NHA GARFEN CITY BUILDING 13 , RING ROAD , SHYAMOLI , MOHAMMADPUR"
