"","location"
"12257","SEVEN UP GOLI , KATHAL TOLA , BOROBAG , MIRPUR 2"
"12258","WANDER KABAB , HAJ CAMP RD ,. CAAB COLONY , DAKSHINKHAN"
"12259","AB BANK , BANKER RD , WEST NAKHALPARA"
"12260","HOTEL SUITE PALACE , HOUSE 31 , ROAD 13 , BLOCK K BARIDHARA DHAKA 1212"
"12261","UPPERCRUST BOULANGERIE &PATISSERIE, GULSHAN  2 , GULSHAN"
"12262","CAFE ANAND , H 371/B , SHAHID BAKI SARAK , TALTOLA , KHILGAON"
"12263","TAX OFFICE OF BANGLADESH,SEGUNBAGICHA"
"12264","PARTY DECORATION ITEMS BANGLADESH,SOUTH BISHIL,MIRPUR 1"
"12265","H 2/11 , LALMATIA RD , BLOCK B , LALMATIA"
"12266","SAINTMARTIN TOUR,NIKUNJA 2"
"12267","HAZRAT SHAHJALAL INTERNATIONAL, AIRPORT JAME MASJID
HAZRAT SHAHJALAL INTERNATIONAL, AIRPORT JAME MASJID
KURMITOLA "
"12268","FITMENT CRAFT , MIRPUR DOHS"
"12269","PRIMROSE KINDERGARTEN & SCHOOL 12/1/A ROAD NO 2 MUKTI HOUSING SHYAMOLI"
"12270","ROAD 15 KOTBARI BAZAAR,SECTOR 11"
"12271","CAT COBD INC , RD 30 , MOHAKHALI DOHS"
"12272","TAHFIZUL KORAN HAFEZIA MADRASA , HAJI AFSAR UDDIN LANE , WEST DHNAMONDI"
"12273","AVE 9 , MIRPUR DOHS"
"12274","MITALI BIDDAPITH HIGH SCHOOL , HATKHOLA RD , SWAMIBAG"
"12275","HOTEL SARINA,ROAD 17,BANANI"
"12276","HAVEN PLACE,ZAFRABAD,MOHAMMADPUR"
"12277","ROAD 15, NIKUNJA 2"
"12278","GLORIA JEANS COFEES,GULSHAN 1,GULSHAN"
"12279","GULISTHAN CENTRAL BUS TERMINAL MASJID , KAPTAN BAZAR RD , GULISTAN"
"12280","CHA BLOCK,MIRPUR 2,DHAKA BLOCK A.MIRPUR 2"
"12281","SHUKRABAD KACHABAZAR,SHUKRABAD RD,DHANMONDI"
"12282","KADAMTALAL PURBO BASABO SCHOOL AND COLLEGE KADAMTALAL HIGH SCHOOL RD SABUJBAG"
"12283","H 30/B , RD2 BLOCK D, BASHUDNHARA R/A"
"12284","SUPER KABAB & COFFEE,PARIBAGH,SHAHBAGH"
"12285","RD 7 , SECTOR 1 , UTTARA"
"12286","HOUSE # 412 , AFTAB UDDIN AHMED RD , BLOCK C , BASUNDHARA R/A"
"12287","URBAN AMIRAS NILOY , SECTOR 1 , UTTARA"
"12288","KHAN IT,MOHAMMADIA RESIDENTIAL AREA,MOHAMMADPUR"
"12289","HOUSE 23, ROAD 5/A , SECTOR 5 , UTTARA"
"12290","GABTOLI BUS STATION , MIRPUR ROAD , ABDUL RAFIQ HOUSING , GABTALI"
"12291","AMBER BAKE & PASTRY , SECTOR 9 , UTTARA"
"12292","BLOCK E,BANASHREE"
"12293","ISLAMI BANK HOSPITAL & CENTRE MIRPUR , MIRPUR 7"
"12294","PALLABI EXTENTION"
"12295","SQUARE CENTER ,48,MOHAKHALI"
"12296","SHADAF GENERAL STORE , K 62/5/A , LICHU BAGAN RD , JOAR SHAHARA"
"12297","SECTOR 14 KOBOR STHAN MOSJID , AHALIA UTTARA"
"12298","JAHANGIR TOWER , KAWRAN BAZAR RD , KAWRANBAZAR"
"12299","TAWHID LABORATORY SCHOOL , AGARGAON , MIRPUR"
"12300","BOISHAKHI TV , ROAD NUMBER 01 , MOHAKHALI , GULSHAN 
"
"12301","EMMANUELLE'S PARTY CENTER , ROAD 135 , GULSHAN 1 , GULSHAN"
"12302","PROTTASHA , BLOCK D , BASHUNDHARA R/A"
"12303","CHORJAPOD , COLLEGE RD"
"12304","SHAHID ZIA MOHILA DEGREE COLLEGE , RD 3, PALLABI"
"12305","POPULAR MEDICAL COLLEGE OUTDOOR , RESIDENTIAL AREA , DHANMONDI"
"12306","HIGH VOLTAGE HQ , ROAD -24, GULSHAN 1 , GULSHAN"
"12307","ASI PACIFIC  UNIVERSITY"
"12308","17,ROAD 1,SECTION 12"
"12309","BANGLADESH INTERNATIONAL SCHOOL AND COLLEGE , ROAD 27 , MOHKHALI DOHS"
"12310","PROF. DR. M.R. KHAN , RESIDENTIAL AREA, DHANMONDI"
"12311","SURAIYA TOWER , 439 , SAYEM SOBHAN ANVIR ROAD , BLOCK C , BASUNDHARA R/A"
"12312","BABUS SALAM MADRASA MASJID , NEW AIRPORT RD , KURMITOLA"
"12313","ENA KINGDOM , H 32 , LAKE CIRCUS KALABAGAN"
"12314","KOTBARI BAZZAR , UTTARA"
"12315","AARONG,BANK POLLI ROAD,MODDHO PAIKPARA,SHHAJAHANPUR"
"12316","ADVANCE HOMEO HEALTH CARE , ZAFRABAD MOHAMMADPUR"
"12317","BHPI BOY'S HOSTEL , C R P RD , SAVAR , 1340"
"12318","SOUTH BREEZE , H 412 , RD 4 , ADABOR"
"12319","LABONI BUILDING LAKE CITY , KHILKHET"
"12320","KAFE SWEET 16"
"12321","LN 8 , BENARASHI PALLI, MIRPUR 10"
"12322","ARCH EAGLE ARCHITECTS , JAGANNATHPUR VATARA"
"12323","KHAGAN CHOTO MOSQUE , BIRULIA AKRAN RD , PARAGAON , ASHULIA , 1341"
"12324","KALLYANPUR BUS STAND JAME MASJID , KALLYANPUR VILLA RD , SOUTH KALLYANPUR , KALLYANPUR"
"12325","DNCC REVENUE DEPARTMENT,GULSHAN 2,GULSHAN"
"12326","1182 , BEGUM ROKEYA SHARANI , WEST KAFRUL , PURBA KAZIPARA"
"12327","MILK VITA ROAD , DHAKA 1216 , BANGLADESH"
"12328","H 46/6/A , TANNERY RD , JIGATALA"
"12329","ANAM RANGS PLAZA , RESIDENTIAL AREA , DHANMONDI"
"12330","Abid hearing instrument ltd, h 12/2, rd 4/a, dhanmondi"
"12331","RD 2 B , SECTOR 5 , UTTARA"
"12332","TERMINAL 2 , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT"
"12333","RUPAYAN LAKE CASTLE,AHMED AKBAR SOBHAN AVENUE,BLOCK E,BASUNDHARA R/A"
"12334","HOUSE 23 , ROAD 19 , SECTOR 14 , UTTARA"
"12335","A R ENTERPRISE , JOHNSON RD , RAY SHAHEB BAZAR"
"12336","VENTURA RIVIERA , 139 , ROAD 6 , BLOCK C , BASUNDHARA R/A"
"12337","extension pallabi 1no , gate mirpur dhaka 1216 bangladesh"
"12338","UNION BANK INTERNATIONAL DIVISION , GULSHAN AVNUE , GULSHAN 2 , GULSHAN"
"12339","POLASH BARI BUS STOP , NOBINOGOR KALIAKOR ROAD , NOBINAGAR"
"12340","KAMALPUR  RAILWAY STATION , KAMALAPUR"
"12341","TAQWA NOOR SHAMS , 181 , I BLOCK ROAD 9 , BASUNDHARA R/A"
"12342","CON FUSION PRIVATE LIMITED,DOHS,MIRPUR"
"12343","MOSQUE , MALKADIR MASTER RD , MODHU CITY"
"12344","NORTH SOUTH UNIVERSITY"
"12345","BASHAT ARCHITECTS ENGINEERS , BLOCK F , BANANI"
"12346","AMEENA'S HERITAGE 9/6 BLOCK D"
"12347","DHAKA ISLAMI GENERAL HOSPITAL,MATUAIL,JATRABARI"
"12348","SUUNYDAKE SONNET,H 123,RD 1,BARIDHARA DOHS"
"12349","MUNSIGONJ SODOR THANA,JUBLEE D,MUNSIGANJ,1500"
"12350","AL HELAL HOSPITAL , H 150, AL HELAL HOSPITAL GOLI, SENPARA , MIRPUR 10"
"12351","THE RAIN TREE , H 49 , RD 28 , BANANI"
"12352","MD IMAM HUSSAIN , BANANI  DOHS"
"12353","WALTON HOUSE 728 , I BLOCK ROAD 10 , BLOCK D , BASHUDNHARA R/A"
"12354","WINS COURT , RESIDENTIAL AREA , DHANMONDI"
"12355","HAZRAT SHAHJALAL INTERNATIONAL AIRPORT  , DHAKA MYMENSINGH HIGHWAY , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , KURMITOLA"
"12356","LAKE CITY CONCORD SHOPPING COMPLEX , LAKE CITY  RD"
"12357","SULTAN'S DINE SAVAR , THANA ROAD TALBAGH"
"12358","THE STADIUM"
"12359","ELENGA CAFE,BIR UTTAM ZIAUR RAHMAN RD,MOHAKHALI"
"12360","RD 49 , GULSHAN 2"
"12361","KORIM BHABAN,WEST,DHANMONDI"
"12362","BORDESHI BAZAR , DHAKA-ARICHA HIGHWAY"
"12363","FRESH BUY BANGLADESH MONIPURIPARA , TEJGAON"
"12364","HAAL CHERONA BONDHU , DAKKHINPARA , MOHAKHALI"
"12365","DOMINAGE PERLITO SICILY , 74 & 75 , ROAD NO. 5 , BLOCK D, BASHUNDHARA R/A"
"12366","METRO VIEW HOUSING SPCIETY , DIYABARI , UTTARA"
"12367","HOUSE 404 DHRUBOTARA AFTABUDDIN AHMED ROAD BLOCK C"
"12368","RD 123,GULSHAN 1"
"12369","SESSION JUDGE COURT,HINDU TEMPLE,TEMPLE RD,SADARGHAT"
"12370","GREEN VILL FUTSEL , MADANI AVENUE , 100 FEET RD"
"12371","RD 5,BANASHREE,RAMPURA"
"12372","AKRAM TOWER,SYED NAZRUL ISLAM SARANI,BIJOYNAGAR"
"12373","KAZI AZMUDDIN COLLEGE MASJID , RATHKHOLA RD"
"12374","RAMPURA BRIDGE , EAST RAMPURA"
"12375","H 30 , DOCTOR GOLI  , MALIBAGH"
"12376","CENTRE FOR THE  REHABILITATION OF THE PARALYSED (CRP) , SECTION 13 , MIRPUR"
"12377","HERMITAGE,H 295,RD 12,BLOCK A,BASUNDHARA R/A"
"12378","meet and greet service , hazrat shahjalal international airport , kurmitola"
"12379","ALL IN ONE MARKET   , CHANBARI , UTTARKHAN"
"12380","NINAKABBO , BIR UTTAM MIR SHAWKAT SARAK , EAST NAKHALPARA , NIKETAN"
"12381","517 , SHAMIM SHARANI ROAD , WEST KAFRUL , POSCHIM KAFRUL"
"12382","NEW MARKET"
"12383","MUNNI FAST FOKD AND MINI CHINESE , H 135 , UTTARA BANK ST , TEJKUNIPARA"
"12384","HASNABAD BAKERY,DHAKA MAWA HIGHWAY"
"12385","TASTY TREAT , DHUPKHOLA , GENDARIA"
"12386","KAZI'S RESIDENCE , HS:463 , RD . 13 , BIK:F , BASHUNDHARA R/A , BLOCK F"
"12387","CITY LP GASS , WEST KAFRUL , TALTOLA , WEST KAFRUL , PASCHIM  KAFRUL"
"12388","SHAHJALAL MULTI STORIED CAR PARKING,NEW AIRPORT RD"
"12389","684, BLOCK F, ROAD 21 , BASHUNDHARA R/A"
"12390","RANIS SHAMAJ BHABAN , H 10 , RD 10 , BANANI"
"12391","RAJDHANI SUPER MARKET , HATKHOLA RD , TIKATULI"
"12392","CKD UROLOGY HOSPITAL,32,ROAD NO 3,MUKTI HOUSING,SHYAMOLI"
"12393","NAVANA NANDALE,44,ROAD 1,NIKETON BLOCK A,NIKETON HOUSING SOCIETY,GULSHAN"
"12394","REGIONAL PASSPORT OFFICE , UTTARA , PLOT 5 , RD 4 ,SECTOR 12,UTTARA"
"12395","ZAYAN DRUGS POINT,RAYER BAZAR,MOHAMMADPUR"
"12396","BADDA POST OFFICE , POST OFFICE RD , MIDDLE BADDA"
"12397","HOME , BLOCK H , BASHUNDHARA R/A"
"12398","KITE ( KIDS INSTITUTE FOR THERAPY AND EDUCATTION ) , BLOCK E , BANASREE"
"12399","ROWSHAN MANZIL , H 191/D , RD 5 , BLOCK A BASHUNDHARA R/A"
"12400","ALLAHR DAN KHABAR HOTEL AND RESTAURANT"
"12401","ALL COMMUNITY CLUB LIMITED , GULSHAN 1 , GULSHAN"
"12402","POPY HOUSE , MIRPUR DOHS"
"12403","INDIGO NUR MANSION,RANAVOLA,UTTARA"
"12404","BRAC UNIVERSITY BIR UTTAM AK KHANDAKAR RD, MOHAKHALI"
"12405","BNK HOSPITAL LIMITED , SHANTIBAGH , MALIBAGH"
"12406","SAMSUNG ELECTRA , 169 , HATIRPOOL , DHANMONDI R/A , PALTAN"
"12407","GRAND BALL ROOM , MES , DHAKA CANTONMENT"
"12408","BOSHAPAR , HOUSE 221, SAYEM SOBHAN ANVIR ROAD , BLOCK C, BASHUNDHARA R/A"
"12409","THE PREMIER BANK LTD , GULSHAN 1 , GULSHAN"
"12410","H 650 RD 3 BLOCK G BASHUNDHARA R/A"
"12411","HEMAYETPUR BUS STOP , DHAKA ARICHA HIGHWAY BILAMALIA , JADUR CHAR"
"12412","ARZED CHAMBER , 13 C/A, BIR UTTAM AK KHANDAKER ROAD, MOHAKHALI C/A, MOHAKHALI"
"12413","DOINIK BANGLA MOR,FAKIRAPOOL,DILKUSHA"
"12414","NIBEDIKA CHATRI HOSTEL , SHANKAR , WEST DHANMONDI"
"12415","DESIGN STUDIO BD ARTITECTURAL & INTERIOR SAYED NAGAR , NOTUN BAZAR"
"12416","H KHA 85/2, JAMTOLA RD , KURMITOLA"
"12417","SECURELINE LTD , BLOCK G , BASHUNDHARA R/A"
"12418","BANANI RD 27 RAJUK FIELD , KAMAL ATATRUK AVE"
"12419","H 48,RD 5,PC CULTURE HOUSING SOCIETY,MOHAMMADPUR"
"12420","DUTCH BANGLA BANK LIMITED FAST TRACK  ROAD 140 , GULSHAN AVENUE , GULSHAN 1"
"12421","H 565/1 , SHAHID BAKI SARAK , TALTOLA , KHILGAON"
"12422","MUKTI GATE , MUKTI HOUSING ROAD , DAKSHIN PIRERBAGH , MIRPUR"
"12423","SWISS TEX GROUP,SAVAR MANIKGANJ RD,1346"
"12424","CHILL CAFE , SECTOR 6 , UTTARA"
"12425","MASDAIR , NARAYANGANJ"
"12426","YOUNG FOTCE SECURITY SERVICES LTD , BLOCK D , BANASREE"
"12427","BUTTER GRACE , PARADISE BHABAN LALBAGH"
"12428","SHAHID FARUK ROAD , GOPIBAG , JATRABARI"
"12429","TRUST FILLING STATION,AIRPORT RD,OLD AIRPORT"
"12430","hazrat shahjalal international airport , airport road new airport road kurmitola sector 2"
"12431","SHYAMOLI ROAD NO. 1 , MUKTI HOUSING, SHYAMOLI"
"12432","10 MONUTE SCHOOL , HOUSE B/107 , ROAD 08 , MOHAKHALI DOHS , DHAKA"
"12433","ESTE  MEDICAL BANGLADESH , BLOCK B BANANI"
"12434","shazeda villa , block a , banani"
"12435","CORIUM BANGLADESH,ADABAR,MOHAMMADPUR"
"12436","AWANA, 22, ROAD 104, GULSHAN 2, GULSHAN"
"12437","FUTURE POINT , RIAZBAG , TALTOLA , KHIGOAN"
"12438","KHANDAN , 60 FEET ROAD, MIRPUR 2"
"12439","KAMINI GARDEN,SECTOR 18,UTTARA"
"12440","TASTY TREAT, RUPNAGAR R/A, MIRPUR2"
"12441","ALOKI,TEJGAON LINK ROAD,NIKETON,GULSHAN"
"12442","T.N.T COLONY , BTCL QUARTER D-TYPE , MOGBAZAR"
"12443","NATIONQAL MEDICAL INSTITUTE OF CARDIVASCULAR DISEASES & HOSPITAL, MIRPUR RD , MUKTI HOUSING , SHYAMOLI"
"12444","HOUSE 20,ROAD 18,SECTOR 13,UTTARA"
"12445","NEW SHOHAG HARDWARE & PAINT , MERUL BADDA"
"12446","RD 26,SECTOR 7,UTTARA"
"12447","TOP TEN TAILORS,H 78,SHER E BANGLA RD,MOHAMMADPUR"
"12448","JAHANGIR NAGAR UNIVERSITY"
"12449","SHANTI MAHAL , H 287/20, ATISH DIPANKAR RD , KHILGAON `"
"12450","22/C,ROAD NO 1,BLOCK D, BASUNDHARA R/A"
"12451","SADIA ENTERPRISE,KA 30,KUWAITI MASJID RD,VATARA"
"12452","GREEN LANDMARK TOWER , LAKE CIRCUS ROAD , KOLABAGAN"
"12453","EVERCARE HOSPITAL,PLOT 81,BASUNDHARA ROAD,BLOCK E,BASUNDHARA"
"12454","AB3 EAST WEST UNIVERSITY,BLOCK A,AFTABNAGAR"
"12455","BANGLADESH THAI ALUMINIUM LTD , KEMAL ATATURK AVENUE , BANANI"
"12456","NEW BIKRAMPUR SWEETS AND BAKERY,
DHAKA ASHULIA HIGHWAT,ABDULLAHPUR"
"12457","LA CASITA , 35 , ROAD 8/A, DHANMONDI R/A"
"12458","MAGNOLIA APARTMENTS,  MASTER PARA RD , SENPARA PARBATA , MIRPUR 10"
"12459","MONIPUR SCHOOL AND COLLEGE , 60 FEET RD , BOROBAG , MIRPUR 2"
"12460","138 EAST GULSAN 1 ROAD 138"
"12461","PRESIDENCY UNIVERSITY , H 11 A , RD 92 , GULSHAN 2"
"12462","H 3, AND 4 , KAMALAPUR RD , MOTIJHEEL"
"12463","GAUSUL AZAM MOR, NILKHET"
"12464","RD 10,SECTOR 4,UTTARA"
"12465","CRAFTSMEN,THE HOME OF SOFTWARE MAESTROS,BLOCK J,BARIDHARA DOHS"
"12466","BKASH CUSTOMER CARE CENTER,SKS TOWER 7 VIP ROAD,MOHAKHALI DOHS,MOHAKHALI"
"12467","RD 9 , SECTOR 3 , UTTARA"
"12468","BTI COSMOPOLITION , BLOCK J , BANANI"
"12469","SKY VIEW TRADE CENTER , SHANTINAGAR , KAKRAIL"
"12470","GOLDEN GLADES , H 61, RD 25 , BANANI"
"12471","GREEN LIFE MEDICAL COLLEGE & HOSPITAL, KM SHAFIULLAH SARAK , DHANMONDI"
"12472","BASHABO KAZI OFFICE , SOUTH BASHABO , BASABON"
"12473","NAGAR MATRISADAN AND NAGAR SASHTHO KENDRO 2 , PALLABI , MIRPUR 13"
"12474","VATARA POLICE STATION,VATARA RD,NOTUN BAZAR,GULSHAN"
"12475","SOUTHERN INTERNATIONAL IMMIGRATION TO CANADA , H 10/28, TAJMAHAL RD , MOHAMMADPUR"
"12476","GREEN LINE BUS COUNTER,OUTER CIRCULAR RD,RAJARBAG,SHANTIBAGH,MALIBAGH"
"12477","BANK ASIA LTD,TEJGAON GULSHAN LINK RD,NIKETON"
"12478","dhaka college , mirpur rd , new market"
"12479","BRAC BANK BASHUDNHARA BRANCH , SAFWAN RD , BLOCK B , BASHUDNHARA R/A"
"12480","HOUSE 79 , LAKE DR ROAD , SECTOR7 , UTTARA"
"12481","LE MERIDIEN DHAKA, AIRPORT RD, NIKUNJA 2"
"12482","32,ROAD 11,SECTION 2"
"12483","AKIJ SELECTIONS , KAMAL ATATURK AVENUE , BLOCK B , BANANI"
"12484","DUTCH BANGLA BANK LTD,CENTRAL RD,DHANMONDI"
"12485","SECRET RECIPE STANDARD OUTLET , GAUSUL AZAM AVE  , SECTOR 13 , UTTARA"
"12486","AHSANIA MISSION CANCER & GENERAL HOSPITAL , AHSANIA MISSION RD , MIRPUR 14"
"12487","H 227, OUTER CIRCULAR RD , MOGBAZAR"
"12488","H 283,H 292,RD 11,BLOCK A,BASHUNDHARA R/A"
"12489","BURGER FREAK"
"12490","H 158/3, CRESCENT RD , DHANMONDI"
"12491","SERENITY , SECTOR 4 , UTTARA"
"12492","H P/27 , NOTUBAG KHILGAON RD , GORAN"
"12493","POPULAR DIAGONS CENTER , AVE 5 , MIRPUR 10"
"12494","PATHAO HQ,CWN (A),3A,ROAD 49,GULSHAN 2"
"12495","BRAC UNIVERSITY,DIT ROAD,MERUL BADDA"
"12496","H 45/A , AMTOLA , KAZIPARA"
"12497","ROAD NO 1, SECTOR 6 , UTTARA"
"12498","UTTARA SECTOR 14 SECTOR PARK , AHALIA ,UTTARA"
"12499","23/A, NORTH CIRCULAR ROAD , DHANMONDI"
"12500","LULU'S CLOSET BY SHUBNAM , RESIDENTIAL AREA , DHANMONDI"
"12501","H 5,RD 1,MOHAMMADI HOUSING SOCIETY,MOHAMMADPUR"
"12502","LAILA TOWER H 21 RD 4 GULSHAN 1"
"12503","AGRANI BANK LTD , B K DAS RD , FARASHGANJ"
"12504","ASSURE TARABON TERRACE , SRCTOR 10 , UTTARA"
"12505","RAMPURA BAZAR BUS STOP , ULON RD , ULON"
"12506","ANAMIKA H 3,4 RD 2, ADABOR"
"12507","SALWA PREMIUM , PLOT -326 . I BLOCK , ROAD -6 , BASHUDNHARA R/A"
"12508","KOSHAI BARI RAILGATE,KOSHAI BAZAR,DAKSHINKHAN"
"12509","GERMAN CLUB REST HOUSE 78 , H 24 , RD 104 , GULSHAN 2"
"12510","BURGER KING , MIRPUR 12 , BLOCK A"
"12511","ICONIC INTERIOR SOLUTIONS LRD,BLOCK K,BANANI"
"12512","LAB AID SPECIALIZED HOSPITAL HOSUE 6 ROAD 4 DHANMONDI"
"12513","SUJON GENERAL STORE,UTTAR KHAN UNION,UTTARA"
"12514","SHANTA WESTERM TOWER , TEJGAON GULSHAN LINK ROAD , NIKETON , GULSHAN 1212"
"12515","FOUR SEASONS RESTAURANT,ROAD 16,DHANMONDI"
"12516","SAYDEBAD BUS STAND"
"12517","ARAMBAGH NDC FOOTOVER BRIDGE,SOUTH KAMALAPUR"
"12518","ROAD 6A , KURMITOLA , SECTOR 5"
"12519","SOUTH KAFRUL,DHAKA"
"12520","MOHAKHALI DOHS PARK , MOHAKHALI DOHS , MOHAKHALI"
"12521","FARIDABAD HIGH SCHOOL,FARIDABAD LN,GANDARIA"
"12522","H 151/A , DOCTOR GOLI , MALIBAGH"
"12523","578,ROAD NO 9, BASUNDHARA R/A"
"12524","PALASTINA EMBASSY,GULSHAN 1,GULSHAN"
"12525","LUBANA GENERAL HOSPITAL % UTTARA CARDIAC SENTER , GARIB E NEWAZ AVE , SECTOR 13 , UTTARA"
"12526","GRAMEENPHONE HEAD OFFICE,ALHAZ ABDUS SOBHAN RD,BLOCK B,KURIL"
"12527","CHANDRA AMIN,529,BLOCK F ROAD 17,BASUNDHARA R/A"
"12528","SPRING MIST,116,D BLOCK 6 NO ROAD,BLOCK D,BASUNDHARA R/A"
"12529","MAISHA TELECOM , DHAKA MYMENSINGH HIGHWAY , WEST ARICHPUR , MOINARTEK"
"12530","KHATI BAZAR CIRCULAR ROAD , GREEN ROAD"
"12531","H 405 , AFTAB UDDIN AHMED RD , BLOCK B BASHUNDHARA R/A"
"12532","JADU BANGLA RESTAURANT , BLOCK F , BANANI"
"12533","DREAM STAR , H 21 , SHADHINOTA SARANI , NORTH BADDA"
"12534","SCIENCE LAB BUS STOP , SCIENCE LABORATORY RD , ELEPHANT RD"
"12535","FORM.3 ARCHITECTS , BLOCK B , BANANI"
"12536","70,ROAD NO 5,BLOCK D,BASUNDHARA R/A"
"12537","ROAD NO 15, BLOCK A , BASHUNDHARA R/A"
"12538","ANISHA - AMBULANCE SERVICE 24 HOURS , KALLYANPUR , TECHNICAL MOR"
"12539","RD 12,BLOCK C,MIRPUR 6"
"12540","NOBORATRI - HALL 4 , INTERNATIONAL CONVENTION CITY BASHUNDHARA ( ICCB ) , PURBACHAL 300 FEET ROAD , DHAKA"
"12541","EASTERN BANK LTD,LAKE DRIVE RD,SECTOR 7,UTTARA"
"12542","TELECOM BHABAN , RAINKHOLA , MIRPUR 1"
"12543","PIZZA FERIWALA,BLOCK D,LALMATIA"
"12544","TECHNICAL & VOCATIONAL EDUCATION INSTITUTE (TVEI) , PANTHAPATH"
"12545","WANDER INN RESTAURANT AND CONFECTIONERY , HAJ CAMP RD , CAAB COLONY , DAKSHINKHAN"
"12546","TORUCHAYA 18/B , ROAD NO , 14 , DHANMONDI R/A"
"12547","SR TRAVEL EXPRESS , MOTIJHEEL"
"12548","FLEET BANGLADESH ( HEAD QUARTER ) , ROAD 5 , BLOCK F , BANANI"
"12549","H 2/7 , NORTH SOUTH RD , BLOCK A , BANASHREE"
"12550","REX , BEGUM ROKEYA SHARANI , SECTION 6"
"12551","CHARGE GOLI,EAST KAFRUL"
"12552","MANARAT DHAKA INTERNATIONAL SCHOOL AND COLLEGE , RD 104 , GULSHAN 1"
"12553","BRAC UNIVERSITY ( NEW CAMPUS ), DIT RD , MERUL BADDA"
"12554","MOULANA BHASANI RD,SHAHBAG"
"12555","ALIF'S ENGINEERING , SECTOR 4 , UTTARA"
"12556","APOLLO HOSPITAL , SAYEM SOBHAN ANVIR ROAD , BLOCK D , BASUNDHARA R/A"
"12557","BASUNDHARA R/A , G BLOCK , ROAD  4 , HOUSE NUMBER 244 ,245"
"12558","MIRPUR 10 CIRCLE"
"12559","BLESSING HOMES LIMITED , SECTOR 6 , UTTARA"
"12560","MARZIA  PHARMACY , 15 ROAD NO 1, MOHAMMADI HOUSING LIMITED , MOHAMMADPUR"
"12561","BASIRON VILLA, 5/2 , SHARAT CHANDRA CHAKRABORTY ROAD , NOORBAGH , BABU BAZAR"
"12562","IDEAL COMMERCE COLLEGE,H 81 83,GREEN RD"
"12563","APARAJITA ( A1 ) , SHYAMOLI , MOHAMMADPUR"
"12564","AL ARABIAN CAKE & SWEETS, BIR UTTAM A.K KHANDAKER , SOROK , MOHAKHALI"
"12565","LATIFA SHARIFF , HOUSE 296 , ROAD NO. 12 , BLOCK C , BASUNDHARA R/A"
"12566","GULSHAN SOCIETY JAME MASJID , BLOCK A , BANANI"
"12567","ASSURE LOTAS GARDEN,HOUSE 77/B,ROAD 4,BLOCK G,RAMPURA,BANASREE"
"12568","ROAD 27(NEW 16),MOHAMMADPUR"
"12569","ENCHANTER , SECTOR 13, UTTARA"
"12570","NABILAS PREMIMUM KITCHEN , DHONIA , SHONIAKHRA"
"12571","ROAD 27 ( NEW 16 ) , DHANMONDI R/A"
"12572","AGRANI BANK LIMITED , SHAHEED TAJUDDIN AHMED AVENUE , NABISCO TEJGAON INDUSTRIAL AREA"
"12573","PRETEX,SECTOR 4,UTTARA"
"12574","H 805, KAMAL KHAN RD , IBRAHIMPUR"
"12575","independent university bangladesh (iub) , bashundhara r/a"
"12576","JAMAL STORE,BAKSHI BAZAR,OLD DHAKA"
"12577","SMITHS CAFE,HB TOWER,ROAD 23,GUYLSHAN 1,GULSHAN"
"12578","CHANDRASHILA SUVASTU TOWER,H 69/1,PANTHAPATH"
"12579","DRY CANTEEN DAZZLING 30,MIRPUR CANTONMENT"
"12580","THE RAX HOUSE 227 , SAYEM SOBHAN ANVIR ROAD , BLOCK C, BASHUNDHARA R/A"
"12581","THE KITCHEN , DOHS , MIRPUR"
"12582","H 1/2, SUKRABAD RD , SUKRABAD"
"12583","SANAKY WATER PURIFIER,MOHAKHALI DOHS"
"12584","JAPAN GARDEN CITY , BUILDING 19, FLAT 701, MOHAMMADPUR"
"12585","RD 26, GULSHAN 1"
"12586","GABTALI BUS TERMINAL , GABTALI , GABTALI"
"12587","TSC AUDITORIM , SHAHBAG RD  TSC"
"12588","111/1 , ROAD 35 , GULSHAN 2, GULSHAN"
"12589","B BARIA GENERAL STORE,BASUNDHARA R/A"
"12590","NEXT GENERATION DENTAL CENTER , 12, ROAD NO, 14 DHANMONDI R/A"
"12591","MA FUSKA , NIKUNJA 2"
"12592","500/A , MIRPUR ROAD , DHANMONDI"
"12593","UNITED INTERNATIONAL UNIVERSITY MAIN CAMPUS PLAYGROUND, VATARA BRIDGE"
"12594","H 110,KAZI OFFICE LN,DIDDHESWARI"
"12595","RD 16 , MOHAKHALI DOHS"
"12596","HIRAJHIL HOTEL , H 22 , TOYENBEE RD , MOTIJHEEL"
"12597","DEMRA STAFF QUARTER,DHAKA DEMRA HIGHWAY,SHONIR AKHRA,JATRABARI"
"12598","363/9/A, NORTH PEREBUG , MUKTI HOUSING , MODDHO PAIKPARA"
"12599","MOGHOL HERITAGE,H 168/8,GREEN RD"
"12600","A S ENTERPRISE H 200/38,BIR UTTAM MIR SHAWKAT SARAK,GULSHAN 1"
"12601","SALAM TEA STORE , WEST KAFRUL MIRPUR"
"12602","BAITUL HIQMAH , EAST GORAN"
"12603","MI ROOM ROAD,MATIKATAMIRPUR 12"
"12604","ASGAR ALI HOSPITAL CAR PARKING LOT , DISTILARY ROAD , GOPIBAG , DAYAGANJ"
"12605","JUICE AND COFFEE HOUSE,SOUTH KURIL"
