"","location"
"12954","MEDI HOME HOSPITAL,PIRERBAG,MIRPUR"
"12955","DELTA HOSPITAL , DAR US SALAM ROAD , MOFIZBAGH HOUSING , SHAH ALI BAGH"
"12956","DOMETIC TERMINAL
HAZRAT SHAHJALAL INTERNATIONAL AIRPORT"
"12957","CAFE GULSHAN HOTEL AND RESTAURANT , H 22/KA , RD 18 , NIKUNJA 2"
"12958","CIATLE SUITES & RESORT DHAKA , GULSHAN 1"
"12959","RD 5 DIT PROJECT MERUL BADDA"
"12960","PIZAA INN,RD 8,BANANI"
"12961","24 , ROAD 7 , DHANMONDI R/A"
"12962","SHOBUJBON NOOR TOWER , DABANOL SHONGSHOD ROAD , EAST RAMPURA , HAJIPARA, DHAKA 1`219"
"12963","SECRET RECIPE GULSHAN2FLAGSHIP,GULSHAN 2,GULSHAN"
"12964","SATYA BAZAR , SOBHAN BAG, DHANMONDI"
"12965","100 FT GORU CHAGOLER HAAT,MADANI AVENUE,100 FT"
"12966","ZAHEEN KNITWEARS  LTD , ROAD 13C , BLOCK  E, BANANI"
"12967","OGSB MATERNITY HOSPITAL,RD 2,MIRPUR 1"
"12968","HOLYCROSS GIRLS HIGH SCHOOL , TEJKUNIPARA RD , TEJKUNIPARA"
"12969","CK MARITIME LTD , PLOT 836 , ROAD 12 , AVENEW 3 , MIRPUR DOHS"
"12970","GULSHAN CENTRAL PARK & SPORTS COMPLEX,GULSHAN 2,GULSHAN"
"12971","JAHANARA  GARDEN RD , FARMGATE  TEJGAON"
"12972","KALABAGAN 1ST LANE , DHANMONDI"
"12973","MIRPUR 11 METRO RAIL STATION , DHAKA"
"12974","ABUL BASHAR RESIDENTIAL , BLOCK D BASHUNDHARA R/A"
"12975","KAMRUL RICE AGENCY , ADARSHA NAGAR BADDA"
"12976","VASANTEK MARKET,BAZAR RD,VAASHANTEK"
"12977","AGB COLONY MASJID MARKET,AGB COLONY KACHA BAZAR RD,IDEAL ZONE,MOTIJHEEL"
"12978","SHEIKH HASINA NATIONAL INSTITUTE OF BURN AND PLASTIC SURGERY"
"12979","H KA /122, NURANI MASJID RD , JOAR SHAHARA"
"12980","LINK ROAD 9 , MIRPUR DOHS, MIRPUR 12"
"12981","THE PARK REDIANCE , HOUSE 412 , NSU DRIVEWAY , BLOCK B , BASUNDHARA R/A"
"12982","H 464/3/4 , ULON RD , ULON"
"12983","ARC STUDIO,KATABON,NEW MARKET"
"12984","BAZLUR RAHMAN MANSION , BLOCK J , BASHUNDHARA R/A"
"12985","SHIULI , H 18 20 , RD 5 , PC CULTURE HOUSING SOCIETY , MOHAMMADPUR"
"12986","BANDBOX LAUNDRY SERVICE , NEW ESKATON"
"12987","AF PHARMA , ODDHOKKHO , KHAGENDRA NATH CHAKRABORTY ROAD , COLLEGE ROAD, CHAIRMN BARI , GOLACHIPA  , NARYANGANJ 1400"
"12988","CHEF'S TABLE COURT SIDE"
"12989","DUTCH BANGLA BANK LTD ATM , RD 3 , SHAH ALI BAG , MIRPUR 1"
"12990","WAFFLE TIME,RANKIN STREET,WARI"
"12991","ROAD 1 NIKETON BLOCK A,NIKETON HOUSING SOCIETY,GULSHAN"
"12992","KING BAKERY , NAYA PALTAN"
"12993","DHAKA DENTAL COLLEGE HOSPITAL,BHASHANTEK MIRPUR RD,MIRPUR 14"
"12994","ZHR DIGITAL RESIDENTIAL AREA , DHANMONDI"
"12995","KATHALTOLA DAIRY FARM EAST MONIPUR"
"12996","S R VILLA , H 46 , LAKE DRRIVE RD , NIKUNJA 1"
"12997","RAFIQ VARIETIES STORE,15,BINDU BRITTO GOLI,SENPARA PARBATA,PURBA KAZIPARA"
"12998","HOPUSE 7,KASHFUL APARTMENT,BLOCK G,AFTABNAGAR"
"12999","SUPER TANGAIL CHOMCHOM SWEETS,RESIDENTIAL AREA,DHANMONDI"
"13000","UNICEF BANGLADESH,SAYED MAHBUB MORSHED ROAD,SHER E BANGLA NAGAR"
"13001","SAC NSU RD , BLOCK B , BASHUNDHARA R/A"
"13002","CADET COLLEGE LIMITED,SECTOR 12,PURBACHAL"
"13003","HOUISE 24 , ROAD 18 , SECTOR 3, UTTARA"
"13004","RANGS COURTYARD,COCA COLA ROAD,VATARA"
"13005","SOD,HATIRJHEEL LINK RD,SOUTH BADDA"
"13006","NAHAR ACADEMY HIGH SCHOOL,BEGUM ROKEYA SHARANI,SECTION 12"
"13007","H 287/A,SHAFIAT RD,BLOCK C,BASUNDHARA R/A"
"13008","SUNDARBAN COURIER SERVICE ( PVT ) LTD , UTTARA BRANCH , SECTOR 9"
"13009","IBRAHIM MEDICAL COLLEGE , MAOLANA BHASANI ROAD , FAKIRAPOOL, PALTAN"
"13010","IDEAL SCHOOL AND COLLEGE,MOTIJHEEL
"
"13011","KHILGAON EIDGAH MASJID , RD 22 , TILPAPARA , KHILGAON"
"13012","ZAM ZAM CONVENTION HALL,MUKTOBANGLA SHOPPING COMPLEX,MIRPUR 1"
"13013","RAJLAKSHMI BUS STOPAGE ,UTTARA, SERVICE ROAD, KURMITOLA ,SECTOR 3"
"13014","AISHA ONLINE STORE , SECTOR 13 , UTTARA"
"13015","NORDA BUS STOP,PRAGATI SARANI,BARIDHARA GULSHAN"
"13016","H 266/B , ALLEY , BLOCK C , BASUNDHARA R/A"
"13017","RD 8,SECTOR 6,UTTARA"
"13018","KHELAGHOR MATH , TEJKUNIPARA RD , TEJKUNIPARA"
"13019","AZAMPUR KACHA BAZAR,SHAH KABIR MAZAR RD,AZAMPUR,DAKSHINKHAN"
"13020","LOKNAQTH PHARMACY , TATI BAZAR , KOTOWALI"
"13021","YUMCHA DISTRICT , GULSHAN 1 , GULSHAN"
"13022","MOHAMMADPUR PREPARATORY HIGH SCHOOL ( GIRLS SECTION ) SIR SAYED ROAD MOHAMMADPUR"
"13023","ESKAYEF PHARMACEUTICALS LTD,BLOCK B,BANANI"
"13024","H 141 , RD 6 , BLOCK C , BASUNDHARA R/A"
"13025","AGORA UTTARA -13 BRANCH , SECTOR 13"
"13026","HENA HEIGHTS 209 D BLOCK 6 NO ROAD BLOCK D BASHUNDHARA R/A"
"13027","DHAKA UNIVERSITY,DHAKA"
"13028","SOFT TECH ,  NURERCHALA RD , NURER CHALA"
"13029","DHAKA REGENCY HOTEL & RESORT , NIKUNJA 2"
"13030","MOHAMMAD ABDUL KASHEM , 187 , I BLOCK ROAD 9 , BASHUNMDHARA R/A"
"13031","BANASREE CENTRAL JAME MASJID,BLOCK D"
"13032","44, CHOWDHURY APARTMENT BIAM ROAD , NEW ESKATON , DHAKA"
"13033","ROSNI ENTERPRISE,BLOCK D,MIRPUR 2"
"13034","IBN SINA PHARMACY,H 48,RD 9A,DHANMONDI"
"13035","ANWER KHAN MODERN HOSPITAL PHARMACY , GREEN ROAD , DHANMONDI"
"13036","HAZRAT SHAH ALI MAZAR , MAZAR RD , MIRPUR 1"
"13037","SAGAR SAIKAT CNG FILLING STATION"
"13038","NEW BODHUYA SHOEZ , AZIMPUR , LALBAGH"
"13039","SOUTHBREEZE SQUARE , 52 , GULSHAN AVENUE , DAKKHIN BADDA , GULSHAN"
"13040","DHAKA AIRPORT RAILAWAY STATION , DHAKA MYMENSINGH  HIGHWAY , KURMITOLA"
"13041","5 TALA QUARTER B1 , RUPNAGAR ROAD EXTENDED PALLABI , MIRPUR"
"13042","COZY SITTERS, BLOCK B , MIRPUR 12"
"13043","MS. TRADING INTERNATIONAL & AUTOMODILES MIR HAZIRBAGH JATRABARI"
"13044","LE MEREDIEN,DHAKA,H 79/A COMMERCIAL AREA,NEW AIRPORT RD,KHILKHET"
"13045","KHAN APARTMENTS , 13 , ROAD 28 ( NEW 15 ) , DHANMONDI R/A"
"13046","GLOBAL WATER TECHNOLOGY , SEGUNBAGICHA  ROAD"
"13047","SOVEREIGN TECHNOLOGT LTD , BARIDHARA J BLOCK , NOTUN BAZAR"
"13048","THE BEAUTY MALL , BLOCK D , BANANI"
"13049","DHAKA EYE CARE HOSPITAL , SECTOR 7 , UTTARA"
"13050","CHARUKOLA,BOKULTOLA,DHAKA UNIVERSITY,SHAHBAGH"
"13051","BLOCK A , ROAD 18 , HOUSE 9 , BANANI"
"13052","H 906/2,BEGUM ROKEYA SARANI,WEST SHEWRAPARA"
"13053","KFC BAILY RD"
"13054","NADDA FOOTOVER BRIDGE,NADDA"
"13055","DELTA MOVIE COLLEGE AND HOSPITAL,TOLARBAG,MIRPUR 1"
"13056","GS MONEY PIZZA HUT UTTARA 13 , SECTOR 13 , UTTARA"
"13057","186 , DECENT SHAMEEM TOWER , HAJI LAL MIAH SARKER ROAD , MURADPUR , DHAKA 1204 , JANATA MARKET , POSTOGOLA"
"13058","ZAM ZAM RESTAURANT , H 5 , RD 13 , SECTOR 4 , UTTARA"
"13059","APAN ACHAL , H 92, RD 23/A, BANANI"
"13060","RD 6 B , BANANI DOHS"
"13061","SILVERSHINE,H 55,RD 27,BANANI"
"13062","SUVO INTERNMATIONAL TRADE & TRAVELS , NAYA PALTAN"
"13063","HAJIM  KACCHI , JIGATOLA , HAZARIBAGH"
"13064","ROAD 1 , BLOCK F , SECTOR 1 , AFTABNAGAR"
"13065","meradia kacha bazar"
"13066","DR FAHMIDA ZABEEN-PEDIATRIC NEONNATOLOGIST & ENDOCRINOLOGIST,BLOCK E,BASUNDHARA R/A"
"13067","H 275/2, SIPAHIBAG RD , KHILGAON"
"13068","H 14, RD 2, BLOCK A , BANASREE"
"13069","DREAM TOUCH AQUATIC , GAUSIA MARKET , NEW MARKET"
"13070","ROSEWOOD,HOUSE 208,ROAD 3,BLOCK B,BASUNDHARA R/A"
"13071","MEGHNIL BHABAN , H 41 /C, RD 2 , MOHAMMADI HOUSING LTD , MOHAMMADPUR"
"13072","EASTERN PLAZA , BIR UTTAM CR DATTA RD , HATIRPOOL"
"13073","FARABI GENERAL HOSPITAL , 8/3, ROAD NO 14, DHANMONDI"
"13074","APEX DATA MANAGEMENT & IT LTD BLOCK E BANANI"
"13075","RD 1 A , SECTOR 5 , UTTARA"
"13076","AUSTRALIAN HIGH COMMISSION,RD 84,GULSHAN 2"
"13077","DHAKA INTERNATIONAL TRADE FAIR (DITF) , SECTOR 21 , PURBACHAL"
"13078","EMU COMPUTER,GACCHA"
"13079","CHEESY SLICE,SULTAN MANSION,MIRPUR"
"13080","35/17,ROAD 14,MUKTI HOUSING,UTTAR SHYAMOLI,PASCHIM AGARGAON"
"13081","ALMAS SUPER SHOP,RESIDENTIAL  AREA,DHANMONDI"
"13082","NATIONAL CANCER INSTITUTE AND HOSPITAL TB GATE RD MOHAKHALI"
"13083","FRY IN KORAI , 24 MITALI ROAD , JIGATOLA DHANMONDI"
"13084","H 24,RD 2,BANANI"
"13085","NARIA NOOR , 6 , ROAD 12 , SECTION 6"
"13086","BRAC UNIVERSITY (NEW CAMOUS ) , DIT RD , MERUL BADDA"
"13087","ESKATON FANTASIA,H 122,123,NEW EASKATON RD,NEW ESKATON"
"13088","GOR-E-SHAHID MAZAR TAXI STAND , AZIMPUR , LALBAGH"
"13089","LOS TECHNOLOGY,INDUSTRIAL AREA,TEJGAON"
"13090","NURERCHALA TAHASIL OFFICE , NURERCHALA RD , NOTUN BAZAR , BADDA"
"13091","DHAKA CHITTAGONG HIGHWAY , SONTEK , JATRABARI"
"13092","HASAN HERITAGE,H 18,RD 5,DHANMONDI"
"13093","A.P. MOLLER MAERSK LINE , ROAD 11 , BLOCK M , BANANI"
"13094","NORTH END COFFEE ROASTER DHANMONDI RESIDENTIAL AREA"
"13095","DHAKA UDDAN POLICE BOX , MOHAMMADPUR"
"13096","FRESCO, H 36,NORTH RD,DHANMONDI"
"13097","MUGDAPARA GENERAL HOSPITAL , HAZI KODOM ALI RD , MUGDAPARA , SABUJBAG"
"13098","AS SUNNAH HIJAMA CUPPING THERAPY IN DHAKA,MIRPUR 13"
"13099","HOUSE 91A, ROAD 23A, BLOCK B , BANANI , DHAKA"
"13100","HOMELAND MAHABUB PALACE, HOUSE #295/A , SAYEM SOBHAN ANVIR ROAD , BLOCK C, BASHUNDHARA R/A"
"13101","SUITE 2ND , HOUSE 69, ROAD 13 , SECTOR 13 , UTTARA , DHAKA"
"13102","BAITUL MOKARRAM JEWELRY MARKET , H 3 , GPO RD , PURANA PALTAN"
"13103","IDEAL SCHOOL AND COLLEGE BANASHREE BRANCH , MAIN RD , BLOCK D , BANASHREE"
"13104","KING FISHER RESTAURANT , ROAD 46 , GULSHAN 2, GULSHAN"
"13105","MEHER MANSION , H 4 , RAMPURA BANASHREE RD , BLOCK E , BANASHREE"
"13106","CITY PLAZA FULBARIA SUPER MARKET ,MOTI SARDER RD , FULBARIA"
"13107","RD 12 , BLOCK A , BASUNDHARA R/A"
"13108","TWELVE30 CAFE , SECTOR 3 , UTTARA"
"13109","FARHANA & FERGANA , H 3& 1, JANATA HOUSING RD , ADABOR"
"13110","JBS GRAND SULTAN , BLOCK I , BASHUNDHARA R/A"
"13111","HOUSE 10 , ROAD 23 , KAMARPARA , UTTARA"
"13112","BIBISONA  ENTERPRISE , SECTOR 10 , UTTARA"
"13113","MOHAMMADPUR KRISHI MARKET , SHYAMOLI"
"13114","PALTAN JAME MASJID  , NAYA PALTAN RD , NAYA PALTAN"
"13115","VATARA CIRCLE , VATARA RD , VATARA"
"13116","RD 15 ,SECTOR 11, UTTARA"
"13117","BG PRESS HIGH SCHOOL  , SHAHID TAZUDDIN AHMED AVE , TEJGAON INDUSTRIAL AREA"
"13118","HIGHLAKANDI HOUSE,21/5,BIZLY MOHOLLA,BLOCK F,MOHAMMADPUR"
"13119","FORMOSA QQ TEA , GREEN ROAD , DHANMONDI"
"13120","CKD UROLOGY  HOSPITAL , 32, ROAD NO 3, MUKTI HOUSING , DHYAMOPLI"
"13121","CIBA BEAUTY LOUNGE,RAJARBAG,MALIBAG"
"13122","KHANBAG JAME MASJID , BADDA GIRLS SCHOOL RD , NORTH BADDA"
"13123","KHILGAON RAILGATE CIRCLE"
"13124","GRAMEENPHONE HEAD OFFICE,ALHAZ ABDUS SOBHAN RD,BLOCK B,BASUNDHARA R/A"
"13125","UNITED CONVENTION CENTRE , HAZRAT  SHAHJALALINTERNATIONAL AIRPORT KURMITOLA"
"13126","MIRPUR DOHS,AVENUE 3,ROAD NO 8,HOUSE NO 578"
"13127","KANU LAL MISTANNO BHANDAR,H 105,MUGDAPARA,SABUJBAG"
"13128","ROAD NO,7 MOHAMMADI HOUSING LYD,MOHAMMADPUR"
"13129","DHAKA MEDICAL COLLEGE HOSPITAL , SIR SAYED RD , UNIVERSITY OF DHAKA"
"13130","SPRC & NEUROLOGY HOSPITAL,H 135,NEW ESKATON RD,NEW ESKATON"
"13131","JAMUNA FUTURE PARK ENTRY WAY , PROGATI SARANI BASHUNDHARA"
"13132","ANAMIKA CONCORD SHOPPING MALL , BEGUM ROKEYA SARANI , KAZIPARA"
"13133","SNACKBAR EXPRESS,FOOD ZONE,NAYA PALTAN"
"13134","THE SECRET GARDEN,BLOCK E,BANANI"
"13135","KAWLA RAIL GATE , CAAB COLONY"
"13136","ANGLE ARTS , TEJKUNIPARA , TEJGAON"
"13137","SOUTHEAST UNIVERSITY,NABISCO ROAD,INDUSTRIAL AREA,TEJGAON"
"13138","BKASH LTD,H 114,KAZI NAZRUL ISLAM AVE,PARIBAG,RAMNA"
"13139","BATTALION BOU BAZAR , MIRPUR 14"
"13140","SOLMAID KHANDAKAR BARI MOR , MASJID RD , VATARA"
"13141","BIR UTTAM RAFIQUL ISLAM AVE,MADDHA BADDA,BADDA"
"13142","quantum maple garden , sector 11, uttara"
"13143","BANGLADESH ENVIROMENTAL LAWYERS ASSOCIATION ( BELA ) , RESIDENTIAL AREA , DHANMONDI"
"13144","RD 10 ., BLOCK H , GUDARA GHAT MIRPUR 1"
"13145","MAOLANA BHASANI ROAD , FAKIRAPOOL , PALTAN"
"13146","ABDULLAH DRUG HOUSE , ROAD 24 , PALLABI 2ND PHASE ( EASTERN HOUSING ) , MIRPUR"
"13147","189 , ROAD 10 , SECTION 12"
"13148","291/5/2, DAKKHIN PAIKPARA , MUKTI HOUSI9NG , MODDHO PAIKPARA"
"13149","GENDA KACHA BAZAR , POUROSOVA RD , 1340"
"13150","ACI GODREJ AGROVET PVT . LTD , BIR UTTAM AK KHANDAKAR RD , GULSHAN 1"
"13151","UNITED CITY R/A, MADANI AVENUE , 100 , FEET ROAD"
"13152","COMBINED MILITARY HOSPITAL (CMH) , SHAHID SARANI , DHAKA CANTONMENT"
"13153","HOT & SPICE,MIDDLE BADDA"
"13154","HAKIM TOWER , PROGATI SARANI , KURIL CHOURASTA , VATARA"
"13155","INDEPENDENCE UNIVERSITY BANGLADESH (IUB) , BASHUNDHARA R/A"
"13156","ROAD 23/A , BANANI"
"13157","KABAB VILLAGE AND RESTAURANT , H 30 , RD 6 , DHANMONDI"
"13158","MIRPUR DOHS AVENUE 2, ROAD 12 , HOUSE 887"
"13159","HOUSE 12 , ROAD 1 , SECTOR  5 , UTTARA"
"13160","rajlokkhi complex, sector 3, uttara"
"13161","20 STORIED BUILDING BHABAN NO 2,AGB COLONY,MOTIJHEEL"
"13162","MOON RESTAURANT AND CAFE , AUCHPARA , TONGI"
"13163","CONCORD MUMTAZ KARIM HERITAGE , HOUSE 76 , SATMASJID ROAD , SHANGKAR"
"13164","DHAKA BOYS & GIRLS COLLEGE , SECTOR 9 UTTARA"
"13165","VAGOLPUR JAME MASJID,CERAMICS RD,1340"
"13166","1000FIX SERVUCES LTD , WEST SHEWRAPARA , MIRPUR"
"13167","BATA FLAGSHIP STORE , RING ROAD , DHAKA , TAJMAHAL ROAD , MOHAMMADPUR"
"13168","H 12 , RD 4 , BLOCK C , BANASHREE"
"13169","POLT 488,RD 15,BLOCK G,BASUNDHARA R/A"
"13170","BANGLADESH FOOTBALL FEDERATION  , GAZI GOLAM DASTAGIR RD , ARAMBAG"
"13171","HOTHAT MARKET , DHAKA CITY BYPASS RAYERDIA , RUPGANJ , NARYANGANJ"
"13172","BANK ASIA LTD , H 57 , GULSHAN AVE , GULSHAN"
"13173","NATIONAL HEART FOUNDATION HOSPITAL,TOLARBAG,MIRPUR 1"
"13174","WAHAB NIBASH , H 464 , RD 5 , KHILGAON"
"13175","MITALI ROAD JAME MASHJID"
"13176","HOWLADER ENGINEERING DHUPKHOLA , GENDARIA"
"13177","CHILIS , H 40, MOHAMMADPUR RING RD , JANATA HOUSING"
"13178","IDB BHABAN , AGAGRAGON , , DHAKA BEGUM ROKEYA SHARANI , WEST KAFRUL , PURBA KAZIPARA"
"13179","UDAY TOWER,PLOT 57 7 57/A,GULSHAN AVE,GULSHAN 1"
"13180","HOUSE 471, ROAD 5, CHOWDHURY PARA BLOCK C, KHILGAON"
"13181","H 1/D , RD 12C , BLOCK C , BASUNDHARA R/A"
"13182","HOUSE 46 , ROAD 12, SECTOR 10, UTTARA"
"13183","GRAMEEN BILAS RESTAURANT,SECTOR 15,PURBACHAL"
"13184","AL BARAKAH GENERAL HOSPITAL , OUTER CIRCULAR RD , RAJARBAG , SHANTIBAG , MALIBAGH N"
"13185","INDEPENDENT UNIVERSITY , H 16 , AFTAB UDDIN AHMED RD , BLOCK B , BASUNDHARA R/A"
"13186","BURGER KING , H 104 , RD 11 , BANANI"
"13187","SHANGHAI 10 , H 100 , RD 11 , BANANI"
"13188","ABDULLAHPUR BUS STOP , UTTARA"
"13189","ALPHA EDUCATION ENGLISH MEDIUM COACHING"
"13190","MA ENTER UTTARA 8 NO . SECTOR"
"13191","HOUSE 271/8,NIRIBILI HOUSING,SHANKAR,WST DHANMONDI"
"13192","SCHOOL GROUND, NURJAHAN RD , MOHAMMADPUR"
"13193","CADET COLLEGE CLUB LIMITED , SECTOR 12 , PURBACHAL"
"13194","CP FIVE STAR ( ONE FOOD ) , ROAD 12 , SECTOR 10 , UTTARA"
"13195","BANGLADESH BAR COUNCIL , MOULANA BHASANI RD , RAMNA"
"13196","TEJGAON INDUSTRIAL AREA POLICE STATION,SHAHID TAJUDDIN AHMED AVE,TEJGAO I/A"
"13197","CHONDRIMA UDDAN ( ZIA UDDANB )/CHONDRIMA PARK , PASCHIM NAKHALPARA , SHER E BANGLA NAGAR"
"13198","BIJOY RAKEEN CITY , HOUSE B6 , MUHAMMAD AL-FAITH AVENUE MIRPUR 15"
"13199","RHYMES RESIDENCE"
"13200","JAMUNA BANK  LIMITED ATM , SECTOR 7 , UTTARA"
"13201","KHANAS , JIGATOLA , DHANMONDI"
"13202","S.R TRAVELS (PVT) LTD , KALLYANPUR , DHAKA MIRPUR"
"13203","BANANI DOHS PARISHAD & COMMUNITY CENTRE RD 2 BANANI DOHS"
"13204","H 93 , RD 3 ,BLOCK C , BASUNDHARA R/A"
"13205","HOUSE 26/C , ROAD 4, POST OFFICE , DHAKA CANTONMENT"
"13206","CHUNK , RD 5 , DHANMONDI"
"13207","BAKSHIBAZAR,UNMESH DATTA RD,BAKSHI BAZAR"
"13208","MUTUAL TRUST BANK LIMITED , ARMANITOLA ROAD , ARMANITOLA  , BABU BAZAR"
"13209","gulshan lake touch building , h 16 , 141 ,  gulshan 1"
"13210","6,ROAD 5,SECTION 2"
"13211","MONIGANDHA , HOUSE 25 ROAD 9A"
"13212","BLOCK C, BANASREE"
"13213","JBS GRAND SULTAN , BLOCK I , BASHUDNHARA R/A"
"13214","30, KALSI ROAD , SECTION 11"
"13215","SERVICE ROAD , KURMITOLA , SECTOR 3"
"13216","CLASS BRICKS & CERAMICS LIMITED GULSHAN 2 , GULSHAN"
"13217","WORLD UNIVERSITY OF BANGLADESH (WUB), AVENUE 6, SECTOR 17, UTTARA"
"13218","SOUTH BANASREE JAME MASJID , H 115, TITAS RD , PURBA GORAN"
"13219","MUMTAJ MAHAL , H 11, RD 3, SECTOR 9 , UTTARA"
"13220","BANGLADESH ARMY STADIUM, BANANI"
"13221","HOUSE 22/1,ROAD 1,BLOCK D, BASUNDHARA R/A"
"13222","RAJBARI GENERAL STORE,KAMALAPUR"
"13223","RD 8 , BLOCK D , MIRPUR 12"
"13224","DR TOWER CULVERT ROAD,FAKIRAPOOL,PALTAN"
"13225","ROAD 8 , SECTION 2"
"13226","ISPAHANI ISLAMIA EYE INSTITUTE AND HSOPITAL , KHAMARBARI RD , AFRMAGTE"
"13227","FH ASSOCIATION,FOOD FOR HUNGRY,ROAD 4,BLOCK B,BANANI"
"13228","STAR HOTEL ,BCC RD , THATARI BAZAR"
"13229","abdur rahman , 10, road 11, nikunja 2"
"13230","JAMUNA FUTURE PARK , ENTRY WAY  , PROGATI SARANI , BASHUDNHARA"
"13231","PADMA AMBULANCE , GULSHAN 2, GULSHAN"
"13232","GLORIA JEANS COFFEE, ROAD 71, GULSHAN 2, GULSHAN"
"13233","SILVER SPRING , BLOCK D, BASHUDNHARA R/A"
"13234","POLASH BARI BUS STOP , NOBIBOGOR KALIAKOIR ROAD , NOBINOGOR"
"13235","shapla building mist , mirpur cantonment"
"13236","URBAN SOUTHERN HEIGHTS, RESIDENTIAL AREA , DHANMONDI"
"13237","449, AHMED AKBAR SOBHAN AVENUE , BLOCK D, BASHUNDHARA R/A"
"13238","HAZRAT SHAHJALAL INTERNATIONAL AIRPORT. TERMINAL 2,AIRPORT RD,NEW AIRPORT ROAD,KURMITOLA,SECTOR 2"
"13239","CUSTOMS , EXCISE & VAT COMMISSIONERATE , DHAKA ( NORTH ) , SECTOR 7 , UTTARA"
"13240","APARAJITA , SECTOR 13 , UTTARA"
"13241","INDULGE UTTARA,SECTOR 13"
"13242","AFRIN , H 14 B, RD 1, AFTAB NAGAR PROJECT , BADDA"
"13243","THAI EMERALD , GULSHAN 1 , GULSHAN"
"13244","HATIR JHEEL LINK ROAD HATIRJHEEL RAMPURA"
"13245","MAYER DOA AUTO DRY CLEANERS,ROAD 8,BLOCK G,NIKETON"
"13246","UTTAR BADDA BAZAR , SATARKUL RD"
"13247","POLICE FARI , SECTION 14 , MIRPUR"
"13248","JAK ORCGID GARDEN,H 154/7,WAPDA RD,KHILKANAN R/A,RAMPURA"
"13249","OLYMPIA TEXTILE MILL MASJID , TONGI BYPASS , WEST ARCHIPUR , RUSTAMPUR"
"13250","SARA PIZZA (BANASREE-E ), BLOCK E"
"13251","JCX CAMELIA , BLOCK J, BASHUNDHARA R/A"
"13252","ASIA AIRCON BUS COUNTER,AGB COLONY,MOTIJHEEL"
"13253","THE REX , HOUSE 227 , SAYEM SOBHAN ANVIR ROAD , BLOCK C , BASUNDHARA R/A"
"13254","ETCT , BLOCK E, BANASREE"
"13255","FOOD WORLD , SECTOR 6 , UTTARA"
"13256","APOLLO HOSPITAL , APOLLO HOSPITAL RD , BASHUNDHARA , BASUNDHARA R/A"
"13257","THE FOOD HALL,BLOCK F,BASHUNDHARA R/A"
"13258","SOBHANBAG GOVT .QUARTER , SOBHANBAG, SUKRABAD , DHANMONDI"
"13259","SOUTH POINT SCHOOL & COLLEGE,RD 11,BLOCK J,BARIDHARA"
"13260","AYNAL HOTEL,SHAD MAKDUM AVE,SECTOR 12,UTTARA"
"13261","AGARGAON KINDERGARTEN 7 SCHOOL , 255 , BNP BAZAR AGARGAON WATER T"
"13262","TOLERBAG ABASHIK ALAKA , DARUSSALAM RD"
"13263","FISHERIES , AZIMPUR , LALBAGH"
"13264","LE MONT , H 30 , 16, BANANI"
"13265","BUILDING NO B-7 , BCIC STAFF COLONY , MIRPUR ZOO ROAD"
"13266","TRAVEL EAST,ROAD 23,BLOCK B,BANANI"
"13267","PINEWOOD CAFE + KITCHEN , BLOCK E , BANANI"
"13268","VENUS IT LIMITED,SOUTH BADDA"
"13269","KAWLAR 3 WASA WATER PUMP,SHAMSUL ULUM ROAD,CAAB COLONY"
"13270","MANNA'S PHOTO STUDIO , RESIDENTIAL AREA , DHANMONDI"
"13271","UNITED COMMERCIAL BANK ( UCB ) PLC , SHYAMOLI , MOHAMMADPUR"
"13272","THE CITY BANK LTD AMEX LOUNGE
DOMESTIC TERMINAL HSIA,HAZRAT
SHAHJALAL INTERNATIONAL AIRPORT,KURMITOLA"
"13273","RD 2 , BLOCK C, KHILGAON R/A , KHILGAON"
"13274","NOTUNKICHU,SOUTH BADDA"
"13275","dc traffic gulshan office , block j , baridhara"
"13276","RAY VISION , NAYA PALTAN"
"13277","HOTEL SARINA , ROAD 17 , BANANI"
"13278","IMRAN , ARAMBAG RESIDENTIAL AREA  PALLABI , MIRPUR"
"13279","KUHELI , H 200 , MALIBAGH COLLEGE RD , SHANTIBAG"
"13280","RED BEAUTY SPA , BLOCK J , BANANI"
"13281","SUPERKID STORE,EASTERN PALLABI,MIRPUR 13"
"13282","NHA TOWER , BLOCK B , ROAD 16 17 , LALMATIA 1207"
"13283","DND BADH RD,HIRAJHEEL,SHIDDHIRGANJ,NARAYANGANJ,1361"
"13284","MEDISON DOAGONOSTIC CENTER , TOLARBAGH MIRPUR 1"
"13285","NANDAN GARDEN , RD 3, SHYAMOLI"
"13286","hridoy majumder joy , block h , mirpur 2"
"13287","ANAM RANGS PLAZA,SATMASJI RD,DHANMONDI"
"13288","H 575 , SHILPI HOTEL GOLI , SHAHIDBAG , MALIBAG"
"13289","ZARIF PHARMA,BLOCK H,BANASREE"
"13290","24/1 , BLOCK C , RING ROAD , MOHAMMADPUR"
"13291","MULTIPLAN CENTER , NEW ELEPHANT ROAD, DHANMONDI"
"13292","NATIONAL INSTITUTE OF OPTHALMOLOGY,SYED MAHBUB MORSHED AVE,TALTOLA,AVENU"
"13293","STANDARD CHARTERED  BANK LTD GULSHAN AVE GULSHAN"
"13294","ZAM ZAM TOWER,SECTOR 13,UTTARA"
"13295","KHANS RESIDENCE,BLOCK E, BASUNDHARA R/A"
