"","location"
"22956","MAHMUDA PALACE , 101, D BLOCK 6 NO ROAD , BLOCK D , BASUNDHARA R/A"
"22957","H 1 Z , RD 9 , BLOCK G , BASUNDHARA R/A"
"22958","LAKESHORE HOTEL GULSHAN,GULSHAN 2,GULSHAN"
"22959","DHAKA AIRPORT RAILWAY STATION"
"22960","MIRZAPUR CADET COLLEGE , DHAKA TANGAIL HIGHWAY , GORAI"
"22961","JUMMAN ELECTRIC , TOLARBAG , MIRPUR 1"
"22962","OLIVE GARDEN , 43 , ROAD 35 , GULSHAN 2 , GULSHAN"
"22963","JANNATHBAG BY LN , MOHAMMADPUR"
"22964","H 8,BLOCK C,MIRPUR 10"
"22965","UNIMART DHANMONDI"
"22966","RADIANT  DAFFODIL , BLOCK D, AFTABNAGAR"
"22967","H24/2 TAJMAHAL RD MOHAMMADPUR"
"22968","BOARD BAZAR BUS STOP , DHAKA MYMENSINGH HIGHWAY ,  1711"
"22969","NANNA KACCHI GHAR , MILI SUPER MARKET , MIRPUR 14"
"22970","KHAN BARI, KA 165/A , BOYAR SAHARA BAZAR RD , JOAR SHAHARA"
"22971","RD 124 , GULSHAN 1"
"22972","THR CITY LTD AMEX LOUNGE DOMESTIC TERMINAL HSIA , HAZRAT SHAHJAL;AL INTERNATIONAL AIRPORT , KURMITOLA"
"22973","runner groip hazrat shahjalal internatioonal airport kurmitola"
"22974","SENAKUNHJA , SHAHID SARANI , DHAKA CANTONMENT"
"22975","SHAW WALLACE BANGLADESH LID , 3 , ROAD 126 , DAKKHIN BADDA  , GULSHAN"
"22976","PRINCE BAZAR,MAIN RD,BLOCK B,MIRPUR"
"22977","RD 79 , GULSHAN 2"
"22978","BOKHARI AUTOMOTIVES , INDUSTRIAL AREA TEJGAON"
"22979","MODHURCHAN JAME MASJID , MODHURCHAR RD , BILAMALIA , JADUR CHAR , 1347"
"22980","TECH & TALK , BLOCK G , BANASREE"
"22981","K G NAGH RD , AMLAPARA, NARYANGAN SADAR , NARYANGANJ , 1400"
"22982","ABDUL JALIL SHEIK , 5/B ,SECTION 2"
"22983","GLOBAL ISLAMI BANK ATM , ZAFRABAD , MOHAMMADPUR"
"22984","SINGER PLUS , ADARSHA NAGAR , BADDA"
"22985","BANGABANDHU INTERNATIONAL CONFERENCE CENTER , BEGUM ROKEYA SARANI , SHER E BANGLA NAGARA"
"22986","JAISH TRADE INTERNATIONAL , RESIDENTIAL AREA , DHANMONDI"
"22987","House no,  125,  road no 9/A,  Dhanmondi,  dhaka ( arman khan goli)"
"22988","GATE 5 MONIPURIPARA BEGUM ROKEYA SARANI MONIPURIPARA TEJGAON"
"22989","RIYAD TEA STORE , DHAKA NARAYANGANJ RD , CHASARA , NARAYANGANJ SADAR , NARAYANGANJ, 1400"
"22990","G & B-GADGET IN BUDGET , SHAH ALI BAG , MIRPUR 1"
"22991","KASHI KANTA PREPARATORY SCHOOL , SOUTH BANASREE"
"22992","HOUSE 194, BLOCK B, , ROAD 4 , BLOCK B , BASHUNDHARA R/A"
"22993","NATIONAL HEART FOUNDATION (WOMEN & CHILD CARDIAC UNIT),TOLARBAG 1ST LANE,DHAKA"
"22994","ROAR IT,SECTOR 14,UTTARA"
"22995","JOYNOGOR GOVT OFFICERS QUARTER GATE,MIRPUR 13"
"22996","H 19/1 , BANAGRAM RD , BANAGRAM"
"22997","SHWAPNO , AZIMPUR , LALBAGH"
"22998","NITOR JAME MASJID , NATIONAL INSTITUTE OF TRAUMATOLOGY & ORTHOPAEDIC REHABILITATION ( NITOR ) , SHER- E - BANGLA NAGAR"
"22999","NIJORA , H 59, RD 4, DARUS SALAM , KALLYANPUR"
"23000","RUCHI HOTEL & RESTAURANT , SHAHEENBAG RD , SHAHEENBAG"
"23001","UNITED HOSPITAL LIMITED , GULSHAN 2 , GULSHAN"
"23002","IBN SINA DIAGONMSTIC & CONSULTATION CENTRE , UTTARA , SECTOR 13"
"23003","GOLDEN VALIE , 166 , ROAD NO-4, BLOCK A, BASHUNDHARA R/A"
"23004","SHUVO & JUI GENERAL STORE,RD 6,SHEKHERTEK,MOHAMMADPUR"
"23005","KHALIL HERITAGE,H 794.RD 21,BLOCK G,BASUNDHARA R/A"
"23006","OUTFITER BIOUTIQUE AND TAILORING RD 9 MIRPUR DOHS"
"23007","51/A , MASTER PARA ROAD , SENPARA PARBATA , BOROBAGH"
"23008","POSTOGOLA OIL MILL , WEST JURAIN KOBORSTHAN RD , GANDARIA"
"23009","JAPAN GARDEN CITY , JAPAN GARDEN CITY RD , JAPAN GARDEN CITY , MOHAMMADPUR"
"23010","THE COURTYARD , RESIDENTIAL AREA , DHANMONDI"
"23011","BANGLADESH TRADE PORTAL , SECRETARIAT ROAD , SEGUNBAGICHA"
"23012","RAWNAR VALLY ,ROAD NO 8 , MOHAMMADPURT"
"23013","NORTH END COFFEE ROASTERS CITY BANK CENTER GULSHAN 1"
"23014","MALIBAG BUS STOP , MALIBAGH MOR , MALIBAGH"
"23015","SHANTA FORUM , 187 , 188B BIR UTTAM MIR SHAWKAT SARAK , DHAKA - 1208"
"23016","AARONG(UTTORA FLAGSHIP OUTLET),SECTOR 3"
"23017","SATHI GENERAL STORE,CHA 68/3,BADDA GIRLS SCHOOL RD,NORTH BADDA"
"23018","PRIYO NIBASH , GREEN ROAD , DHANMONDI"
"23019","GONGANAGAR GOVT PRIMARY SCHOOL,NARAYANGANJ,MUNSGHIGANJ RD,GANGANAGAR,NARAYANGANJ,1500"
"23020","h 2/b/1 , habibullah rd shahbag"
"23021","CONCORD BITHI VILLA,HOUSE NO 42B,ROAD NO 41,GULSHAN 2"
"23022","IBN SINA DIAGONISTIC AND CONSULTANCY CENTRE,H CHA 72/1 BIR UTTAM RAFIQUL ISLAM AVE,NORTH BADDA"
"23023","CA BHABAN,KAZI NAZRUL ISLAM AVE,KAWRANBAZAR"
"23024","RD 8,MOHAMMADIA HOUSING SOCIETY, MOHAMMADPUR"
"23025","AKOTA ROAD,AHMED NAGAR,PAIKPARA,SENPARA PARBATA,AHMED NAGAR"
"23026","HOTEL DHAKA INN , PANTHAPATH"
"23027","AFSER GROUP,MOHAKHALI DOHS"
"23028","SAGUPHTA NEW ROAD,MIRPU DOHS,MIRPUR 12"
"23029","SUVASTU AKBAR CENTRE,JIGATOLA,DHANMONDI"
"23030","GULSHAN VIEW , NORTH BADDA"
"23031","PROTTASHA BRIDGE,DHAKA ASHULIA HIGHWAY,BHATALIYA,UTTARA"
"23032","SCIENCE LAB BUS STOP SCIENCE LABORATORY RD ELEPHANT RD"
"23033","ACADEMIC BUILDING , K M DAS LN , TIKATULI"
"23034","GLORIA JEAN'S COFFEES,GULSHAN 1 , GULSHAN 1, GULSHAN"
"23035","ISLAMI BANK HOSPITAL MIRPUR BRANCH,BEGUM ROKEYA SARANI,BLOCK D,MIRPUR 11"
"23036","DAY-NIGHT SIRAJ TOWER , SOUTH BADDA"
"23037","HOUSE 57 , ROAD 5, SECTOR 12, UTTARA"
"23038","TOUCH STONE,HOUSE 411,NSU DRIVEWAY,BLOCK B,BASUNDHARA R/A"
"23039","ROAD NO 15, BLOCK A,  BASHUNDHARA R/A"
"23040","AIRPORT CIRCLE"
"23041","FENCY HOUSING,RD 1,KALUNAGAR"
"23042","AG AGRO ONDUSTRIES LTD , WIRELESS GATE , MOHAKHALI"
"23043","KURATOLI AL NUR JAME MASJID,K 16/A,PURBACHAL EXPRESS HIGHWAY,KURIL"
"23044","HOLISTIS INTERNATIONAL TUTORIAL , H 61, RD 15/A, DHANMONDI"
"23045","BISMILLAH STORE , 1/D , 1 A , EAST AHMED NAGAR , PAIK PARA , SENPARA PARBATA , DOKKHIN MONIPUR"
"23046","EXPORT BAZAR , DHAKA MAWA HIGHWAY , SHYAMPUR"
"23047","24 , ROAD 1 , SECTION 2"
"23048","DHANMONDI 27 BUS STOP"
"23049","SHOPNO DANA , DOHS , MIRPUR"
"23050","MITSUBISHI CORPORATION , H 111 , BIR UTTAM CR DATTA RD , KATHALBAGAN"
"23051","STAR KABAB & RESTURENT,BLOCK C,BANANI"
"23052","SQUARE HOSPITAL CONSULTATION & DIAGNOSTIC CENTER , MIRPUR , SECTION 7"
"23053","BIVABOY , 156, MALIBAGH COLLEGE ROAD , MALIBAGH BAZAR ROAD , MALIBAGH"
"23054","MIRPUR DOHS , RD 14 , AVENUE 2"
"23055","SENA SHOPPING COMPLEX NOBINAGAR,SAVAR"
"23056","4/10, road 1, lalmatia"
"23057","KHANKA ROAD , NEW TOWN R/A , JATRABARI"
"23058","IFIC BANK LIMITED , KONAPARA DOGAIR MAIN ROAD , KONAPARA , DEMRA"
"23059","CARDIFF INTERNATIONAL SCHOOL , H 11, RD 28 , DHANMONDI"
"23060","SOUTH POINT SCHOOL , RD 8 , NATUN BAZAR"
"23061","MIRPUR BENAROSHI PALLI GATE,MIRPUR 10"
"23062","PAN PACIFIC SONARGAON,KAZI NAZRUL ISLAM AVE,KAWRANBAZAR"
"23063","130, SARAK 10  1, BASHUNDHARA R/A"
"23064","PLOT 450 , RD 17 , BLOCK G , BASUNDHARA R/A"
"23065","HALAL MART , KADAMTALA , BASHABO"
"23066","SHAT TARA MOSJID ROAD,SENPARA PARBATA,BOROBAGH"
"23067","FOOD ART , MIRPUR 14"
"23068","SIKA & MB  SOLUTIONS BANGLADERSH LIMITED ( FACTORY ) , INDUSTRIAL AREA TEJGAON"
"23069","MAHIR HOUSE,HOUSE 21,ROAD 112,SECTOR 17,PURBACHAL"
"23070","exim bank ltd , h 37 , rd no gulshan 2"
"23071","MEHS CONSTRUCTION CHEMICALS LTD., LANE 5, MOHAKHALI DOHS , MOHAKHALI"
"23072","KOLLANPY BUS STOP,MIRPUR ROAD,ABDUL RAFIQ HOUSING,GABTALI"
"23073","RD 10 , BLOCK F , BASUNDHARA R/A"
"23074","LUCKY BREAD CONFECTIONARY AND GENERAL STORE,KAKRAIL,RAMNA"
"23075","GENDA BUS STOP , DHAKA ARICHA HIGHWAY , NOBINAGAR , 1340"
"23076","golden stitch design ltd, dhaka aricha highway , 1347"
"23077","KAJOL CLOTH STOR , SHIBU MARKET FAITULLAH RD , SHIBU MARKET , FATULLAH , NARAYANGANJ , 1401"
"23078","HOUSE 2, ROAD 19, SECTOR 11, UTTARA"
"23079","NOBABI KAFI, ADABOR , MOHAMMADPUR"
"23080","RD 8 , BLOCK C, BAHSUNDHARA R/A"
"23081","HOUSE 3,ROAD 20/A,SECTOR 3,UTTARA"
"23082","SHAMSUDDIN TOWELS LIMITED,KEMAL ATATURK AVENUE,BANANI"
"23083","TOUCH STONE TERRACE , H 29 , RD 9 , BANANI"
"23084","RFC FOOD CORNER,CHINISHPUR"
"23085","DIGITAL SHOP , 40, PANTHA PATH , DHANMONDI"
"23086","UN ROAD , BARIDHARA , GULSHAN"
"23087","SETARA'S DREAM , PALLABI , MIRPUR"
"23088","BLOCK M , BASUNDHARA RESIDENTIAL AREA , DHAKA , BANGLADESH"
"23089","HAZI KUJRAT ALI MOLLA  SUPER MARKET , CERAMIC AVE CIRCLE , BLOCK A , MIRPUR 12"
"23090","355, ROAD 5 , MIRPUR DOHS ,. MIRPUR 12"
"23091","TOPOR TILA , 7/3, ZAKIR HOSSAIN ROAD LALMATIA"
"23092","SONARGAON JANAPATH , SECTOR 13 , UTTARA"
"23093","RAJUK UTTARA APARTMENT PROJECT , 17C-701, UTTARA -18 , SECTOR 18"
"23094","AMIN STORE , ZAFRABAD  , MOHAMMADPUR"
"23095","RAFI FOOD CORNER , JAMUNA FUTURE PARK , BASHUNDHARA R/A"
"23096","HOUSE 535 ROAD 1 BLOCK I"
"23097","INMAS MIRPUR ROAD,SHAHID SUHRAWARDY MEDICAL COLLEGE,SHER E BANGLA NAGAR"
"23098","H 806 , RD 21 , BLOCK G , BASUNDHARA R/A"
"23099","DC BUILDING,MAOLANA BHASANI ROAD,FAKIRAPOOL,PALTAN"
"23100","SHEIKH & HAFS TRADING SDN BHD,  BLOCK K BARIDHARA"
"23101","ROAD 16 , MIRPUR DOHS , MIRPUR 12"
"23102","TERMINAL  2 , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT"
"23103","GEETEE'S BEAUTY PARLOUR , SHANTINAGAR BRANCH , KAKRAIL"
"23104","3/1 KALLYANPUR PRODHAN SARAK,NOTUN BAZAR,MUKTI HOUSING,MODDHO PAIKPARA"
"23105","PRIYANKA COMMUNITY CENTER , H 52/1 , RD 3A , DHANMONDI"
"23106","ELECTROMART LIMITED ( KONKA GREE HAIKO ) MIRPUR 11 , MIRPUR 7"
"23107","HOTEL NAHAR BAGDAD & RESTAURANT , DHAKA CHITTAGONG HIGHWAY , SIGN BOARD , SHIDDHIRGANJ , NARAYANGANJ , 1361"
"23108","DUTCH-BANGLA BANK LIMITED ATM BOOTH , GULSHAN PINK CITY SHOPPING COMPLEX , GULSHAN AVENUE , GULSHAN 2"
"23109","RAJDHANI SUPER MARKET , HATKHOLA RD TIKATULI"
"23110","SENAKINJA BUTLER , SHAHID SARANI , DHAKA CANTONMENT"
"23111","THIKANA,H 29/1,BIJOYNAGAR PANIR TANK RD,NAYA PALTAN"
"23112","BAYS EDGEWATER,GULSHAN 2,GULSHAN"
"23113","NGO AFFAIRS BUREAU , AGARGAON"
"23114","KAZI MOTAHAR HOSSAIN BUILDING,SIR SAYED RD,UNIVERSITY OF DHAKA"
"23115","RD 1A , SECTOR 5 , UTTARA"
"23116","MOHAKHALI TB GATE,BIR UTTAM AK KHANDAKAR RD,MOHALKHALI"
"23117","ADABAR POLICE STATION  , RING RD , ADABOR"
"23118","SHOPNO,SHAH JALAL AVENUE,KOTBARI BAZAAR,SECTOR 3"
"23119","KAWLA BAZAR CIRCLE,KAWLA BAZAR,DAKSHINKHAN"
"23120","MITALI BIDDAPITH , HATKHOLA RD , SWAMIBAG"
"23121","DELTA HOSPITAL LTD , TOLARBAGH , MIRPUR 1"
"23122","PITHA GHOR SHYAMOLI,SHYAMOLI,MOHAMMADPUR"
"23123","AYSHA AMIN RENT A CAR , BLOCK C , LALMATIA"
"23124","H KA 11/10,KALACHANPUR SCHOOL RD,NADDA"
"23125","52/3, ROAD 2/1, SECTION 12"
"23126","COLLEGE RD , 1340"
"23127","NIRZHOR CAFE AND CONVENTION HALL,SARULIA,DEMRA"
"23128","MOON COMPLEX,PATUATULI RD"
"23129","PIZZA HUT,SECTOR 3,UTTARA"
"23130","SYED VILLA,TILATULI,WARI"
"23131","ROAD 2,BLOCK C,BASHUNDHARA R/A"
"23132","national parliment area , sangsad bhaban rd , sher e bangla nagar"
"23133","H 12 , MADRASA RD , MOHAMMADPUR"
"23134","TRAFIC POLICE BOX , KAMAL ATATURK AVE , GULSHAN 2"
"23135","NEW BENGAL PEST CONTROL , GREEN ROAD , KATHALBAGAN"
"23136","KHILKHET BUS STOP,KHILKHET BAZAR RD,KHILKHET"
"23137","TAXTEAM_BD , DOHS , MIRPUR"
"23138","EPIC,H 2&3,FREE SCHOOL ST,KATHABAGAN"
"23139","HAKKANI HOUSING JAME MASJID,UTTAR CHHAYABITHY RD"
"23140","KEARI NIRJHOR,RESIDENTIAL AREA,DHANMONDI"
"23141","KOCHUKHET BAZAR , SHADHINATA SARANI , KACHUKHER"
"23142","PARADISE CABLES LTD , FACTORY  HAJIGANJ , SHIBUMAKET RD , KUTUBAIL ,  FATULLAH , NARYANGANJ , 1400"
"23143","EAST RAJABAZAR , DHANMONDI"
"23144","REPTO EDUCATION CENTER , MIRPUR DOHS RD , PALLABI"
"23145","H 16,RD 4,MIRPUR 13"
"23146","758 , ROAD NO . 10 , BASUNDHARA R/A"
"23147","134,ROAD22,MOHAKHALI DOHS,SHER E BANGLA NAGAR"
"23148","461 ,  I  BLOCK ROAD 1 , BASUNDHARA R/A"
"23149","UNILEVER BANGLADESH HEAD OFFICE  (NEW) , SHANTA FORUIM , 188/B BIR UTTAM MIR SHAWKAT SARAK"
"23150","expeditors , gulshan 1 , gulshan"
"23151","DEEPTO TV , TEJTURI BAZAR KAWRAN BAZAR RD , KAWRAN BAZAR VEGETABLE MARKET , TEJGAON"
"23152","UTTARA NORTH METRO RAIL STATION,DHAKA"
"23153","HOTEL TOKY PACIFIC,ROAD 2,SECTOR 7,UTTARA"
"23154","DORIN TOWER , RESIDENTIAL AREA , DHANMONDI"
"23155","ZARAS DREAM,H 92,RD 1,MOHAMMADI HOUSING SOCIETY,MOHAMMADPUR"
"23156","RD 15/A,DHANMONDI"
"23157","SHWAPNO WEST KAFRUL"
"23158","MALIBAGH MOR , MALIBAGH MOR , MALIBAGH"
"23159","SUTRAPUR THANA WALTAN RD ,  SUTRAPUR"
"23160","BANANI CENTRAL JAME MASJID,BLOCK D"
"23161","ABDULLAHPUR BERIBADH CIRCLE , LC MEDICAL RD , UTTARA"
"23162","TAIKING THAI CHINESE RESTAURANT & PARTY CENTER , KHA 198 , DIT RD , MIDDLE BADDA"
"23163","KHIDMAH HOSPITAL , RD 9 , KHILGAON"
"23164","SETARA CONVENTION HALL , H 1/11 , BEGUM ROKEYA SARANI , BLOCK B , MIRPUR 12"
"23165","GULSHAN FOOD,GULSHAN 2"
"23166","PRINCE TAHSIN COMPLEX , H726/4 , RD 10 , ADABOR"
"23167","KALPARA JEWLLERS BAITUL MOKARRAM GULISTAN"
"23168","SAYED NAGAR PANIR PUMP,PANIR PUMP RD,BLOCK B,SAYED NAGAR R/A,VATARA"
"23169","PEOPLE'S HOSPITAL , SHAHID BAKI RD, CHOWDHURIPARA, MALIBAGH"
"23170","KHILGAON MATIR MASJID , MATIR MASJID RD , KHILGAON"
"23171","DELTA MEDICAL COLLEGE AND HOSPIOTAL , TOLARBAG , MIRPUR 1"
"23172","DAILY SHOPPING,ROAD 8,NIKETON,GULSHAN"
"23173","EVERCARE HOSPITAL DHAKA"
"23174","NSU,NSU DRIVEWAY,BLOCK B,BASUNDHARA R/A"
"23175","KALLOL GROUP OF COMPANIES , H 199 , TEJGAON GULSHAN LINK RD , NIKETAN"
"23176","NHA TOWER BLOCK B ROAD 16-17, LALMATIA 1207"
"23177","HOUSE 26 , ROAD 21, SECTOR 14 , UTTARA"
"23178","HOUSE 22,ROAD 3,BLOCK I,BANANI,DHAKA"
"23179","HALIMA VARIETIES STORE , GACHHA"
"23180","AMARI DHAKA, 47, ROAD 41, GULSHAN 2, GULSHAN"
"23181","HANIF COUNTER,BAGBARI,GABTOLI"
"23182","WARI KABAB GHOR,H 37/1,RANKIN ST,WARI"
"23183","MUSLIM HOTEL & KABAB , H 129 , 1 , BAZAR RD , HAZARIBAG , BARIDHARA"
"23184","ORCHARD GALLERY ( TENEMENT 10), BLOCK E , BASHUNDHARA R/A"
"23185","ROAD 6,BLOCK C,BASUNDHARA R/A"
"23186","THE MAX IT,SECTOR 11,UTTARA"
"23187","SHURMA HERITAGE,HOUSE NUMBER 16,ROAD 4 DHANMONDI"
"23188","BHULTA,BHULTA HIGHWAY,RUPGANJ,NARAYANGANJ"
"23189","AHSANIA MISSION CANCER & GENERAL HOSPITAL , DHAKA ASHULIA HIGHWAY , SECTOR 10 , UTTARA"
"23190","PROTTASHA KINDAR GARTEN SCHOOL , NORTH VASANTEK RD , VASANTEK"
"23191","SAIDUL TEA STORE,GAZIPUR PAURASHAVA"
"23192","28, ROAD 11A, DHANMONDI R/A"
"23193","NCC BANK ATM,WEST DHANMONDI"
"23194","ALOKI , TEJGAON  LINK ROAD , NIKETON GULSHAN"
"23195","BARIDHARA COSMOPOLITAN CLUB , BLOCK K"
"23196","METTRO EXPRESS TONGI STATION ROAD,ARICHPUR"
"23197","FAMOUS LADIES FASHION , MOHAMMADI HOUSING SOCIETY, MOHAMMADPUR"
"23198","FATMAN FILMS , BLOCK A , NIKETON"
"23199","HEAL MEDIX , RD 3 , SHYAMOLI"
"23200","THE DAILY STAR , KAZI NAZRUL ISLAM AVE , EAST TEJTURIPARA"
"23201","DISTRICT EMPLOYEMENT AND MANPOWER OFFICE (DEMO)DHAKA"
"23202","AZIMPUR CENTRAL COLONY RD AZIMPUR"
"23203","HJAZRAT SHAHJALAL INTERNATIONAL AIRPORT"
"23204","SHAHID SARONI , PASCHCIM NAKHALPARA , SHER E BANGLA  NAGAR"
"23205","SANBADIKA ABASHIK ELAKA , SANGBADIK R/A , MIRPUR  11"
"23206","SHIFA FOREIGN FURNITURE , ADABAR , MOHAMMADPUR"
"23207","SHAHJALAL AVE,SECTOR 6,UTTARA"
"23208","HAZRAT KHADIJA ( RA:) MOHILA MADRASA , ADABAR , MOHAMMADPUR"
"23209","UTTARA NORTH METRO RAIL STATION"
"23210","UNIMART , GULSHAN 2, GULSHAN"
"23211","SHANTIBAGH WATER PUMP , SHANTIBAGH RD , MALIBAGH"
"23212","H K 1/1,JOAR SHAHARA BAZAR RD,JOAR SHAHARA"
"23213","NAVANA,ROAD 71,GULSHAN NORTH AVE,GULSHAN 2"
"23214","CAFE DASTERKHANA , H 41  , AVE 5 , MIRPUR 6"
"23215","AL MADINA HOTEL AND BIRIYANI HOUSE , 3RD COLONY"
"23216","SAVAR RADIO CENTRE , DHAKA ARICHA HIGHWAY , NABINAGAR"
"23217","LAVENDER LODGE , 3 , ROAD 4 , KURMITOLA , SECTOR 3"
"23218","DHAKA COMMUNITY MEDICAL COLLEGE HOSPITAL HASNABAD COLONY RD , MOGBAZAR"
"23219","BEEHIVE STUIDO,BLOCK B,NIKETON"
"23220","CONCORD IK TOWER , IK TOWER GULSHAN 2 MADANIO AVE , GULSHAN 2"
"23221","SAGUFTA HOUSING,EASTER PALLABI,MIRPUR 11.5"
"23222","LETS GO TRAVELS,BLOCK A,BANANI"
"23223","KALAMS TEA STALL,WEST DHANMONDI"
"23224","RDE 6, BLOCK B, BANASREE"
"23225","HOUSE 6,BLOCK F,ROAD 1,BANANI"
"23226","RAJMONI CINEMA HALL,PIONEER RD,KAKRAIL"
"23227","CITY BANK , NEW AIRPORT RD , KHILKHET"
"23228","DHAKAIYA CHOTPOTI FUCHKA & DOI FUCHKA , LAKE DR ROAD , UTTARA"
"23229","NAVANA TOWER,GULSHAN 1,GULSHAN"
"23230","AL RAZI HOSPITAL , HOLLY CROSS COLLEGE RD , FARMGATE"
"23231","CENTER FOR POLICE AND ECONOMIC RESEARCH ( CPER ) , CHANDRIMA MODEL TOWN , MOHAMMADPUR"
"23232","MOU BEAUTY PARLOUR , 185, MOMIN SARONI , UTTAR KAFRUL , PURBA KAZIPARA"
"23233","AL-ARAFAH ISLAMI BANK LIMITED , NSU MAIN CAMPUS ROAD , BLOCK B , BASHUNDHARA"
"23234","SHOHANG AC COUNTER , MOUCHAK MARKET , MALIBAGH"
"23235","PLUS POINT,GREEN ROAD,PANTHAPATH"
"23236","BIPLOB GENERAL STORE,MASJIDUL ILLAH,SAVAR,1340"
"23237","DAS AGRO HEALTH LTD , CHADRIMA MODEL TOWN , MOHAMMADPUR"
"23238","SHORIF GENERAL STORE , H 11, KACHABAZAR RD , MOHAMMADIA SOCIETY , MIRPUR 10"
"23239","H 340, ALHAZ ABDUS SOBHAN RD , BLOCK  B , BASUNDHARA R/A"
"23240","JAMTOLAR MOR,BLOCK C,AFTABNAGAR"
"23241","TANNERY MOR,SHER E BANGLA RD,TANNERY MOR,HAZARIBAG"
"23242","ROAD 4,BLOCK C,BANASREE"
"23243","HOUSE 139 , ROAD 13 , BLOCK E , BANANI , DHAKA"
"23244","SIKDER ORGANIC MARKET , RAYER BAZAAR MOHAMMADPUR"
"23245","HOUSE 1,ROAD 1,BLOCK F,AFTABNAGAR"
"23246","PLOT 219 , RD 3 , BLOCK B , BASUNDHARA R/A"
"23247","TRUSS MEDICARE , MOKTER BARI RD"
"23248","ALISKAN OPEN KITCHEN  , SOUTH BADDA"
"23249","ORPHANGE , TAJMAHAL RD , MOHAMMADPUR"
"23250","H 298, RD 6 , KHILGAON"
"23251","TENEMENT 7,H 301/A, BASUNDHARA RD,BLOCK E, BASUNDHARA R/A"
"23252","PROYASH HALL , RD 10 , DHAKA CANTONMENT"
"23253","islami bank bangladesh limited atm, gulshan 1 , gulshan"
"23254","METRO SHOPPPING MALL , RESIDENTIAL  AREA , DHANMONDI"
"23255","KITCHEN OF CHUMKI , MOHAKHALI"
"23256","TEJGAON MOHILA COLLEGE , TEJTURI BAZAR RD , EAST TEJTURIPARA"
"23257","RD 16 , RUPNAGAR , PALLABI"
"23258","HOUSE 55 , ROAD 8 , BLOCK D, NIKETAN , GULSHAN 1"
"23259","SULTANS DINE,GULSHAN BRANCH,GULSHAN 2,GULSHAN"
"23260","HOUSE 40, ROAD 01 , SECTOR 03 , JOSHIMUDDIN ROAD , UTTARA , DHAKA"
"23261","ALOKI,TEJGAON LINK RD,NIKETON,GULSHAN"
"23262","CHANDRIMA UDDAN , SHER E BANGLA NAGAR"
"23263","HOUSE 17 , ROAD 10B , BLOCK H , BANANI , DHAKA"
"23264","SHAKTAR MAZIL,H 380/18/E,KUNJOBON RD,EAST RAMPURA"
"23265","99, ROAD 4, SECTION 12"
"23266","INTERCONTINENTAL DHAKA , 1, MINTO ROAD , WIRELESS , PALTAN"
"23267","AZAM ENGINEERING WORKS , WEST DHOLAIPAR"
"23268","ABUL / SOBUJ BIKE SERVICE AND PARTS SHOP , SECTOR 2 , UTTARA"
"23269","DR G M JAHANGIR HOSSAIN , SHOULDER AND KNEE CENTER , SHYAMOLI , MOHAMMADPUR"
"23270","TRANSCOM DIGITAL , ROAD 7, SECTOR 4, UTTARA"
"23271","LABAID DIAGONISTIC UTTARA 01,HOUSE 15,ROAD 12,SECTOR 6,UTTARA"
"23272","KAZIM MANZIL COMPLEX , K  62/7, LICHU BAGAN RD , JOAR SHAHARA"
"23273","WATER TANK FIELD,SALIMULLAH ROAD,MOHAMMADPUR"
"23274","VENTURA SKY VALLEY ROAD 31 , GULSHAN 1 , GULSHAN"
"23275","INTERNATIONAL CONVENTION CITY BASUNDHARA ,PURBACHAL EXPRESS HIGHWAY,DHAKA"
"23276","H 374 , RD 6 , BARIDHARA DOH S"
"23277","BLOCK A,ROAD18,HOUSE 9 ,BANANI"
"23278","AIRPORT RAIL STATION"
"23279","BANGLADESH UNIVERSITY OF PROFESSIONALS , COLLEGE AVE , MIRPUR CANTONMENT"
"23280","BNS HAJI MOHSIN,SOUTH KAFRUL ROAD,POSCHIM KAFRUL"
"23281","NORTH SOUTH UNIVERSITY,BASHUNDHARA R/A"
"23282","THE COFFEE BEAN & TEA  LEAF , ROAD 117 , DHAKA BANGLADESH"
"23283","BRAC BANK LTD , GULSHAN AVE , GULSHAN 2"
"23284","JAHANGIRNAGAR UNIVERSITY CENTRAL FIELD , SHAHID MINAR LN , SAVAR , 1342"
"23285","ANCHOL HOUSE , H 505 , RD 9 , BARIDHARA DOHS"
"23286","EAST WEST UNIVERSITY , A/2, JAHRUL ISLAM AVENUE , GULSHAN"
"23287","TANJILA TELECOM & VARIETIES STORE"
"23288","DGSDGHHDH , MIRPUR , SECTOR 1"
"23289","PROPERTY ARK , ROAD 68/A , GULSHAN 2 , GULSHAN"
"23290","HOUSE 21 ROAD 4 SECTOR 4 UTTAR A"
"23291","3/1, ROAD 3 , MUKTI HOUSING, KALLYANPUR"
"23292","H 131 , RD 4 , BANANI"
"23293","MITALI RD , WEST DHANMONDI"
"23294","BEVERLY HOMES , 99, D BLOCK 6 NO ROAD , BLOCK D, BASHUNDHARA R/A"
"23295","GULSHAN FURNITURE , BLOCK J , BARIDHARA"
"23296","LAB AID SPECIALIZED HOSPITAL , HOUSE 6 , ROAD 4, DHANMONDI"
"23297","HOUSE 96A , ROAD 7 , BLOCK F , BANANI , DHAKA"
"23298","SADEK FILLING STATION , BERIBADH RD , BOROIKHALI M, HAZARIBAG"
"23299","H 390,RD 6,ADABOR"
