File Name,Price,Current Time,ETA Time
uberx_route_42.png,Error,Error,Error
uberx_route_43.png,Error,Error,Error
uberx_route_44.png,Error,Error,Error
uberx_route_45.png,Error,Error,Error
uberx_route_46.png,Error,Error,Error
uberx_route_47.png,Error,Error,Error
uberx_route_48.png,Error,Error,Error
uberx_route_49.png,Error,Error,Error
uberx_route_5.png,Error,Error,Error
uberx_route_50.png,Error,Error,Error
uberx_route_51.png,Error,Error,Error
uberx_route_52.png,Error,Error,Error
uberx_route_53.png,Error,Error,Error
uberx_route_54.png,Error,Error,Error
uberx_route_55.png,Error,Error,Error
uberx_route_56.png,Error,Error,Error
uberx_route_57.png,Error,Error,Error
uberx_route_58.png,Error,Error,Error
uberx_route_59.png,Error,Error,Error
uberx_route_6.png,Error,Error,Error
uberx_route_60.png,Error,Error,Error
uberx_route_61.png,Error,Error,Error
uberx_route_62.png,Error,Error,Error
uberx_route_63.png,Error,Error,Error
uberx_route_64.png,Error,Error,Error
uberx_route_65.png,Error,Error,Error
uberx_route_66.png,Error,Error,Error
uberx_route_67.png,Error,Error,Error
uberx_route_68.png,Error,Error,Error
uberx_route_69.png,Error,Error,Error
uberx_route_7.png,Error,Error,Error
uberx_route_70.png,Error,Error,Error
uberx_route_71.png,Error,Error,Error
uberx_route_72.png,Error,Error,Error
uberx_route_73.png,Error,Error,Error
uberx_route_74.png,Error,Error,Error
uberx_route_75.png,Error,Error,Error
uberx_route_76.png,Error,Error,Error
uberx_route_77.png,Error,Error,Error
uberx_route_78.png,Error,Error,Error
uberx_route_79.png,Error,Error,Error
uberx_route_8.png,Error,Error,Error
uberx_route_80.png,Error,Error,Error
uberx_route_81.png,Error,Error,Error
uberx_route_82.png,Error,Error,Error
uberx_route_83.png,Error,Error,Error
uberx_route_84.png,Error,Error,Error
uberx_route_85.png,Error,Error,Error
uberx_route_86.png,Error,Error,Error
uberx_route_87.png,Error,Error,Error
uberx_route_88.png,Error,Error,Error
uberx_route_89.png,Error,Error,Error
uberx_route_9.png,Error,Error,Error
uberx_route_90.png,Error,Error,Error
uberx_route_91.png,Error,Error,Error
uberx_route_92.png,Error,Error,Error
uberx_route_93.png,Error,Error,Error
uberx_route_94.png,Error,Error,Error
uberx_route_95.png,Error,Error,Error
uberx_route_96.png,Error,Error,Error
uberx_route_97.png,Error,Error,Error
uberx_route_98.png,Error,Error,Error
uberx_route_99.png,Error,Error,Error
