label,min_x,min_y,max_x,max_y
R25C13,90.45303171790378,23.88630638970292,90.46302196481959,23.895492118271463
R26C13,90.45293726142854,23.895329842032304,90.46284585296554,23.90014908159021
R0C14,90.46722259951979,23.661569601768115,90.47718297648896,23.67006050123375
R1C14,90.46704856921292,23.669900559425525,90.47701993542479,23.679084372787095
R2C14,90.46687445247875,23.678924362714078,90.47684657656028,23.688108232633393
R3C14,90.46670024929101,23.687948154286488,90.47667313160157,23.69713208076894
R4C14,90.46652595962335,23.696971934139054,90.47649960052247,23.70615591719004
R5C14,90.4663515834495,23.705995702268066,90.47632598329676,23.715179741892964
R6C14,90.46617712074304,23.715019458669794,90.47615227989823,23.72420355487403
R7C14,90.46600257147767,23.724043203340553,90.47597849030063,23.733227356129515
R8C14,90.46582793562699,23.73306693627662,90.47580461447768,23.742251145655736
R9C14,90.46565321316457,23.7420906574743,90.47563065240314,23.75127492344898
R10C14,90.46547840406406,23.751114366929876,90.47545660405066,23.76029868950555
R11C14,90.46530350829896,23.76013806463964,90.47528246939399,23.769322443821746
R12C14,90.46512852584287,23.769161750599896,90.47510824840673,23.778346186393872
R13C14,90.46495345666929,23.778185424806928,90.47493394106257,23.787369917218214
R14C14,90.46477830075176,23.787209087257043,90.47475954733517,23.796393636291093
R15C14,90.46460305806376,23.796232737946536,90.47458506719809,23.805417343608806
R16C14,90.46442772857878,23.805256376871696,90.47441050062497,23.814441039167658
R17C14,90.46425231227029,23.814280004028834,90.47423584758937,23.82346472296394
R18C14,90.46407680911172,23.823303619414244,90.47406110806487,23.832488394993984
R19C14,90.4639012190765,23.832327223024222,90.47388628202502,23.841512055254068
R20C14,90.46372554213806,23.841350814855076,90.47371136944334,23.850535703740515
R21C14,90.46354977826978,23.850374394903106,90.47353637029335,23.85955934044963
R22C14,90.46337392744503,23.859397963164607,90.47336128454853,23.868582965377723
R23C14,90.4631979896372,23.86842151963589,90.47318611218239,23.877606578521092
R24C14,90.46302196481959,23.87744506431326,90.47301085316836,23.88663017987606
R25C14,90.46284585296554,23.886468597193012,90.4728355074799,23.89565376943893
R26C14,90.46275497660888,23.895492118271463,90.47266007509043,23.900146641913558
R0C15,90.47701993542479,23.66156564984931,90.48698288800915,23.670219824554046
R1C15,90.47684657656028,23.67006050123375,90.48681735739783,23.679243764108374
R2C15,90.47667313160157,23.679084372787095,90.48664467000185,23.688267691964715
R3C15,90.47649960052247,23.688108232633393,90.48647189684478,23.69729160811936
R4C15,90.47632598329676,23.69713208076894,90.48629903790054,23.70631551256862
R5C15,90.47615227989823,23.70615591719004,90.48612609314301,23.71533940530878
R6C15,90.47597849030063,23.715179741892964,90.48595306254606,23.724363286336157
R7C15,90.47580461447768,23.72420355487403,90.48577994608355,23.73338715564704
R8C15,90.47563065240314,23.733227356129515,90.48560674372933,23.742411013237742
R9C15,90.47545660405066,23.742251145655736,90.4854334554572,23.751434859104563
R10C15,90.47528246939399,23.75127492344898,90.485260081241,23.760458693243812
R11C15,90.47510824840673,23.76029868950555,90.48508662105446,23.76948251565178
R12C15,90.47493394106257,23.769322443821746,90.48491307487141,23.77850632632479
R13C15,90.47475954733517,23.778346186393872,90.48473944266557,23.787530125259135
R14C15,90.47458506719809,23.787369917218214,90.48456572441069,23.796553912451134
R15C15,90.47441050062497,23.796393636291093,90.48439192008048,23.80557768789708
R16C15,90.47423584758937,23.805417343608806,90.48421802964864,23.8146014515933
R17C15,90.47406110806487,23.814441039167658,90.48404405308885,23.8236252035361
R18C15,90.47388628202502,23.82346472296394,90.48386999037481,23.83264894372178
R19C15,90.47371136944334,23.832488394993984,90.48369584148014,23.84167267214665
R20C15,90.47353637029335,23.841512055254068,90.48352160637847,23.85069638880703
R21C15,90.47336128454853,23.850535703740515,90.48334728504344,23.85972009369924
R22C15,90.47318611218239,23.85955934044963,90.48317287744862,23.868743786819582
R23C15,90.47301085316836,23.868582965377723,90.4829983835676,23.877767468164375
R24C15,90.4728355074799,23.877606578521092,90.48282380337395,23.88679113772993
R25C15,90.47266007509043,23.88663017987606,90.48264913684122,23.895814795512567
R26C15,90.47257275401358,23.89565376943893,90.48247438394293,23.900143574518776
R0C16,90.48681735739783,23.661561077215428,90.49678286093949,23.670378529364644
R1C16,90.48664467000185,23.670219824554046,90.49661486510587,23.679402536656127
R2C16,90.48647189684478,23.679243764108374,90.4964428492045,23.688426532258646
R3C16,90.48629903790054,23.688267691964715,90.49627074787517,23.697450516168487
R4C16,90.48612609314301,23.69729160811936,90.49609856109188,23.70647448838198
R5C16,90.48595306254606,23.70631551256862,90.49592628882866,23.715498448895417
R6C16,90.48577994608355,23.71533940530878,90.49575393105944,23.7245223977051
R7C16,90.48560674372933,23.724363286336157,90.49558148775819,23.73354633480735
R8C16,90.4854334554572,23.73338715564704,90.49540895889886,23.742570260198466
R9C16,90.485260081241,23.742411013237742,90.49523634445535,23.75159417387475
R10C16,90.48508662105446,23.751434859104563,90.4950636444016,23.760618075832532
R11C16,90.48491307487141,23.760458693243812,90.49489085871149,23.769641966068104
R12C16,90.48473944266557,23.76948251565178,90.49471798735885,23.778665844577787
R13C16,90.48456572441069,23.77850632632479,90.4945450303176,23.787689711357885
R14C16,90.48439192008048,23.787530125259135,90.49437198756154,23.796713566404716
R15C16,90.48421802964864,23.796553912451134,90.49419885906448,23.805737409714595
R16C16,90.48404405308885,23.80557768789708,90.49402564480026,23.81476124128383
R17C16,90.48386999037481,23.8146014515933,90.49385234474262,23.823785061108744
R18C16,90.48369584148014,23.8236252035361,90.49367895886537,23.832808869185637
R19C16,90.48352160637847,23.83264894372178,90.49350548714226,23.841832665510843
R20C16,90.48334728504344,23.84167267214665,90.49333192954698,23.850856450080673
R21C16,90.48317287744862,23.85069638880703,90.4931582860533,23.859880222891444
R22C16,90.4829983835676,23.85972009369924,90.4929845566349,23.86890398393947
R23C16,90.48282380337395,23.868743786819582,90.49281074126546,23.87792773322109
R24C16,90.48264913684122,23.877767468164375,90.49263683991865,23.886951470732594
R25C16,90.48247438394293,23.88679113772993,90.4924628525681,23.89597519647033
R26C16,90.48239059330594,23.895814795512567,90.49228877918746,23.900139879398235
R0C17,90.49661486510587,23.6615558838591,90.50658289494594,23.67053661564386
R1C17,90.4964428492045,23.670378529364644,90.50641245821588,23.67956069040866
R2C17,90.49627074787517,23.679402536656127,90.50624111383509,23.688584753493476
R3C17,90.49609856109188,23.688426532258646,90.5060696843595,23.697608804894617
R4C17,90.49592628882866,23.697450516168487,90.50589816976321,23.706632844608407
R5C17,90.49575393105944,23.70647448838198,90.50572657002029,23.715656872631133
R6C17,90.49558148775819,23.715498448895417,90.50555488510484,23.724680888959117
R7C17,90.49540895889886,23.7245223977051,90.50538311499092,23.733704893588676
R8C17,90.49523634445535,23.73354633480735,90.50521125965254,23.742728886516122
R9C17,90.4950636444016,23.742570260198466,90.50503931906377,23.751752867737764
R10C17,90.49489085871149,23.75159417387475,90.50486729319859,23.760776837249928
R11C17,90.49471798735885,23.760618075832532,90.50469518203099,23.769800795048912
R12C17,90.4945450303176,23.769641966068104,90.50452298553496,23.778824741131043
R13C17,90.49437198756154,23.778665844577787,90.50435070368442,23.787848675492633
R14C17,90.49419885906448,23.787689711357885,90.50417833645336,23.796872598130005
R15C17,90.49402564480026,23.796713566404716,90.50400588381567,23.805896509039474
R16C17,90.49385234474262,23.805737409714595,90.50383334574525,23.814920408217368
R17C17,90.49367895886537,23.81476124128383,90.50366072221601,23.82394429566
R18C17,90.49350548714226,23.823785061108744,90.5034880132018,23.83296817136368
R19C17,90.49333192954698,23.832808869185637,90.5033152186765,23.841992035324747
R20C17,90.4931582860533,23.841832665510843,90.50314233861391,23.851015887539518
R21C17,90.4929845566349,23.850856450080673,90.50296937298789,23.860039728004306
R22C17,90.49281074126546,23.859880222891444,90.50279632177221,23.869063556715457
R23C17,90.49263683991865,23.86890398393947,90.50262318494067,23.878087373669274
R24C17,90.4924628525681,23.87792773322109,90.50244996246704,23.887111178862092
R25C17,90.49228877918746,23.886951470732594,90.50227665432506,23.896134972290238
R26C17,90.49220849414927,23.89597519647033,90.50210326048845,23.90013555654438
R0C18,90.50641245821588,23.6615544,90.50918688148698,23.670581268935017
R1C18,90.50624111383509,23.67053661564386,90.50918760157889,23.679608128365672
R2C18,90.5060696843595,23.67956069040866,90.50918826026741,23.688634978288498
R3C18,90.50589816976321,23.688584753493476,90.50918885754425,23.69766181870004
R4C18,90.50572657002029,23.697608804894617,90.5091893934011,23.706688649596842
R5C18,90.50555488510484,23.706632844608407,90.50918986782963,23.71571547097543
R6C18,90.50538311499092,23.715656872631133,90.50919028082151,23.724742282832345
R7C18,90.50521125965254,23.724680888959117,90.5091906323684,23.73376908516415
R8C18,90.50503931906377,23.733704893588676,90.50919092246195,23.742795877967378
R9C18,90.50486729319859,23.742728886516122,90.5091911510938,23.75182266123857
R10C18,90.50469518203099,23.751752867737764,90.50919131825557,23.760849434974276
R11C18,90.50452298553496,23.760776837249928,90.50919142393889,23.769876199171048
R12C18,90.50435070368442,23.769800795048912,90.50919146813534,23.778902953825423
R13C18,90.50417833645336,23.778824741131043,90.50919146813534,23.78792969893395
R14C18,90.50400588381567,23.787848675492633,90.50919145083657,23.7969564344932
R15C18,90.50383334574525,23.796872598130005,90.50919137203412,23.8059831604997
R16C18,90.50366072221601,23.805896509039474,90.5091912317196,23.815009876950025
R17C18,90.5034880132018,23.814920408217368,90.50919102988456,23.82403658384071
R18C18,90.5033152186765,23.82394429566,90.50919076652058,23.83306328116832
R19C18,90.50314233861391,23.83296817136368,90.50919044161917,23.842089968929407
R20C18,90.50296937298789,23.841992035324747,90.50919005517191,23.85111664712052
R21C18,90.50279632177221,23.851015887539518,90.50918960717031,23.86014331573823
R22C18,90.50262318494067,23.860039728004306,90.5091890976059,23.869169974779094
R23C18,90.50244996246704,23.869063556715457,90.50918852647018,23.87819662423967
R24C18,90.50227665432506,23.878087373669274,90.50918789375466,23.887223264116518
R25C18,90.50210326048845,23.887111178862092,90.5091871994508,23.896249894406193
R26C18,90.5020264562068,23.896134972290238,90.50918644355012,23.900130605949755
