location,coordinates,latitude,longitude,geometry,grid_label
"RD 6 A,BANANI DOHS","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"HOTEL NANDINI , SHUKRABAD , DHANMONDI 32","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"NAISHA ENTERPRISE LIMITED , BLOCK G , BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"WHITE PALACE CONVENTION HALL,RING ROAD,MOHAMMADPUR","(23.7740268, 90.3623923)",23.7740268,90.3623923,POINT (90.3623923 23.774026799999998),R21C21
"ECONO SERVICE,BUS COUNTER,MANIKNAGAR,TT PARA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"PESHWARAIN, WARI , 16B , 1 RANKING STREET","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"FM RICHVIEW , HOUSE 349/A , ROAD 9 , BLOCK C , BASUNDHARA R/A","(38.5, -0.5)",38.5,-0.5,POINT (-0.5000000000024625 38.49999999999856),R1591C-1262
"BUTTER CRUST , BLOCK B , BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"UTTARA 10 NO,SECTOR JAME MOSQUE,ROAD 2,KOTABARI BAZAR,SECTOR 11","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BRI GREEN MEADOW , BLOCK E , BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"YA HABIBI , BLOCK K , BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"new parveen restaurant , shahiod tajuddin ahmed avenue , amtoli mohakhali","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"RD 7,EASTERN HOUSING,PALLABI 2ND PHASE","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BANGLADESH EYE HOSPITAL,MIRPUR,BLOCK D,MIRPUR 2","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"MANNAN HIGH SCHOOL MARKERT,DHAKA DEMRA HIGHWAY,SHOMIR AKHRA","(24.9058, 88.77014)",24.9058,88.77014,POINT (88.77014 24.905799999999996),R46C-10
"H 17,RD 15,NIKUNJA 2","(23.8335443, 90.4165704)",23.8335443,90.4165704,POINT (90.4165704 23.833544299999996),R22C22
"RD 8,SECTOR 1,UTTARA","(23.8628957, 90.396811)",23.8628957,90.396811,POINT (90.396811 23.862895700000003),R22C22
"H D 6 , RD 2 , MOHANAGAR HOUSING PROJECT , RAMPURA","(23.76261, 90.42051)",23.76261,90.42051,POINT (90.42051 23.76261),R20C22
"S HAQUARE TRADERS , DHAKA UDDAN , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"AMBLE NONGOR,BLOCK E, BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"JAMPUR , SONARGAON , NARAYANGANJ","(23.61352, 90.50298)",23.61352,90.50298,POINT (90.50298 23.61352),R17C24
"319/2,MIDDLE PIRERBAG,SHIMULTOLA MUKTI HOUSINGM,DOKKHIN PAIKPARA","(22.28455, 91.9809)",22.28455,91.9809,POINT (91.98090000000002 22.284550000000003),R-13C54
"MONIR GENERAL STORE , SHYAMOLI , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"TECH BANGLA , SOUTH BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"SAMORITA HOSPITAL , PANTHAPATH","(23.7523917, 90.3853287)",23.7523917,90.3853287,POINT (90.3853287 23.752391699999997),R20C22
"GAZI PHARMACY , KHA 56 , RD 106 , SHAHJADPUR , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"BACHCHU HOWLADER TRADERS , WEST JATRABARI","(24.98797, 90.90801)",24.98797,90.90801,POINT (90.90801 24.98797),R47C33
"KAMAL SRIMTY PATHAGAR , H 106 , 5 , DINANATH SEN RD , GANDARIA","(23.70576, 90.42954)",23.70576,90.42954,POINT (90.42954 23.705759999999998),R19C23
"MAA COFFEE  HOUSE , KA /120, PURBACHAL  EXPRESS  HIGHWAY , KURIL","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SONGKOLPO FOUNDATION,BLOCK A,MIRPUR 2","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"UCB ATM , TEJTURI BAZAR , TEJGAON","(23.7526685, 90.3848858)",23.7526685,90.3848858,POINT (90.3848858 23.752668499999995),R20C22
"EXTENSION WING 2 SQUARE HOSPITALS LIMITED , LAKE CIRCUS ROAD , KALABAGAN","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"RAHMAN ASSADA , GA 41 , SCHOOL RD MOHAKHALI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SKYLINE GROUP , NOBINOGOR KALIAKOIR ROAD , NOBINAGAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MIRJAPUR POUROSHOVA , MIRJAPUR , TANGAIL","(24.24984, 89.91655)",24.24984,89.91655,POINT (89.91655 24.24984),R31C12
"PLOT 228 , RD 2 , BLOCK B , BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"DELTA LIFE TOWER,H 37,RD 90,GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"BANGLAR SHADD RESTAURANTS AND MINI RESORT,SECTOR 04,PURBACHAL","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"NRB GLOBAL BANK LIMITED , 94 , GULSHAN AVENUE , DAKKHIN BADDA , GULSHAN","(23.7865572, 90.4170714)",23.7865572,90.4170714,POINT (90.4170714 23.786557199999997),R21C22
LEGAL SOLUTIONS HIGH-COURT AREA SHAHBAGH,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"R K AIR CONDITIONING,SOUTH BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"CROWNE PLAZA DHAKA GULSHAN,AN IHG HOTEL,GULSHAN 2,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"ISLAMI BANK , MAIN ROAD , SECTION 6","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H 2/1,NURJAHAN RD,MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"PUMA BANGLADESH , BLOCK E, BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SHAMIM STORE,NIMAI KASHARI,SIDDHIRGANJ","(23.69127, 90.5149)",23.69127,90.5149,POINT (90.51490000000001 23.691269999999992),R19C24
"CHAMELL-BIDA LOUNGE , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , KURMITOLA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H 224/G , OUTER CIRCULAR RD , MALIBAGH , SHAHI MOSHJID MALIBAGH","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BASABO ,DHAKA , BANGLADESH","(24.16667, 90.41667)",24.16667,90.41667,POINT (90.41667 24.16667),R29C22
"GOLDEN BOILER MANUFACTURING CO LTD SHAHID BUDDHIJIBI GRAVEYARD,MIRPUR 12","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"HUMAYUN ROAD,MOHAMMADPUR","(23.7662855, 90.3617656)",23.7662855,90.3617656,POINT (90.3617656 23.766285499999995),R20C21
"KHILGAON CITY CORPORATION BUILDING,RD 9,KHILGAON","(23.75722, 90.46443)",23.75722,90.46443,POINT (90.46443 23.757220000000004),R20C23
"H 23 FREE , SCHOOL ST , KATHALBAGAN","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BOSS HOST BD,539/1,W NAKHALPARA RD,PASCHIM NAKHALPARA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SHEKHERTEK ELECTRIC,H 13,SHEKHERTEK MAIN RD,MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"NOYA NAGAR JAME MASJID , ABUR TEK RD KHILKHET","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"NAGORIK SPECIALIZED HOSPITAL LIMITED , BLOCK C, AFTABNAGAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BANGLADESH KHRISHI BANK , SHYAMOLI RD 1 , SHYAMOLI","(23.77438, 90.36538)",23.77438,90.36538,POINT (90.36538 23.77438),R21C21
"BANGLADESH CHINA FRIENDSHIP EXHIBITION CENTER,PURBACHAL,","(23.8426962, 90.5338706)",23.8426962,90.5338706,POINT (90.5338706 23.842696199999995),R22C25
"ASIF ADNAN AHMED , SECTOR 4, UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"NILA MARKET , PURBACHAL EXPRESS HIGHWAY , TAHORDIA , NARAYANGANJ","(23.61352, 90.50298)",23.61352,90.50298,POINT (90.50298 23.61352),R17C24
"ORO ROASTERS , SECTION 1 , MIRPUR","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"H 258, RD 10 , KHILGAON","(23.7475076, 90.4374104)",23.7475076,90.4374104,POINT (90.4374104 23.747507600000002),R20C23
"DOUBLE DELIGHT, HOUSE  1075, ROAD 6A, DOHS, MIRPUR","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"MA ELECTRONIC,BOU BAZAR ROAD,UTTOR KAFRUL","(23.78822, 90.37359)",23.78822,90.37359,POINT (90.37359 23.788219999999995),R21C21
8/3 LAKE CIRCUS KALABAGAN,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
UTTARA SECTOR 11 KACHA BAZAR,"(25.74442, 88.49186)",25.74442,88.49186,POINT (88.49186 25.744420000000005),R65C-16
THE BUFFET STORIES DHANMONDI,"(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"TURKEY BLISS , ROAD 11 , BLOCK F , BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"RD 7 , BLOCK D , BANASREE","(23.7619434, 90.4319378)",23.7619434,90.4319378,POINT (90.4319378 23.7619434),R20C23
"CHAND COMMUNITY CENTER,ZAHIR RAIHAN SARANI,DHAKA MEDICAL COLLEGE","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"REGAL EM,PORIUM RUPNAGAR , RD 29","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"DOMESTIC TERMINAL (DAC),HAZRAT SHAHJALAL,INTERNATIONAL AIRPORT","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BDIC BAZAR , SHIMULTOLY RD , 1702","(23.9833, 90.4)",23.9833,90.4,POINT (90.40000000000002 23.983299999999996),R25C22
"BANK ALFALAH,GULSHAN AVENUE,GULSHAN 2,,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
japan bangladesh friendship hospital,"(23.7394953, 90.3750642)",23.7394953,90.3750642,POINT (90.3750642 23.7394953),R20C21
"ORCHARD CONVENTION HALL , GREEN ROAD , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"BULBUL DREAM,740,ROAD NO 10,BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MEENA BAZAR,BANASREE,BLOCK C","(23.7604739, 90.4298532)",23.7604739,90.4298532,POINT (90.4298532 23.7604739),R20C23
JAMAYET HAZRAT ABUBAKKAR SIDDIQ ( RA) DAKHIL MADRASA,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MASUD AUTOMOBILES,DIYABARI,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"SHOPNO NEER 6,MITALI HOUSING SOCIETY,SOUTH KAFRUL","(23.78822, 90.37359)",23.78822,90.37359,POINT (90.37359 23.788219999999995),R21C21
"AUTOGRAPH TOWER , BLOCK B , BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"RD 9,BLOCK I,BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"GUCHARTEK GRAVEYARD , DEWANPARA RD , VASHANTEK","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"TOKYO SQUARE CONVENTION CENTER , SHYAMOLI , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"darussalam tower , h 59/da , mirpur rd, darus salam","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"CATCOBD INC, RD 30 , MOHAKHALI DOHS","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
DR. FAZLUL HAQUE COLORECTAK HOSPITAL LIMITED WEST DHANMONDI,"(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"JAHAN, H 21/1, JIGATALA MAIN RD, JIGATALA","(25.15867, 89.66515)",25.15867,89.66515,POINT (89.66515 25.15867),R52C8
"CUP O JOE, ROAD 24, GULSHAN 1","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
ASHIRBAD BANANI DOHS,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SHAFIQUAT NIKETON , H 147 , RD 1 , MOHAMMADI HOUSING SOCIETY , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"ARAX BANGLADESH , BLOCK C, BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SAHIC-SAHIC HOSPITAL ( NAAK ,KAAN, GOLA-ENT ) , MOHAKHALI BAZAR ROAD","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"17 , ROAD 04 , SECTION 2","(22.8933377, 91.5339391)",22.8933377,91.5339391,POINT (91.5339391 22.8933377),R1C45
"PAKA BRIDGE GROCERY STORE,POLAGAS RD,1711","(24.0907, 90.4878)",24.0907,90.4878,POINT (90.4878 24.090699999999995),R27C24
"BISWAS AGROVET LTD,SECTOR 7,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"FANTASY KINGDOM , GOVERNMENT ROAD , ASHULIA, NOBINAGAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"URVBAN SHAH RASTI HOUSE , 46 , ROAD 5 , DHANMONDI R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BIMAN HOLIDAY-PREMIUM LOUNGE,
HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,
KURMITOLA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"PROSHIKA MOR , SECTION 6","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SADAR GHAT,AHSANULLAH RD,WISE GHAT,KOTWALI","(25.74664, 89.25166)",25.74664,89.25166,POINT (89.25166 25.74664),R65C0
"RAIN DROP OPEN FOOD ZONE , THANA RD , 1340","(23.8442, 90.2511)",23.8442,90.2511,POINT (90.2511 23.844199999999994),R22C19
"APOLLO HOSPITAL,SADEK RD,BLOCK E,BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"KHALEQUE GAS STATION,KALYANPUR","(23.78134, 90.35697)",23.78134,90.35697,POINT (90.35697 23.781340000000004),R21C21
"DHAKA AIRPORT SERVICES,
HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,
KURMITOLA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
NITOL NILOY TOWER NIKUNJO 2,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MULTIPLAN CENTER,NEW ELEPHANT ROAD,DHANMONDI","(23.7388163, 90.38545)",23.7388163,90.38545,POINT (90.38545 23.738816299999996),R20C22
"SHAYAMOLI SQUARE SHOPPING MALL , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"AHR,S K MANNAN RDD,MOINARTEK","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ASHRAF 4A HOUSE 19,RD 7,SECTOR 10 UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
MAJUMDER'S KEMAL ATATRUK AVENUE BANANI,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MADINA SHALUK , 272/A , BNP BAZAR AGARGAON WATER TANK","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"CLARA CARE SERVICE LTD , HEAD OFFICE , SOUTH KURIL","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"TROPICAL ALLAUDDIN TOWER SHOPPING COMPLEX,ROAD 02,SECTOR 3,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"MOON LIGHT , 520 . SARAK 15/A, BASHUDNHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"DUMNI NOYAPARA JAME MASJID , PURBACHAL EXPRESS HIGHWAY , BASHUNDHARA R/A","(38.5, -0.5)",38.5,-0.5,POINT (-0.5000000000024625 38.49999999999856),R1591C-1262
"MAYER DOWA GENERAL STORE , MIDDLE PIRERBAGH , MIRPUR","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"CITY BANK,GULSHAN  AVENUE,GULSHAN 1,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"DUSTBIN , ZAHIR RAIHAN SHARANI RD, NOORBAGH , SIDDIKBAZAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SHAJAHAN DE MENOR , H 59 , RD 8A , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"HOUSE 9 , ROAD 17 , BLOCK E , BANANI , DHAKA","(24.16667, 90.41667)",24.16667,90.41667,POINT (90.41667 24.16667),R29C22
"aarong gulshan , tejgaon gulshan link rd","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SAFEWAY TECHNOLOGIES LTD, BLOCK I , BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"DREAM HOLIDAY PARK,DHAKA SYLHET HIGHWAY,NARSINGDI","(23.92298, 90.71768)",23.92298,90.71768,POINT (90.71768 23.92298),R24C29
"JBS SHOPNOCHURA,WEST NANDIPARA","(24.49418, 88.89406)",24.49418,88.89406,POINT (88.89406 24.49418),R37C-8
"80 , MOTIJHEEL ROAD , MOTIJHEEL , DILKUSHA","(23.7285768, 90.4185932)",23.7285768,90.4185932,POINT (90.4185932 23.7285768),R19C22
"BASHUNDHARA CITY SHOPPING COMPLEX , PANTHAPATH DHAKA","(23.751142, 90.3906411)",23.751142,90.3906411,POINT (90.3906411 23.751142),R20C22
"PARIJAT,24,SECTION 6","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
UTTARA SECTOR 4 TURF GROUND,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MOHAKHALI BUS TERMINAL, SHAHID TAJUDDIN AHMED SARANI , MOHAKHALI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MADARTEK CHOWRASTA  POSHCHIM MADARTEK , PURBO NONDIPARA , SHAHJAHANPUR","(21.9128, 90.73626)",21.9128,90.73626,POINT (90.73626 21.912799999999994),R-21C28
"BFC (BEST FRIED CHICKEN),BLOCK H,BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"DOINIK BANGLA MOR , FAKIRAPOOL , DILKUSHA","(23.7302544, 90.4151658)",23.7302544,90.4151658,POINT (90.4151658 23.7302544),R20C22
NIKUNJA 1,"(23.8242795, 90.4191806)",23.8242795,90.4191806,POINT (90.4191806 23.824279500000003),R22C22
"DEMRA STAFF QUARTER , DHAKA-DEMRA HIGHWAY , GOPIBAG , JATRABARI","(24.98797, 90.90801)",24.98797,90.90801,POINT (90.90801 24.98797),R47C33
"DYNASTY,H 15,RD 7,GULSHAN 1","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"ABDULLAHPUR BUS STOP,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"LAHORE BY IKITCHEN , PLOT 54 , ROAD-11, BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"NAFI TOWER , H 53 , GULSHAN AVE , GULSHAN 1","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"T.H BAKERY & SWEETS , RAYER BAZAR , MOHAMMADPUR","(14.5847472, 120.999882)",14.5847472,120.999882,POINT (120.999882 14.584747199999997),R-142C700
HAQUE'S BANQUET HALL & RESTAURANT,"(49.11127, 9.73908)",49.11127,9.73908,POINT (9.739080000000133 49.111269999999976),R1365C-915
"MIRPUR CANTONMENT PUBLIC SCHOOL AND COLLEGE,ROAD 05,DOHS,MIRPUR 12","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"GAS TRANSMISSION COMPANY LIMITED,AGARGAON,MIRPUR","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"1038/2, MASTER PARA ROAD , SENPARA PARBATA , BOROBAGH","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H 128 , RD 12 , BLOCK G , BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"35 , ROAD 8/A, NIKUNJA 1 , BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"DOMESTIC TERMINAL(DAC),HAZRAT SHAHJALAL INTERNATIONAL AIRPORT","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"IBA , UNIVERSITY OF DHAKA , JASIMUDDIN HALL RD, UNIVERSITY OF DHAKA","(24.16667, 90.41667)",24.16667,90.41667,POINT (90.41667 24.16667),R29C22
"SENAKUNJA , SHAHID SARANI , DHAKA CANTONMENT","(23.82444, 90.40556)",23.82444,90.40556,POINT (90.40556 23.824439999999996),R22C22
"Road 6,Nikunja 2,Badda","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"HOUSE NO 2, ROAD 14, NIKUNJA 2, BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"RAYER BAZAR HIGH SCHOOL , SHER E BANGLA  RD , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"handi (gulshan branch ) , gulshan 2 , gulshan","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
SHYAMOLI SHISHU MELA BUS STOP,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"INCREDIBLE PVT , LTD . GULSHAN 1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"SUFIA DREAMS 138/5/C , JAMTOLA EAST RAMPURA","(23.76261, 90.42051)",23.76261,90.42051,POINT (90.42051 23.76261),R20C22
"HOUSE 49 , ROAD 13 ,. SECTOR 10 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"RD 5 , SECTOR 5, UTTARA","(23.8699122, 90.3874414)",23.8699122,90.3874414,POINT (90.3874414 23.8699122),R23C22
"OSCOM BANGLADESH , NURERCHALA RD , NOTUN BAZAR , BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"MUTUAL TRUST BANK LIMITED , ROAD 01 ,BLOCK B , BASHUDNHARA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MIDDLE BADDA BAITUL AMAN JAME MASJID,AH2,MIDDLE BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
" TENEMENT 2, H 301/A, RD 6 , BLOCK E, 
BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"UTTARA CRESCENT HOSPITAL, RABINDRA SARANI, SECTOR 3, UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"YAMAHA FLAGSHIP  STORE ,37, HAQUE CENTER , SHAHEED TAJUDDIN AHMED SARANI, DHAKA 1208","(24.16667, 90.41667)",24.16667,90.41667,POINT (90.41667 24.16667),R29C22
"BD WATER ENGINEERING , RD 27 , SECTOR 7 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"BELLAVISTA ITALIAN RESTAURANT , KAZI ALAUDDIN RD , SHANTINAGAR , MOTIJHEEL","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H 144,SHANTINAGAR RD,SHANTINAGAR","(23.7393386, 90.4150796)",23.7393386,90.4150796,POINT (90.41507960000001 23.739338599999993),R20C22
"SENAKUNJA BUTLER,SHAHID SARANI,DHAKA CANTONMENT","(23.82444, 90.40556)",23.82444,90.40556,POINT (90.40556 23.824439999999996),R22C22
DHKA RAILWAY STATION,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
NATIONAL INSTITUTE OF CARDIOVASCULAR DISEASES (NICVD),"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"DUTCH BANGLA BANK LTD ATM,H 500/A/1(OLD),RD 8,DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"HOME TRUST LIVING LTD , ROAD 14/C, SECTOR 4, UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"EASTERN SHANTI NEER , SANTINAGAR ,KAKRAIL","(23.73333, 90.4)",23.73333,90.4,POINT (90.40000000000002 23.733329999999988),R20C22
"29/1/2 , SATISH SARKER ROAD , KERANIGANJ","(24.75003, 88.07271)",24.75003,88.07271,POINT (88.07271000000001 24.750030000000002),R43C-25
"MIRPUR NATIONAL ZOO, ZOO RD , MIRPUR 2","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"ZARIN STORE , BLOCK D, ,MIRPUR 13","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"BURGER N CO. MIDDLE BAREK MOLLA'S MOR , 60 FEET , MIRPUR","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"22 , ROAD 12 , NIKUNJA 2","(23.8324457, 90.4168725)",23.8324457,90.4168725,POINT (90.4168725 23.832445700000008),R22C22
"BABA RAFI  , BASHUNDHARA CITY , PANTHAPATH","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"NIPOBON LAKE BREEZE,BLOCK E,AFTABNAGAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"NIRUPOMA GARDEN APARTMENT,MIRBAGH,MAGBAZAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SANGSAD BHABAN RD , SHER E BANGLA NAGAR","(23.7613375, 90.3802553)",23.7613375,90.3802553,POINT (90.3802553 23.761337499999993),R20C22
"DAKSHIN MOLLA TAG,BOTTOLA,DAKSHIN MOLLA TAG,DAKSHINKHAN","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
