location,coordinates,latitude,longitude,geometry,grid_label
"AMTOLA , LALBAGH ROAD","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"TARBUSH ARABIAN RESTAURANT , ROAD 83 , GULSHAN  2 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"IEB TENNIS COURTS, MAOLANA BHASANI ROAD, FAKIRAPOOL, PALTAN","(23.7333127, 90.4013399)",23.7333127,90.4013399,POINT (90.4013399 23.733312699999992),R20C22
"KALABAGAN BUS STOP , MIRPUR RD , DHANMONDI","(23.7475556, 90.3805653)",23.7475556,90.3805653,POINT (90.3805653 23.747555599999995),R20C22
"NORI , BLOCK C , BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SRI SRI SIDDHESWARI KALI MONDIR , SHIDDESWARI ROAD","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"AHONA FOOD ZOON , LAKE CITY , KHILKHET","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"CURE MEDICAL CENTER & HOSPITAL,GULSHAN 2","(0.2867515, 32.5688322)",0.2867515,32.5688322,POINT (32.56883220005886 0.2867514999918225),R-493C-1628
"SHYAMPUR BUS STOP , DHAKA NARYANGANJ LINK ROAD , FARIODABAD , KERANIGANJ","(24.75003, 88.07271)",24.75003,88.07271,POINT (88.07271000000001 24.750030000000002),R43C-25
"PRINCE BAZAR LTD,SHYAMOLI,MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"357/11/C MODUBAG , HAIR JHEEL LINK ROAD , WIRELESS , MOGBAZAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"JAFRAN RESTAURA AND CATERING , SECTOR 13 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"TASTEBUD BANANI , ROAD 12A , BANANI MODEL TOWN","(23.79142, 90.40491)",23.79142,90.40491,POINT (90.40491 23.79142),R21C22
"m/s antora pharmacy , mirpur road , taltola , shyamoli","(23.77438, 90.36538)",23.77438,90.36538,POINT (90.36538 23.77438),R21C21
"H 2, TOYENBEE CIRCULAR RD , FAKIRAPOOL","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"REZA AUTO DRY CLEANERS , H 26/1 , TAJMAHAL RD , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"GREEN LILY , 18 ROAD 4, DHANMONDI R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"GERMAN CLUB , GULSHAN 2 , GULSHAN","(23.793577, 90.4197537)",23.793577,90.4197537,POINT (90.4197537 23.793577),R21C22
"JANATA AMBULANCE SERVICE , SOUTH KALLYANPUR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"CITY BANK ATM , MIRPUR RD , DHANMONDI N","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SKY LOUNGE , BLOCK D , MIRPUR 2","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"TRIMATRA SOLUTIONS LTD,ROAD 27,BLOCK K,BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"LONDON INTERNATIONAL SCHOOL  , ROAD 1 ,  BLOCK  A , GULSHAN 1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"DIABARI GREEN CITY SECTOR 15,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"JUTHI NIBASH , BLOCK G , BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"NARAIL AIR TRAVELS AND TOURS, SECTOR 15, UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"LIGHTHOUSE INTERNATIONAL SCHOOL (LTS) , ROAD 23 , GULSHAN 1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"PROBAL TOWER , H 45 , MOHAMMADPUR RING RD , JANATA HOUSING","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BONDHU HOTEL & RESTAURANT , KHILKHET SHEIKH  SHAHEB PARA","(23.6735594, 90.5199375)",23.6735594,90.5199375,POINT (90.5199375 23.673559400000002),R18C24
"RIAZ GENERAL STORE , H 34 , RD 4 , SECTOR 11 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"MIRPUR DOHS RD,MIRUR DOHS","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"EMBASSY OF DENMARK,MADANI SARANI,GULSHAN NORTH AVENUE,GULSHAN 22","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"JAHAN ARA CLINIC LTD,SECTOR 1,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"NAWABI VOJ,AQP SHOPPING MALL,NEW BAILY ROAD","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BASILLA,ROAD 4A,DHANMONDI R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"LOMON TEA STORE , RAJBARI","(23.66667, 89.55)",23.66667,89.55,POINT (89.55 23.66667),R18C5
"MUSTAFA MART , BASHUNDHARA CITY , GREEN ROAD , PANTHAPATH","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"GC STREET,SECTOR 7,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"RONI MEDICINE CORNER,MOUCHAK","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BAGHA CLUB , ROAD 44 , GULSHAN 2 , GULSHAN","(23.7919042, 90.4142002)",23.7919042,90.4142002,POINT (90.4142002 23.7919042),R21C22
"KACCHI BHAI, BASUNDHARA ROAD, BASUNDHARA MAIN GATE, BASUNDHARA R/A","(38.5, -0.5)",38.5,-0.5,POINT (-0.5000000000024625 38.49999999999856),R1591C-1262
"HOTEL 71, SAYED NAZRUL ISLAM SHARANI , FAKIRAPOOL , PALTAN","(23.73625, 90.41426)",23.73625,90.41426,POINT (90.41426 23.736249999999995),R20C22
"JISAN CONVENTION CENTREM,ZINZIRA RAMERKANDA RD,KERANIGANJ","(24.75003, 88.07271)",24.75003,88.07271,POINT (88.07271000000001 24.750030000000002),R43C-25
"NUMBER 11 GOLI , GOPIBAG , JATRABARI","(23.720033, 90.4252828)",23.720033,90.4252828,POINT (90.4252828 23.720032999999994),R19C22
"MDC MODEL  SCHOOL AND COLLEGE , BLOCK B , MIRPUR 12","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"METRO POLITAN MEDICAL CENTRE LTD , MOHAKHALI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ICE AGE , BLOCK E, BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
BANGLADESH AIRLINES TRAINING CENTER,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BASHUNDHARA D BLOCK ,SERVICE ROAD , BLOCK D , BASHUDNHARA R/A","(38.5, -0.5)",38.5,-0.5,POINT (-0.5000000000024625 38.49999999999856),R1591C-1262
"BANGLADESH TELIVISION (BTV),TV RD,EAST RAMPURA","(23.76261, 90.42051)",23.76261,90.42051,POINT (90.42051 23.76261),R20C22
"BRAC UNIVERSITY (NEW CAMPUS),DIT RD,MERUL BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"STAR CINEPLEX , BANGABANDHU MILITARY MUSEUM , BIJOY SARANI , DHAKA","(24.16667, 90.41667)",24.16667,90.41667,POINT (90.41667 24.16667),R29C22
"BIJOY RAKEEN , LINE 3, MIRPUR 13","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"SUMON TEA STORE , SHYAMOLI , MUHAMMADPUR","(23.40153, 89.59731)",23.40153,89.59731,POINT (89.59731 23.401529999999998),R13C5
"CONCORD GHRAND , H 169, SHANTINAGAR RD , SHANTNAGAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SIGREE , H 1, RD 12 , BLOCK B, MIRPUR 12","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"CLOUD COFEE,WEST SHEWRAPARA,MIRPUR","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"479, ROAD NO, 17 , BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SHANTO CNG PUMP , ATISH DEEPANKAR ROAD , SOUTH MUGDAPARA , MUGDA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"100,ROAD 13A,BANANI","(23.7913307, 90.4048586)",23.7913307,90.4048586,POINT (90.4048586 23.7913307),R21C22
"HOUSE -28 , ROAD 5 , BLOCK -A , RAMPURA BANSREE","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"PRESIDENCY UNIVERSITY , 11 A ROAD 92 GULSAHN 2 GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"MODHUMOTI MODEL TOWN,1347","(24.3137, 89.6089)",24.3137,89.6089,POINT (89.60890000000002 24.313700000000004),R33C6
"GOLARTEK EIDHGAH MASJID , GOLARTEK MASJID RD , PALPARA","(24.39518, 88.82721)",24.39518,88.82721,POINT (88.82721 24.39518),R35C-10
"KHALID BIN WALID MASJID , ROAD 6A , SECTOR 10 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
PURBACHAL RESIDENTIAL MODEL TOWN SECTOR 18,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BGMEGA COMPLEX , SECTOR 17 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"699, BLOCK F, ROAD 21, BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"IBN SINA DIAGNOSTIC & CONSULTATION CENTER,GARIB E NEWAZ AVE,SECTOR 13,UTTARA","(23.8082653, 90.357622)",23.8082653,90.357622,POINT (90.357622 23.8082653),R21C21
"DHAKA COMMERCE COLLEGE,MIRPUR 2","(23.806746, 90.3529347)",23.806746,90.3529347,POINT (90.3529347 23.806746),R21C21
"SUGARBD,COM,ROAD 9,SECTOR 3,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"deputy police commissioner's office (west) dmp , iqbal road , mohammadpur","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"RIYAD STORE , H 18/13/A , TOLLABAG LN , WEST DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"H 21,RD 22,BANANI","(23.795584, 90.4071866)",23.795584,90.4071866,POINT (90.4071866 23.795584000000005),R21C22
"LOCALISH CAFE,BLOCK D,BANASREE","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ANWAR KHAN MODERN MEDICAL COLLEGE , H 22 , RD 8 , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"STAR HOTEL,DARUS SALAM,KALLYANPUR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ATHPI TATHOI NIBASH , BLOCK M , BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"CAFE PIZZA HOUSE , SECTOR 7 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"MAPEL LEAF SCHOOL , MAGICIAN'S STREET , DHANMONDI R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H 612 , RD 7 , BLOCK G , BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"741 742 , SABRINA SOBHAN 4TH AVENUE ROAD , BLOCK D , BASUNDHARA R/A","(38.5, -0.5)",38.5,-0.5,POINT (-0.5000000000024625 38.49999999999856),R1591C-1262
"CHOWS , BLOCK E , BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"DREAM LAND 3 , VATAPARA RD , SAVAR , 1340","(23.8442, 90.2511)",23.8442,90.2511,POINT (90.2511 23.844199999999994),R22C19
"DHANMONDI 9/A , WEST DHANMONDI","(23.7460225, 90.3738966)",23.7460225,90.3738966,POINT (90.3738966 23.74602249999999),R20C21
"P0LIC CONVENTION HALL, OLD ELEPHANT ROAD, WIRELESS, PALTAN","(23.73625, 90.41426)",23.73625,90.41426,POINT (90.41426 23.736249999999995),R20C22
"CAMBRIAN SCHOOL AND COLLEGE , SUGANDHA ROAD , NARAYANGANJ","(23.61352, 90.50298)",23.61352,90.50298,POINT (90.50298 23.61352),R17C24
"KHANPUR LAL MOSQUE , KHANPUR MAIN RD , KHANPUR , NARAYANGANJ SADAR , NARAYANGANJ , 1400","(23.61352, 90.50298)",23.61352,90.50298,POINT (90.50298 23.61352),R17C24
"SLAW , ROAD 11 , BARIDHARA DIPLOMATIC AREA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"JIYON BOUTIQUE RESORT,MODHUMOTI MODEL TOWN,AMINBAZAR","(23.78457, 90.33013)",23.78457,90.33013,POINT (90.33013 23.78457),R21C21
"BANANI SUPER MARKET,BIR UTTAM AMINUL HAQUE RD,BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ROSE HEAVEN , P C CULTURE HOUSING SOCIETY , SHEKHERTEK","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"AHP IT , BLOCK E , BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ASSOLOATE , RESIDENTIAL AREA , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"CP FIVE STAR ( CHASHARA ) , BALUR MATH","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H 11, KADAMTALA HIGH SCHOOL RD , SABUJBAG","(23.03077, 89.38848)",23.03077,89.38848,POINT (89.38848 23.03077),R4C1
"STATE BANK OF INDIA , COUNTRY OFFICE BANGLADESH OPERATIONS , GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"37/C,ROAD 3,BLOCK D,BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"FAYZA FASHION TAILORS , H 40/B , RD 4/A , JIGATALA","(25.15867, 89.66515)",25.15867,89.66515,POINT (89.66515 25.15867),R52C8
"H 32/A ,STATION RD , TEJKUNIPARA","(23.76667, 90.41667)",23.76667,90.41667,POINT (90.41667 23.76667),R20C22
"GREEN SAINTMARTIN EXPRESS PANTHAPATH BRANCH,LAKE CIRCUS ROAD,KALABAGAN","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MA GENERAL STORE , BASTOLA , KHILKHET","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"UTTARA UNIVERSITY,MIRPUR RD,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"KAMALAPUR BOX CULVERT ROAD, MOTIJHEEL , KOMLAPUR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"INNER CIRCLE PRIVATE LIMITED , ROAD - 113/A, GULSHAN 2, GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"BIMAN HOLIDAY - PREMIUM LOUNGE , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT KURMITOLA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SUCHONA COMMUNITY CENTER , RING RD , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"HOUSE 34 , ROAD 11 , SECTOR 4 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"MANARAT INTERNATIONAL UNIVERSITY  ( GULSHAN CAMPUS ) , ROAD 106 , GULSHAN 2 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"ABDUR SADEK RD , BLOCK C , BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H 280,281/N,BATAR GOLI,MOGBAZAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MULOVI SALEK LANE,WEST DHANMONDI","(23.7417419, 90.3702009)",23.7417419,90.3702009,POINT (90.3702009 23.741741899999997),R20C21
"PANSHI 36,ROAD NO -1,BLOCK A,BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SHAINIK CLUB BUS STOP  , BANANI","(23.7906785, 90.4002024)",23.7906785,90.4002024,POINT (90.4002024 23.7906785),R21C22
"CHEESY SLICE , MIRPUR  CANTONMENT","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"PREZZIE , ROAD 27 ( OLD ), DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"AJOMPUR RAIL GATE,SECTOR 4,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
HOUSE 17 ROAD 14 SECTOR 3 UTTARA,"(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"WORLD BANK SYED MAHBUB MORSHED AVE , SHER E BANGLA NAGAR","(23.7736857, 90.373312)",23.7736857,90.373312,POINT (90.373312 23.773685699999994),R21C21
39/6 EAST HAZI PARA ( BOY BAZAR ) RAMPURA DHAKA,"(24.16667, 90.41667)",24.16667,90.41667,POINT (90.41667 24.16667),R29C22
"MASTER BARI , NURPUR","(23.20128, 89.18382)",23.20128,89.18382,POINT (89.18382 23.201279999999997),R8C-3
"POPPY GENERAL STORE , SOUTH KAFRUL RD , SOUTH KAFRUL , KAFRUL","(23.78822, 90.37359)",23.78822,90.37359,POINT (90.37359 23.788219999999995),R21C21
"LIXIT EXPERIENCE CENTRE ( BANGLADESH ) , GULSHAN 2, GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"BRAC BANK,H 57/E,PANTHAPATH","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SARA SARKER VILLA , HOUSE 218/5/A, KAMAL SORONI , AGARGAON , MIRPUR","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"PURTO BHABAN MASJID , MOULANA BHASANI RD , RAMNA","(23.73333, 90.4)",23.73333,90.4,POINT (90.40000000000002 23.733329999999988),R20C22
"AMTOLA HAZI BARIR MOR , KABARSTHAN RD","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"IFIC BANK ATM , H 17 , RD 6 , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"PIZZA.COM, BOSILA , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"CHAYA PRANGON , WEST AGARGAON","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"IFIC BANK LIMITED,ROAD 2,BLOCK C,BANASREE","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"CHAND MIA HOUSING JAME MASJID , RD 2, MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"CITY CORPORATION HAWKERS MARKET,AHSANULLAH RD,WISE GHAT,KOTWALI","(25.74664, 89.25166)",25.74664,89.25166,POINT (89.25166 25.74664),R65C0
"KICHUKHON , BLOCK H , BASUNDHARA RESIDENSIAL","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"HOUSE 83/5, OMAR ALI LANE, WEST RAMPURA , PAMPURA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"KABAB FACTORY,SECTOR 7,UTTARA","(23.8680851, 90.3940191)",23.8680851,90.3940191,POINT (90.3940191 23.868085099999995),R23C22
"DHAKA CANCER AND GENERAL HOSPITAL , RESIDENTIAL AREA , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
YELLOW DHANMONDI RESIDENTIAL AREA,"(23.7389189, 90.3807849)",23.7389189,90.3807849,POINT (90.3807849 23.738918900000005),R20C22
"ARAFAT DENTAL CARE,BLOCK D,MIRPUR 1","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"GATE 2 , BANHGABANDHU NATIONAL STADIUM","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"76, ROAD NO 5 BLOCK D BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"PHARMACY MEDICAL CENTER & PHARMACY , TARGACH CHANDORA RD , 1711","(36.8584027, -76.3054313)",36.8584027,-76.3054313,POINT (-76.30543130000001 36.858402699999985),R2667C-116
"24A , ROAD 107 , GULSHAN 2 , GULSHAN","(23.7916304, 90.4195598)",23.7916304,90.4195598,POINT (90.4195598 23.7916304),R21C22
"THE GREAT KABAB FACTORY , RESIDENTIAL AREA , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"MIRPUR SHOPPING CENTER,MIRPUR ROAD,SECTION 6","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"AMADEYR CLOUD LTD , ROAD 23 , BLOCK B , BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"NOBOUDOY MONJUREE,H 2,RD 8,MOHAMMADI HOUSING SOCIETY,MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
ASHIYAN MEDICAL COLLEGE CATH LAB BARUA KHILKHET,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"AMERICAN EMBASSY MADANI AVE , BARIDHARA","(23.80254, 90.42117)",23.80254,90.42117,POINT (90.42117 23.802539999999997),R21C22
"PUSTI DAIRY FARM SWEETS & BAKERY,BASABO BUDDHO MONDIR,BASHABO","(23.7635762, 90.3626253)",23.7635762,90.3626253,POINT (90.3626253 23.7635762),R20C21
"NSU , NSU DRIVEWAY M BLOCK B , BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
TREAT CAFE & RESTAURANT,"(13.8327154, 100.5882565)",13.8327154,100.5882565,POINT (100.5882565 13.8327154),R-197C239
NAZRAT SHAHJALAL INTERNATIONAL AIRPORT,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
BRB HOSPITAL,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"IMPETUS CENTER,BIR UTTAM MIR SHAWKAT SARAK,EAST NAKHALPARA,NIKETAN","(23.7705526, 90.4038176)",23.7705526,90.4038176,POINT (90.40381760000001 23.770552599999995),R20C22
"MORIUM BEAUTY CARE , BLOCK E , BANASHREE","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"RADHUNIR RANNA , ADABOR , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"BOLIARPAR BUS STATION,DHAKA ARICHA HIGHWAY","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"DHAKA WOMEN COLLEGE , RD 27 , SECTOR 7 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"KHOLIL GOST BITAN,SHAHJAHANPUR,MOTIJHEEL","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"T2 , MAIN ROAD , SECTION 6","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
TABAQ COFFEE CONCORD SILVY,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MASTER LIBRARY & STUDIO , ASHULIA HIGHWAY , RUSTAMPUR , ASHULIA , 1341","(11.638775, 75.5728727)",11.638775,75.5728727,POINT (75.57287270000002 11.638775),R-236C-310
"THE NORTH SIDE GYM IN  PINK CITY , KHILKHET","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"IBN SINA DIAGONISTIC & CONSULTATION,UTTARA(BUILDING 3),SECTOR 13","(23.7452734, 90.3724108)",23.7452734,90.3724108,POINT (90.3724108 23.745273399999995),R20C21
"NSU ADMIN  BUILDING , NSU DRIVEWAY , BLOCK B , BASUNDHARA R/A","(38.5, -0.5)",38.5,-0.5,POINT (-0.5000000000024625 38.49999999999856),R1591C-1262
"AQUADECK AT INTERCONTINENTAL DHAKA.SHAHBAGH,RAMNA","(23.73333, 90.4)",23.73333,90.4,POINT (90.40000000000002 23.733329999999988),R20C22
"HOUSE 15 , ROAD 14 , NIKUNJA 2 , NIKUNJA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SUOXI HOSPITAL , SHOSHI HOSPITAL ,ACUOUNCTURE HOSPITAL , ACUOUNCTURE","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"RD 2,AFTAB NAGAR PROJECT,BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"118/3, MIDDLE PAIKPARA , AHMEDNAGAR , MIRPUR -1, DHAKA -1216 , MIRPUR 1","(28.02271, 69.54886)",28.02271,69.54886,POINT (69.54886 28.02271),R161C-393
"OGSB HOSPITAL , BLOCK C, MIRPUR 13","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"VISI LAB,BLOCK A,AFTABNAGAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SHIYAL BARI CIRCLE BUS STOP , RUPNAGAR","(22.13291, 91.98371)",22.13291,91.98371,POINT (91.98371 22.132910000000003),R-16C54
"SHUVO RAHMAN,BLOCK F,BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"NATIONAL BOARD OF REVENUE OFFICE,SHYAMOLI RD,AGARGAON","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ATAUR STORE , ROAD 15 ,. SECTOR 11, UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"KASHEM OPTICAL , TEKPARA , NORTH BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"RAMNA PS , SAHID CAPTEN MUNSUR ALI AVENUE, WIRELESS, PALTAN","(23.7453751, 90.4044018)",23.7453751,90.4044018,POINT (90.4044018 23.7453751),R20C22
"HOTEL PURBANI INTERNATIONAL LTD , DILKUSHA RD , DILKUSHA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"NANDAN KANON HOUSING LIMITED,BLOCK E,BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"JAMUNA FUTURE PARK EMTRY WAY , PROGATI SARANI , BASUNDHARA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ASSET BLOSSOMDALE , BLOCK E , NIKETON","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"HOUSE 13 , ROAD 10B , SECTOR 11, UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"HOUSE 524 , ROAD 9 , WEST NAKHALPARA, TEJGAON","(23.76296, 90.38971)",23.76296,90.38971,POINT (90.38971 23.762959999999996),R20C22
